SMLL - 2010
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;1.143,02;1.174,84;1.151,24;;1.084,97;1.134,17;;1.291,71;1.361,84;1.438,51;1.424,26
2;;1.156,32;1.183,22;;;1.104,43;1.146,15;1.282,60;1.294,59;;;1.436,25
3;;1.161,62;1.173,54;;1.155,53;;;1.255,71;1.288,16;;1.451,78;1.430,39
4;1.182,49;1.114,95;1.170,04;;1.129,66;1.087,49;;1.263,91;;1.360,96;1.469,62;
5;1.179,09;1.091,28;1.171,57;1.151,40;1.121,35;;1.142,38;1.259,77;;1.384,23;1.466,50;
6;1.192,02;;;1.148,40;1.086,69;;1.158,32;1.250,54;1.286,73;1.381,87;;1.423,58
7;1.188,20;;;1.148,80;1.064,29;1.082,34;1.170,59;;;1.379,75;;1.418,36
8;1.192,85;1.103,72;1.168,68;1.157,29;;1.090,77;1.175,13;;1.286,38;1.395,34;1.457,95;1.398,60
9;;1.130,06;1.178,46;1.151,66;;1.086,35;;1.246,99;1.302,60;;1.437,26;1.383,03
10;;1.141,84;1.186,61;;1.115,99;1.111,77;;1.244,71;1.307,02;;1.420,51;1.393,50
11;1.202,22;1.158,02;1.187,75;;1.109,83;1.124,22;;1.227,23;;1.407,44;1.432,82;
12;1.201,78;1.155,09;1.173,58;1.147,34;1.126,86;;1.171,46;1.227,96;;;1.413,40;
13;1.205,70;;;1.153,13;1.114,44;;1.189,36;1.241,33;1.316,53;1.435,14;;1.405,04
14;1.195,62;;;1.164,18;1.079,52;1.125,71;1.197,29;;1.327,34;1.430,27;;1.408,65
15;1.184,66;;1.160,54;1.165,99;;1.144,27;1.205,10;;1.335,86;1.427,21;;1.393,76
16;;;1.171,44;1.152,56;;1.145,34;1.190,77;1.249,77;1.330,99;;1.395,33;1.387,35
17;;1.173,96;1.169,02;;1.066,82;1.151,37;;1.269,41;1.333,99;;1.405,21;1.393,86
18;1.192,08;1.179,90;1.172,77;;1.037,78;1.149,91;;1.281,17;;1.417,34;1.422,37;
19;1.200,38;1.178,87;1.167,14;1.144,24;1.019,22;;1.206,42;1.278,51;;1.378,16;1.431,38;
20;1.180,31;;;1.148,20;1.010,54;;1.203,47;1.284,40;1.342,77;1.391,01;;1.383,38
21;1.155,13;;;;1.055,06;1.152,95;1.203,26;;1.336,99;1.395,86;;1.400,99
22;1.151,76;1.174,11;1.162,55;1.152,32;;1.163,54;1.230,82;;1.335,36;1.394,66;1.413,67;1.390,12
23;;1.158,31;1.168,55;1.152,80;;1.169,93;1.239,19;1.282,31;1.335,07;;1.387,70;1.402,04
24;;1.153,79;1.154,67;;1.043,45;1.151,17;;1.277,56;1.326,98;;1.419,67;
25;;1.154,36;1.155,00;;1.036,22;1.169,16;;1.268,03;;1.398,43;1.423,89;
26;1.140,94;1.165,42;1.151,92;1.147,36;1.057,25;;1.241,48;1.256,36;;1.415,40;1.407,70;
27;1.130,20;;;1.124,86;1.095,76;;1.245,03;1.274,47;1.343,61;1.411,34;;1.395,48
28;1.123,39;;;1.123,40;1.092,78;1.178,00;1.242,20;;1.343,52;1.406,35;;1.402,94
29;1.129,87;;1.154,15;1.136,85;;1.139,29;1.249,40;;1.333,35;1.426,71;1.395,89;1.425,12
30;;;1.144,54;1.144,15;;1.136,98;1.271,47;1.265,13;1.341,47;;1.412,57;1.439,56
31;;;1.149,62;;1.103,65;;;1.275,96;;;;
MÍNIMO;1.123,39;1.091,28;1.144,54;1.123,40;1.010,54;1.082,34;1.134,17;1.227,23;1.286,38;1.360,96;1.387,70;1.383,03
MÍNIMO;1.205,70;1.179,90;1.187,75;1.165,99;1.155,53;1.178,00;1.271,47;1.284,40;1.343,61;1.435,14;1.469,62;1.439,56
