IBLV - 2012
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;6.751,38;7.275,48;;;6.975,21;;7.349,82;;6.916,55;6.925,59;
2;6.493,54;6.748,11;7.329,44;7.539,88;7.570,67;;7.341,46;7.266,95;;6.919,05;;
3;6.532,04;6.757,46;;7.468,67;7.530,40;;7.319,19;7.365,85;7.089,62;6.845,44;;7.048,04
4;6.576,26;;;7.422,10;7.461,96;7.007,21;7.343,52;;7.012,36;6.837,55;;6.994,37
5;6.532,31;;7.306,41;7.448,60;;6.934,43;7.353,04;;7.089,78;6.901,82;6.900,52;6.952,83
6;6.536,52;6.749,15;7.219,52;;;7.145,82;7.294,19;7.440,44;7.191,36;;6.920,09;6.998,01
7;;6.869,32;7.273,98;;7.500,84;;;7.420,27;;;6.854,24;7.020,04
8;;6.872,58;7.309,12;;7.433,07;7.136,01;;7.488,79;;6.950,78;6.772,38;
9;6.571,69;6.887,05;7.345,12;7.377,50;7.393,56;;;7.478,63;;6.898,02;6.739,76;
10;6.541,38;6.865,64;;7.353,68;7.444,88;;7.149,76;7.527,66;7.106,32;6.856,93;;7.049,54
11;6.537,36;;;7.318,10;7.440,02;7.115,98;7.122,66;;7.043,46;6.880,82;;7.131,62
12;6.530,95;;7.343,06;7.384,10;;7.251,92;7.121,27;;6.793,54;;6.669,69;7.129,21
13;6.513,77;6.934,75;7.469,18;7.315,95;;7.263,15;7.151,76;7.509,51;6.909,16;;6.765,98;7.121,10
14;;6.898,33;7.482,29;;7.246,70;7.281,34;;7.469,00;6.950,79;;6.713,54;7.137,31
15;;6.971,38;7.438,71;;7.188,88;7.261,07;;7.453,60;;6.890,27;;
16;6.538,78;7.046,50;7.402,63;7.295,18;7.190,19;;7.121,68;7.538,36;;6.918,89;6.745,43;
17;6.545,47;7.092,22;;7.363,48;7.045,26;;7.194,47;7.468,62;6.990,65;6.947,78;;7.168,42
18;6.610,88;;;7.378,91;7.030,45;7.334,75;7.221,05;;7.024,42;6.919,40;;7.198,49
19;6.603,01;;7.426,72;7.384,33;;7.425,63;7.262,07;;6.999,94;6.883,94;6.799,11;7.201,48
20;6.616,84;;7.405,65;7.383,75;;7.386,97;7.210,08;7.447,03;6.974,69;;;7.190,70
21;;;7.390,90;;7.113,95;7.247,16;;7.412,48;6.990,37;;6.790,94;7.226,99
22;;7.083,26;7.384,39;;7.095,55;7.195,02;;7.429,22;;6.866,97;6.799,62;
23;6.574,67;7.049,22;7.375,40;7.350,82;7.027,05;;7.153,50;7.387,69;;6.764,48;6.926,84;
24;6.611,61;7.114,44;;7.439,49;6.959,37;;7.118,34;7.397,04;7.028,94;6.755,57;;
25;;;;7.455,66;6.941,68;7.149,10;7.131,15;;6.914,41;6.806,13;;
26;6.635,79;;7.505,95;7.487,52;;7.212,49;7.233,61;;6.936,54;6.802,43;6.891,38;7.232,29
27;6.610,36;7.103,38;7.500,21;7.510,88;;7.253,74;7.421,52;7.359,49;6.944,82;;6.839,44;7.242,80
28;;7.151,66;7.402,52;;7.027,37;7.280,82;;7.372,15;6.879,49;;6.884,85;7.298,86
29;;7.193,96;7.391,71;;6.968,27;7.358,32;;7.232,77;;6.831,39;6.948,76;
30;6.635,38;;7.399,56;7.544,40;6.922,11;;7.480,97;7.167,19;;6.863,32;6.989,15;
31;6.682,23;;;;7.058,29;;7.345,37;7.056,59;;6.815,91;;
MÍNIMO;6.493,54;6.748,11;7.219,52;7.295,18;6.922,11;6.934,43;7.118,34;7.056,59;6.793,54;6.755,57;6.669,69;6.952,83
MÍNIMO;6.682,23;7.193,96;7.505,95;7.544,40;7.570,67;7.425,63;7.480,97;7.538,36;7.191,36;6.950,78;6.989,15;7.298,86
