UTIL - 2024
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;11.000,44;10.960,48;10.733,50;;;10.637,09;11.238,76;;11.542,68;11.061,88;
2;10.994,40;10.834,51;;10.736,40;10.570,54;;10.626,36;11.173,46;11.840,84;11.589,58;;10.886,53
3;11.018,62;;;10.788,98;10.782,68;10.395,62;10.778,58;;11.876,53;11.431,21;;10.940,15
4;10.936,94;;10.845,62;10.853,38;;10.461,69;10.928,49;;12.137,72;11.384,29;11.296,82;10.862,27
5;10.974,11;10.865,27;10.854,84;10.807,16;;10.504,42;10.955,88;11.043,43;12.086,38;;11.241,37;11.068,00
6;;11.107,31;10.894,02;;10.758,62;10.560,99;;11.130,65;11.996,74;;11.172,73;10.929,48
7;;11.125,90;10.866,85;;10.771,02;10.349,85;;11.239,81;;11.393,95;11.061,75;
8;11.009,05;10.928,33;10.936,13;10.901,38;10.789,09;;10.986,57;11.354,38;;11.481,41;10.982,98;
9;11.119,96;11.005,22;;11.027,81;10.603,61;;11.149,97;11.663,92;11.971,78;11.342,84;;10.875,65
10;11.196,21;;;10.819,20;10.528,29;10.318,42;11.161,58;;12.015,42;11.338,88;;10.974,74
11;11.178,92;;10.827,91;10.643,91;;10.397,60;11.229,62;;11.956,19;11.289,64;11.093,32;11.195,55
12;11.153,16;;10.861,18;10.545,73;;10.217,70;11.256,70;11.674,63;11.884,75;;11.069,80;10.904,14
13;;;10.740,78;;10.569,79;10.262,16;;11.708,81;11.967,79;;11.069,17;10.914,03
14;;10.852,25;10.739,07;;10.712,10;10.327,45;;11.923,54;;11.459,08;11.278,88;
15;11.257,51;10.915,84;10.709,58;10.500,73;10.805,77;;11.152,74;11.854,93;;11.499,25;;
16;11.051,81;10.926,40;;10.405,24;10.810,57;;11.214,49;11.858,53;12.044,06;11.511,98;;10.803,01
17;11.043,95;;;10.405,87;10.747,21;10.215,92;11.218,46;;12.027,14;11.472,96;;10.903,12
18;10.823,26;;10.600,78;10.434,45;;10.175,16;11.014,61;;11.979,76;11.418,12;11.136,15;10.526,49
19;10.865,97;10.981,41;10.683,37;10.481,31;;10.189,41;10.916,99;12.022,12;11.862,25;;11.353,13;10.556,62
20;;11.116,81;10.835,11;;10.698,86;10.132,21;;12.079,86;11.696,93;;;10.601,91
21;;10.938,58;10.869,48;;10.794,48;10.309,52;;12.081,76;;11.480,17;11.164,39;
22;10.769,36;10.944,34;10.849,12;10.487,14;10.557,26;;11.124,25;11.942,31;;11.413,58;11.250,99;
23;10.881,19;10.881,25;;10.430,47;10.506,81;;11.036,43;12.072,06;11.616,75;11.322,04;;10.412,46
24;10.843,38;;;10.361,06;10.556,45;10.438,52;10.967,38;;11.620,74;11.378,28;;
25;10.903,52;;10.822,56;10.332,06;;10.379,66;10.938,22;;11.530,91;11.309,55;11.316,25;
26;10.901,74;10.891,49;10.827,64;10.446,56;;10.345,94;11.081,09;11.992,77;11.602,67;;11.502,06;10.424,22
27;;11.019,78;10.862,73;;10.556,10;10.516,10;;11.891,11;11.558,35;;11.255,76;10.404,11
28;;11.007,93;10.839,83;;10.468,94;10.462,10;;11.925,91;;11.332,14;10.936,61;
29;10.899,53;10.992,97;;10.462,48;10.348,66;;11.054,95;11.810,51;;11.328,76;10.980,75;
30;10.782,36;;;10.398,00;;;11.030,69;11.840,22;11.567,94;11.375,50;;10.396,30
31;10.907,37;;;;10.230,07;;11.137,88;;;11.316,98;;
MÍNIMO;10.769,36;10.834,51;10.600,78;10.332,06;10.230,07;10.132,21;10.626,36;11.043,43;11.530,91;11.289,64;10.936,61;10.396,30
MÍNIMO;11.257,51;11.125,90;10.960,48;11.027,81;10.810,57;10.560,99;11.256,70;12.081,76;12.137,72;11.589,58;11.502,06;11.195,55
