IDIV - 2007
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;1.380,72;1.403,17;;;1.792,97;;1.865,92;;2.040,37;2.003,14;
2;1.391,63;1.391,72;1.370,19;1.504,21;1.618,20;;1.875,59;1.882,05;;2.033,90;;
3;1.373,59;;;1.514,33;1.641,51;;1.888,10;1.824,79;1.891,67;1.985,56;;1.988,45
4;1.356,71;;;1.516,98;1.664,97;1.791,40;1.893,12;;1.892,87;2.003,52;;1.982,77
5;1.307,08;1.416,64;1.329,04;1.512,94;;1.782,28;1.902,89;;1.873,00;2.057,99;2.003,34;2.016,72
6;;1.427,61;1.389,53;;;1.752,14;1.920,14;1.830,03;1.870,50;;2.034,45;2.039,35
7;;1.396,14;1.378,54;;1.667,44;;;1.849,86;;;2.008,93;2.037,23
8;1.320,64;1.404,04;1.403,22;;1.666,02;1.768,33;;1.889,96;;2.063,53;1.947,17;
9;1.290,99;1.387,47;1.430,96;1.528,51;1.696,78;;;1.836,14;;2.075,78;1.956,28;
10;1.305,14;;;1.534,99;1.674,91;;1.897,15;1.811,67;1.812,14;2.047,30;;2.047,96
11;1.312,38;;;1.534,60;1.689,08;1.780,28;1.908,28;;1.846,06;2.018,94;;2.009,64
12;1.319,54;1.379,37;1.438,27;1.530,58;;1.749,82;1.941,81;;1.824,47;;1.885,30;1.986,79
13;;1.431,29;1.389,72;1.557,84;;1.783,62;1.936,01;1.799,61;1.842,28;;1.914,23;1.937,31
14;;1.458,55;1.409,23;;1.682,99;1.808,70;;1.744,63;1.837,87;;1.956,18;1.944,24
15;1.319,87;1.465,01;1.412,05;;1.691,96;1.831,36;;1.700,76;;2.011,05;;
16;1.304,34;1.470,32;1.395,02;1.579,60;1.733,86;;1.922,05;1.636,60;;1.970,10;1.970,92;
17;1.309,69;;;1.567,82;1.734,22;;1.924,55;1.667,97;1.817,58;2.008,30;;1.870,02
18;1.304,64;;;1.582,08;1.752,10;1.829,09;1.923,14;;1.879,86;2.012,65;;1.897,33
19;1.322,57;;1.416,97;1.585,15;;1.832,34;1.943,73;;1.902,81;1.962,68;1.918,97;1.910,51
20;;;1.436,28;1.606,74;;1.820,44;1.935,51;1.702,69;1.878,45;;;1.882,29
21;;1.477,09;1.488,41;;1.768,63;1.843,23;;1.729,30;1.903,29;;1.876,27;1.931,99
22;1.324,49;1.479,66;1.484,70;;1.755,01;1.825,32;;1.801,71;;1.979,45;1.879,26;
23;1.333,86;1.464,30;1.491,25;1.591,97;1.735,66;;1.948,32;1.807,33;;2.018,34;1.886,62;
24;1.352,18;;;1.585,18;1.694,72;;1.885,86;1.842,59;1.930,71;2.004,54;;
25;;;;1.600,07;1.737,15;1.817,85;1.906,34;;1.948,51;1.985,46;;
26;1.354,19;1.472,08;1.490,45;1.587,12;;1.823,51;1.833,44;;1.978,63;2.023,48;1.811,34;1.973,64
27;;1.375,33;1.481,01;1.597,30;;1.824,19;1.804,91;1.840,54;2.005,80;;1.842,09;1.975,45
28;;1.402,22;1.463,47;;1.759,10;1.829,35;;1.791,72;1.990,05;;1.929,76;1.957,53
29;1.337,99;;1.487,41;;1.742,52;1.840,25;;1.829,84;;2.020,16;1.943,76;
30;1.348,42;;1.504,09;1.606,17;1.773,09;;1.856,30;1.839,63;;2.019,91;1.992,47;
31;1.368,29;;;;1.751,54;;1.855,43;1.901,56;;2.027,79;;
MÍNIMO;1.290,99;1.375,33;1.329,04;1.504,21;1.618,20;1.749,82;1.804,91;1.636,60;1.812,14;1.962,68;1.811,34;1.870,02
MÍNIMO;1.391,63;1.479,66;1.504,09;1.606,74;1.773,09;1.843,23;1.948,32;1.901,56;2.005,80;2.075,78;2.034,45;2.047,96
