SMLL - 2018
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;1.748,88;1.725,09;;;1.610,27;;1.604,52;;1.459,16;1.703,08;
2;1.677,91;1.727,56;1.728,05;1.698,27;1.740,06;;1.505,69;1.607,67;;1.506,09;;
3;1.677,92;;;1.699,87;1.710,75;;1.525,60;1.628,87;1.503,99;1.535,97;;1.766,42
4;1.686,10;;;1.688,07;1.696,91;1.634,53;1.543,92;;1.472,13;1.537,85;;1.749,40
5;1.692,48;1.693,09;1.731,82;1.708,91;;1.595,15;1.541,28;;1.472,75;1.533,21;1.725,16;1.765,90
6;;1.709,01;1.722,12;1.717,56;;1.558,15;1.554,68;1.628,38;1.484,52;;1.710,38;1.766,62
7;;1.699,83;1.717,76;;1.680,84;1.505,61;;1.609,49;;;1.694,21;1.751,05
8;1.683,49;1.681,90;1.716,25;;1.683,39;1.525,17;;1.598,27;;1.597,90;1.658,52;
9;1.674,42;1.657,94;1.741,91;1.701,82;1.692,68;;;1.579,45;;1.604,54;1.665,99;
10;1.665,62;;;1.710,56;1.711,74;;1.558,48;1.546,60;1.487,17;1.560,62;;1.721,32
11;1.677,17;;;1.704,11;1.691,20;1.507,96;1.550,14;;1.453,75;1.555,26;;1.749,36
12;1.668,48;;1.763,05;1.727,03;;1.512,32;1.564,41;;1.452,10;;1.673,34;1.758,77
13;;;1.766,98;1.714,79;;1.506,30;1.583,24;1.559,52;1.435,95;;1.671,36;1.765,53
14;;1.694,42;1.753,18;;1.645,95;1.491,00;;1.591,82;1.441,02;;1.691,02;1.763,06
15;1.683,73;1.696,50;1.747,24;;1.624,43;1.477,16;;1.568,09;;1.539,25;;
16;1.683,66;1.700,30;1.738,15;1.691,97;1.652,73;;1.587,84;1.569,94;;1.582,26;1.735,25;
17;1.695,82;;;1.723,64;1.605,39;;1.603,17;1.554,11;1.461,61;1.593,76;;1.740,08
18;1.692,40;;;1.746,82;1.593,04;1.463,06;1.592,89;;1.480,98;1.587,49;;1.755,01
19;1.695,56;1.714,70;1.727,79;1.748,38;;1.489,26;1.597,21;;1.476,83;1.604,44;1.715,71;1.739,43
20;;1.723,09;1.731,70;1.761,29;;1.501,29;1.623,65;1.556,81;1.476,74;;;1.750,91
21;;1.732,33;1.733,30;;1.600,11;1.475,17;;1.524,56;1.504,33;;1.711,67;1.753,13
22;1.697,29;1.734,18;1.735,72;;1.639,69;1.486,25;;1.545,76;;1.628,04;1.723,63;
23;1.675,25;1.747,67;1.723,63;1.764,74;1.611,34;;1.609,17;1.514,41;;1.632,59;1.705,54;
24;1.717,86;;;1.752,33;1.615,12;;1.620,74;1.519,10;1.480,09;1.610,34;;
25;;;;1.746,87;1.600,05;1.492,15;1.625,84;;1.483,13;1.631,20;;
26;1.750,93;1.751,64;1.731,67;1.761,92;;1.508,28;1.609,88;;1.478,30;1.650,33;1.689,47;1.746,90
27;;1.744,51;1.711,31;1.766,75;;1.492,60;1.605,79;1.545,65;1.499,69;;1.725,70;1.758,09
28;;1.726,43;1.704,31;;1.524,89;1.497,69;;1.535,44;1.490,85;;1.753,80;1.795,84
29;1.737,58;;1.727,72;;1.539,36;1.511,28;;1.544,54;;1.623,96;1.757,89;
30;1.724,88;;;1.768,72;1.568,73;;1.602,05;1.514,29;;1.672,86;1.758,94;
31;1.732,83;;;;;;1.588,16;1.520,68;;1.678,55;;
MÍNIMO;1.665,62;1.657,94;1.704,31;1.688,07;1.524,89;1.463,06;1.505,69;1.514,29;1.435,95;1.459,16;1.658,52;1.721,32
MÍNIMO;1.750,93;1.751,64;1.766,98;1.768,72;1.740,06;1.634,53;1.625,84;1.628,87;1.504,33;1.678,55;1.758,94;1.795,84
