IBLV - 2006
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;2.854,55;2.955,62;;;2.865,53;;2.792,34;2.908,64;;3.063,30;3.218,21
2;2.590,59;2.784,49;2.941,97;;3.014,90;2.895,59;;2.831,54;;2.929,11;;
3;2.655,50;2.767,74;2.948,54;2.954,16;3.013,07;;2.828,66;2.846,21;;2.901,35;3.069,90;
4;2.682,77;;;2.955,10;3.035,82;;2.839,56;2.880,87;2.934,95;2.993,15;;3.308,02
5;2.668,84;;;2.955,49;3.094,67;2.801,33;2.772,74;;2.907,16;3.014,14;;3.331,67
6;2.713,28;2.787,42;2.904,34;2.952,37;;2.758,91;2.778,71;;2.873,83;2.992,21;3.122,12;3.328,78
7;;2.755,28;2.853,35;2.932,63;;2.672,63;2.747,56;2.864,65;;;3.155,77;3.309,72
8;;2.747,53;2.834,82;;3.120,00;2.675,58;;2.855,40;2.872,19;;3.178,34;3.300,48
9;2.685,55;2.784,77;2.767,34;;3.137,08;2.649,25;;2.840,14;;3.016,49;3.126,67;
10;2.680,77;2.817,81;2.796,96;2.906,42;3.110,01;;2.752,98;2.842,89;;3.029,54;3.135,54;
11;2.729,10;;;2.853,83;3.056,12;;2.778,14;2.821,76;2.830,64;3.009,28;;3.325,97
12;2.728,90;;;2.873,86;3.001,97;2.548,18;2.747,62;;2.847,25;;;3.326,18
13;2.747,95;2.777,80;2.786,78;2.849,30;;2.476,39;2.687,10;;2.870,90;3.049,18;3.142,54;3.382,52
14;;2.794,75;2.838,12;;;2.495,96;2.668,68;2.794,70;2.854,06;;3.196,59;3.406,28
15;;2.823,96;2.879,21;;2.927,78;;;2.858,69;2.846,33;;;3.421,14
16;2.783,70;2.899,99;2.894,21;;2.937,98;2.604,85;;2.908,45;;3.057,32;3.210,11;
17;2.745,08;2.900,30;2.884,27;2.885,63;2.860,19;;2.634,80;2.918,52;;3.038,78;3.218,33;
18;2.728,67;;;2.961,21;2.820,84;;2.653,24;2.926,14;2.861,02;3.030,91;;3.415,77
19;2.808,12;;;3.009,03;2.839,16;2.575,86;2.776,08;;2.848,70;3.042,13;;3.428,33
20;2.780,78;2.909,71;2.891,41;2.992,51;;2.573,28;2.707,65;;2.840,60;3.007,85;;3.429,83
21;;2.904,51;2.838,99;;;2.640,40;2.699,41;2.902,58;2.800,07;;3.240,58;3.429,32
22;;2.893,80;2.878,14;;2.764,29;2.623,75;;2.869,46;2.804,60;;3.263,55;3.419,87
23;2.769,03;2.885,21;2.850,01;;2.756,66;2.643,57;;2.791,15;;3.045,21;3.297,06;
24;2.814,53;2.912,91;2.847,15;2.962,00;2.743,87;;2.766,45;2.800,18;;3.051,46;3.274,72;
25;;;;2.959,37;2.839,60;;2.788,11;2.804,64;2.815,64;3.051,81;;
26;2.847,12;;;3.010,49;2.886,42;2.643,37;2.784,68;;2.856,50;3.045,35;;3.433,52
27;2.826,31;;2.882,54;2.965,11;;2.620,21;2.791,74;;2.862,24;3.026,01;3.231,22;3.494,91
28;;;2.829,20;2.980,35;;2.618,45;2.820,09;2.857,25;2.881,83;;3.223,63;3.492,07
29;;;2.871,70;;2.863,38;2.746,87;;2.855,13;2.879,78;;3.271,29;
30;2.836,70;;2.873,95;;2.773,55;2.761,49;;2.854,32;;3.028,61;3.273,16;
31;2.855,87;;2.876,40;;2.776,89;;2.807,74;2.829,30;;3.044,68;;
MÍNIMO;2.590,59;2.747,53;2.767,34;2.849,30;2.743,87;2.476,39;2.634,80;2.791,15;2.800,07;2.901,35;3.063,30;3.218,21
MÍNIMO;2.855,87;2.912,91;2.955,62;3.010,49;3.137,08;2.895,59;2.839,56;2.926,14;2.934,95;3.057,32;3.297,06;3.494,91
