IBLV - 2010
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;5.082,14;4.986,95;5.041,52;;4.812,21;4.997,27;;5.421,88;5.574,60;5.820,21;5.822,50
2;;5.073,27;5.014,57;;;4.889,64;5.025,51;5.339,40;5.382,57;;;5.836,41
3;;5.072,23;5.012,36;;4.987,19;;;5.301,36;5.377,61;;5.808,61;5.899,17
4;5.215,01;4.918,39;5.010,90;;4.892,79;4.891,04;;5.329,39;;5.624,78;5.893,06;
5;5.200,45;4.849,09;5.034,12;5.073,65;4.876,06;;5.016,83;5.338,06;;5.724,29;5.863,35;
6;5.219,39;;;5.079,60;4.838,56;;5.094,87;5.306,11;5.386,47;5.700,18;;5.845,56
7;5.182,21;;;5.074,79;4.842,59;4.939,10;5.116,21;;;5.682,82;;5.818,89
8;5.173,79;4.902,35;4.995,03;5.080,63;;4.930,72;5.096,68;;5.311,60;5.746,51;5.878,93;5.776,44
9;;4.971,10;5.068,21;5.049,59;;4.921,35;;5.262,73;5.309,64;;5.856,36;5.731,28
10;;4.981,66;5.118,28;;4.932,91;4.977,18;;5.243,17;5.351,62;;5.868,47;5.766,75
11;5.190,55;5.025,48;5.117,07;;4.912,00;4.997,94;;5.202,92;;5.769,25;5.772,98;
12;5.202,37;4.999,92;5.069,68;5.003,26;4.950,87;;5.060,00;5.214,52;;;5.747,57;
13;5.193,43;;;5.006,58;4.947,04;;5.121,94;5.201,86;5.408,37;5.842,86;;5.797,78
14;5.174,74;;;5.024,08;4.923,30;5.006,32;5.087,64;;5.447,15;5.810,70;;5.778,89
15;5.104,59;;5.079,21;4.992,35;;5.043,05;5.085,05;;5.492,98;5.806,92;;5.761,80
16;;;5.100,20;4.955,54;;5.040,69;5.035,29;5.259,00;5.458,78;;5.694,49;5.794,47
17;;5.082,65;5.123,77;;4.947,54;5.045,11;;5.287,91;5.424,75;;5.750,00;5.834,02
18;5.080,48;5.070,16;5.118,19;;4.900,71;5.051,15;;5.352,26;;5.796,19;5.812,18;
19;5.125,54;5.039,29;5.072,28;4.951,83;4.860,38;;5.091,58;5.341,55;;5.711,40;5.842,54;
20;5.052,63;;;4.977,30;4.757,12;;5.132,01;5.351,58;5.485,32;5.737,22;;5.819,75
21;5.013,39;;;;4.831,03;5.067,85;5.105,74;;5.444,63;5.717,69;;5.868,04
22;5.062,30;5.011,36;5.071,30;4.997,57;;5.095,33;5.175,94;;5.478,54;5.691,14;5.789,40;5.873,76
23;;4.953,84;5.060,66;5.029,34;;5.105,32;5.188,88;5.325,29;5.483,63;;5.711,06;5.887,13
24;;4.943,60;5.006,19;;4.815,51;5.040,75;;5.302,29;5.417,82;;5.822,27;
25;;4.965,98;4.987,43;;4.753,65;5.097,98;;5.279,16;;5.718,90;5.812,59;
26;5.039,74;4.939,78;5.016,28;4.990,29;4.780,78;;5.221,30;5.246,00;;5.792,05;5.753,13;
27;5.047,48;;;4.893,99;4.836,38;;5.270,34;5.355,05;5.453,06;5.752,21;;5.841,36
28;5.044,65;;;4.918,89;4.830,33;5.112,63;5.249,84;;5.452,63;5.749,49;;5.873,26
29;5.042,24;;5.059,13;4.945,69;;5.038,84;5.269,21;;5.474,51;5.765,25;5.718,04;5.931,52
30;;;5.045,36;4.973,10;;5.011,52;5.308,38;5.297,51;5.516,35;;5.714,41;5.945,63
31;;;5.016,09;;4.904,07;;;5.315,57;;;;
MÍNIMO;5.013,39;4.849,09;4.986,95;4.893,99;4.753,65;4.812,21;4.997,27;5.201,86;5.309,64;5.574,60;5.694,49;5.731,28
MÍNIMO;5.219,39;5.082,65;5.123,77;5.080,63;4.987,19;5.112,63;5.308,38;5.355,05;5.516,35;5.842,86;5.893,06;5.945,63
