SMLL - 2023
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;2.061,78;1.831,24;;;2.154,43;;2.345,61;2.219,24;;1.983,66;2.241,62
2;1.939,08;2.046,75;1.832,56;;1.818,52;2.164,49;;2.345,93;;2.072,54;;
3;1.885,26;1.992,47;1.839,43;1.794,74;1.830,81;;2.291,11;2.347,30;;2.023,80;2.073,82;
4;1.907,63;;;1.803,76;1.836,45;;2.291,06;2.362,74;2.214,96;2.043,11;;2.208,26
5;1.952,45;;;1.778,18;1.900,86;2.169,26;2.321,75;;2.187,66;2.022,58;;2.229,28
6;1.981,85;1.975,29;1.871,18;1.781,32;;2.215,65;2.282,23;;2.163,86;2.007,44;2.040,16;2.218,54
7;;1.956,12;1.869,60;;;2.226,95;2.333,71;2.346,94;;;2.087,15;2.244,57
8;;1.973,88;1.927,26;;1.912,49;;;2.343,58;2.155,06;;2.088,01;2.250,10
9;1.992,52;1.920,28;1.930,52;;1.925,03;2.240,02;;2.322,52;;2.028,24;2.073,97;
10;2.053,52;1.920,87;1.892,38;1.792,51;1.956,61;;2.311,31;2.325,49;;2.082,80;2.111,21;
11;2.079,22;;;1.875,47;1.986,11;;2.294,43;2.305,34;2.176,83;2.070,34;;2.238,11
12;2.027,45;;;1.889,58;1.985,10;2.242,22;2.277,75;;2.218,79;;;2.245,87
13;1.995,63;1.928,73;1.888,24;1.893,81;;2.198,52;2.283,64;;2.220,89;2.018,45;2.101,14;2.315,35
14;;1.898,01;1.879,81;1.881,40;;2.258,11;2.232,48;2.261,40;2.215,68;;2.165,46;2.332,08
15;;1.934,87;1.871,94;;2.001,72;2.274,40;;2.258,96;2.193,50;;;2.308,85
16;1.972,57;1.934,61;1.884,97;;1.957,75;2.268,40;;2.250,28;;2.034,50;2.198,27;
17;1.996,73;1.930,76;1.868,14;1.871,36;2.009,01;;2.247,03;2.217,92;;2.004,19;2.187,44;
18;2.015,18;;;1.849,66;2.054,49;;2.262,30;2.232,94;2.185,34;1.955,45;;2.319,19
19;2.017,25;;;1.799,14;2.069,55;2.288,56;2.249,55;;2.164,65;1.953,03;;2.327,05
20;2.013,45;;1.822,64;1.813,33;;2.304,07;2.248,70;;2.181,13;1.947,87;2.195,92;2.314,34
21;;;1.811,83;;;2.308,31;2.288,89;2.215,47;2.124,53;;2.162,85;2.335,58
22;;1.900,46;1.808,72;;2.080,07;2.269,38;;2.263,15;2.107,95;;2.162,57;2.345,70
23;2.011,76;1.893,79;1.746,75;;2.060,59;2.285,87;;2.291,00;;1.983,31;2.170,07;
24;2.037,59;1.873,70;1.786,66;1.805,14;2.043,04;;2.305,57;2.266,14;;2.002,87;2.140,84;
25;2.063,70;;;1.781,76;2.090,53;;2.317,96;2.223,32;2.093,08;1.968,10;;
26;2.071,95;;;1.781,28;2.113,74;2.246,15;2.321,55;;2.056,77;2.009,66;;2.350,73
27;2.042,15;1.869,98;1.796,88;1.805,07;;2.209,36;2.298,31;;2.050,88;1.962,67;2.155,28;2.361,82
28;;1.850,27;1.819,69;1.852,73;;2.203,63;2.318,08;2.224,27;2.085,73;;2.180,96;2.352,98
29;;;1.807,95;;2.111,40;2.250,78;;2.243,05;2.110,60;;2.173,52;
30;2.032,76;;1.847,16;;2.089,68;2.275,52;;2.228,25;;1.934,80;2.198,05;
31;2.067,73;;1.818,03;;2.103,65;;2.346,55;2.172,29;;1.954,44;;
MÍNIMO;1.885,26;1.850,27;1.746,75;1.778,18;1.818,52;2.154,43;2.232,48;2.172,29;2.050,88;1.934,80;1.983,66;2.208,26
MÍNIMO;2.079,22;2.061,78;1.930,52;1.893,81;2.113,74;2.308,31;2.346,55;2.362,74;2.220,89;2.082,80;2.198,27;2.361,82
