UTIL - 2008
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;1.541,27;;1.598,13;;;1.766,23;1.763,86;1.632,62;1.573,40;;1.429,34
2;1.608,15;;;1.629,50;1.719,30;1.791,69;1.726,46;;1.620,64;1.528,26;;1.466,43
3;1.631,29;;1.692,21;1.642,15;;1.764,77;1.691,23;;1.588,02;1.509,62;1.384,86;1.478,44
4;1.597,60;;1.692,62;1.645,72;;1.788,21;1.692,60;1.764,31;1.538,09;;1.396,56;1.486,30
5;;;1.696,62;;1.758,57;1.829,55;;1.790,75;1.538,82;;1.347,87;1.500,15
6;;1.518,53;1.665,06;;1.742,66;1.782,58;;1.789,11;;1.446,76;1.350,86;
7;1.603,98;1.515,83;1.631,34;1.612,82;1.705,34;;1.686,02;1.760,07;;1.392,03;1.366,46;
8;1.615,72;1.506,44;;1.620,50;1.724,00;;1.713,55;1.740,01;1.512,77;1.278,36;;1.519,42
9;1.644,30;;;1.587,53;1.716,32;1.809,38;;;1.457,13;1.252,07;;1.498,54
10;1.646,87;;1.598,72;1.583,58;;1.793,68;1.762,64;;1.450,72;1.201,13;1.348,59;1.462,03
11;1.607,95;1.536,72;1.635,03;1.571,86;;1.808,20;1.770,95;1.651,82;1.467,43;;1.395,69;1.425,80
12;;1.564,67;1.628,90;;1.733,22;1.815,02;;1.639,99;1.485,16;;1.346,92;1.475,00
13;;1.589,70;1.628,31;;1.719,58;1.788,24;;1.644,02;;1.350,09;1.425,26;
14;1.619,94;1.581,82;1.627,36;1.553,15;1.699,48;;1.794,40;1.671,71;;1.402,54;1.430,23;
15;1.576,19;1.570,17;;1.549,55;1.730,37;;1.833,06;1.657,37;1.434,19;1.302,29;;1.432,58
16;1.571,68;;;1.570,69;1.765,04;1.783,37;1.854,62;;1.412,13;1.335,97;;1.473,36
17;1.533,87;;1.594,66;1.590,86;;1.785,18;1.804,04;;1.331,79;1.324,17;1.475,45;1.432,84
18;1.545,48;1.590,31;1.632,37;1.602,52;;1.747,26;1.801,80;1.654,02;1.384,31;;1.467,29;1.460,35
19;;1.574,42;1.591,82;;1.765,76;1.765,70;;1.666,29;1.519,17;;1.488,48;1.450,74
20;;1.611,09;1.600,72;;1.754,73;1.723,88;;1.683,74;;1.381,01;;
21;1.450,83;1.605,88;;;1.722,16;;1.835,97;1.675,89;;1.372,52;1.451,31;
22;1.503,43;1.643,42;;1.602,34;;;1.813,64;1.679,83;1.498,17;1.268,15;;1.409,32
23;1.462,36;;;1.602,42;1.711,40;1.728,88;1.800,75;;1.481,04;1.237,39;;1.382,48
24;1.492,83;;1.589,02;1.628,46;;1.719,08;1.764,01;;1.475,25;1.193,49;1.480,05;
25;;1.661,71;1.554,30;1.641,92;;1.770,82;1.770,38;1.662,06;1.533,38;;1.465,57;
26;;1.673,83;1.534,56;;1.710,86;1.746,54;;1.651,05;1.555,16;;1.489,94;1.390,83
27;;1.677,18;1.550,03;;1.698,43;1.780,88;;1.665,16;;1.162,60;1.479,55;
28;1.525,49;1.665,33;1.533,73;1.640,95;1.770,62;;1.756,25;1.675,05;;1.290,55;1.471,83;
29;1.528,14;1.644,33;;1.598,46;1.753,06;;1.774,63;1.642,83;1.454,70;1.302,08;;1.390,59
30;1.517,55;;;1.667,20;1.800,84;1.798,91;1.768,92;;1.550,57;1.348,74;;1.405,98
31;1.510,34;;1.560,65;;;;1.775,57;;;1.359,53;;
MÍNIMO;1.450,83;1.506,44;1.533,73;1.549,55;1.698,43;1.719,08;1.686,02;1.639,99;1.331,79;1.162,60;1.346,92;1.382,48
MÍNIMO;1.646,87;1.677,18;1.696,62;1.667,20;1.800,84;1.829,55;1.854,62;1.790,75;1.632,62;1.573,40;1.489,94;1.519,42
