UTIL - 2014
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;;;2.586,66;;;2.919,95;3.008,94;3.221,83;2.784,68;;2.755,64
2;2.633,73;;;2.655,18;2.765,56;2.751,20;2.903,05;;3.223,27;2.779,68;;2.780,86
3;2.675,85;2.454,35;;2.642,11;;2.785,84;2.940,82;;3.258,35;2.811,91;2.738,96;2.798,19
4;;2.444,11;;2.633,04;;2.796,72;2.975,17;3.057,00;3.218,75;;2.764,81;2.765,85
5;;2.393,70;2.366,22;;2.789,90;2.778,57;;3.014,41;3.207,33;;2.744,52;2.764,26
6;2.657,56;2.454,37;2.389,71;;2.811,99;2.825,95;;3.026,09;;2.910,46;2.714,04;
7;2.617,86;2.454,37;2.311,34;2.639,57;2.823,22;;2.984,88;3.033,01;;2.968,28;2.747,48;
8;2.605,98;;;2.617,94;2.792,93;;2.982,97;3.037,55;3.107,06;2.985,95;;2.700,41
9;2.563,76;;;2.570,36;2.762,43;2.885,63;;;3.048,88;2.948,91;;2.712,31
10;2.574,54;2.436,33;2.266,58;2.593,09;;2.918,14;3.043,96;;3.057,03;2.888,39;2.754,63;2.696,73
11;;2.483,49;2.301,79;2.598,11;;2.957,85;3.050,96;3.079,95;3.048,42;;2.752,62;2.709,63
12;;2.492,81;2.333,58;;2.804,88;;;3.056,28;2.999,74;;2.748,70;2.690,28
13;2.539,25;2.437,71;2.381,90;;2.811,78;2.936,74;;3.017,00;;2.979,54;2.701,29;
14;2.564,60;2.436,55;2.310,20;2.632,23;2.854,56;;3.090,82;3.028,52;;2.967,25;2.670,11;
15;2.570,37;;;2.620,02;2.776,29;;3.097,01;3.102,56;3.020,32;2.893,80;;2.659,40
16;2.567,00;;;2.635,79;2.808,80;2.937,01;3.067,76;;3.050,83;2.826,57;;2.574,43
17;2.561,26;2.350,73;2.309,23;2.684,43;;2.948,71;3.066,38;;3.000,74;2.901,81;2.638,39;2.660,52
18;;2.266,12;2.373,21;;;3.042,20;3.126,02;3.118,65;2.967,04;;2.684,49;2.628,41
19;;2.322,08;2.398,01;;2.796,25;;;3.138,84;2.938,81;;2.747,10;2.664,53
20;2.535,18;2.367,02;2.418,50;;2.763,57;2.984,84;;3.191,18;;2.855,56;;
21;2.546,64;2.371,49;2.437,16;;2.764,83;;3.173,71;3.219,93;;2.759,55;2.863,92;
22;2.582,61;;;2.728,86;2.805,49;;3.203,83;3.194,30;2.884,56;2.747,64;;2.710,26
23;2.543,58;;;2.712,82;2.824,40;2.953,89;3.154,32;;2.886,24;2.622,33;;2.730,40
24;2.516,91;2.368,77;2.450,68;2.708,54;;2.979,98;3.186,77;;2.881,10;2.701,26;2.846,96;
25;;2.337,98;2.471,96;2.663,57;;2.971,18;3.154,38;3.244,21;2.885,35;;2.838,74;
26;;2.343,03;2.465,03;;2.838,93;2.961,63;;3.198,13;2.913,31;;2.829,52;2.754,72
27;2.496,08;2.403,90;2.563,22;;2.759,31;2.948,21;;3.243,11;;2.580,22;2.862,14;
28;2.504,17;2.390,13;2.578,91;2.673,03;2.783,46;;3.148,72;3.225,67;;2.677,80;2.860,63;
29;2.479,18;;;2.675,91;2.782,20;;3.076,81;3.259,47;2.851,51;2.694,89;;2.789,91
30;2.478,83;;;2.723,81;2.737,26;2.940,41;3.052,52;;2.846,55;2.715,08;;2.755,89
31;2.513,21;;2.602,00;;;;2.980,98;;;2.757,72;;
MÍNIMO;2.478,83;2.266,12;2.266,58;2.570,36;2.737,26;2.751,20;2.903,05;3.008,94;2.846,55;2.580,22;2.638,39;2.574,43
MÍNIMO;2.675,85;2.492,81;2.602,00;2.728,86;2.854,56;3.042,20;3.203,83;3.259,47;3.258,35;2.985,95;2.863,92;2.798,19
