IBLV - 2011
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;5.765,84;5.767,37;6.211,15;;5.983,11;6.022,20;5.811,02;5.912,52;;5.979,70;6.236,21
2;;5.692,98;5.823,58;;6.094,22;6.033,27;;5.713,13;5.827,21;;;6.163,19
3;6.013,98;5.660,06;5.887,63;;6.038,20;6.037,42;;5.659,59;;5.588,04;6.058,75;
4;6.027,44;5.561,54;5.909,51;6.224,39;6.014,26;;6.045,82;5.474,27;;5.551,99;6.104,36;
5;6.079,63;;;6.247,88;6.038,90;;5.983,69;5.499,03;5.756,93;5.566,91;;6.228,81
6;6.010,99;;;6.186,22;6.137,22;5.958,68;5.951,24;;5.880,01;5.614,63;;6.334,37
7;5.976,36;5.623,48;;6.169,50;;5.964,29;5.886,31;;;5.528,88;6.174,42;6.266,77
8;;5.644,83;;6.100,24;;5.952,89;5.824,11;5.115,20;5.934,94;;6.125,76;6.255,28
9;;5.518,90;5.904,41;;6.151,83;5.904,75;;5.289,23;5.811,15;;6.053,09;6.303,99
10;5.971,31;5.534,82;5.843,85;;6.146,37;5.859,51;;5.302,86;;5.706,49;6.054,44;
11;5.998,20;5.624,70;5.921,11;6.070,38;6.067,08;;5.802,09;5.414,94;;5.710,66;6.145,05;
12;6.066,58;;;6.037,29;6.117,59;;5.755,37;5.389,98;5.820,62;;;6.309,22
13;6.053,82;;;6.044,02;6.039,48;5.792,92;5.837,65;;5.808,30;5.754,06;;6.339,72
14;6.094,20;5.638,60;5.961,71;6.039,01;;5.794,85;5.815,99;;5.868,04;5.755,29;6.124,23;6.314,26
15;;5.663,38;5.965,12;6.046,31;;5.805,45;5.767,74;5.564,70;5.860,65;;;6.321,68
16;;5.799,16;5.840,48;;6.040,19;5.784,13;;5.546,70;5.952,45;;6.190,08;6.318,36
17;6.074,84;5.839,65;5.868,62;;6.067,12;5.835,91;;5.616,89;;5.704,87;6.042,46;
18;6.059,13;5.878,96;5.921,36;6.084,33;6.014,52;;5.753,53;5.550,65;;5.819,27;6.036,93;
19;5.988,45;;;6.101,71;6.006,40;;5.787,05;5.460,57;5.950,06;5.810,45;;6.322,13
20;5.940,10;;;6.145,48;6.013,93;5.851,85;5.772,61;;5.948,38;5.756,01;;6.435,12
21;5.898,55;5.850,73;5.951,38;;;5.908,23;5.810,15;;5.958,86;5.845,87;6.030,71;6.425,63
22;;5.805,87;6.013,37;;;5.858,35;5.787,09;5.462,01;5.743,83;;6.010,90;6.475,40
23;;5.789,30;6.023,16;;5.981,79;;;5.570,80;5.674,48;;5.968,95;6.541,54
24;5.943,59;5.770,68;6.032,69;;6.069,90;5.889,72;;5.584,42;;5.935,65;6.014,73;
25;;5.761,89;6.040,85;6.139,40;6.051,95;;5.772,47;5.521,17;;5.882,87;6.015,28;
26;5.904,45;;;6.156,95;6.075,50;;5.789,06;5.556,86;5.685,20;5.958,04;;6.544,84
27;5.865,00;;;6.139,56;6.071,31;5.923,24;5.751,81;;5.711,50;6.008,53;;6.568,41
28;5.763,79;5.834,46;5.961,17;6.110,99;;5.958,63;5.804,14;;5.668,41;6.029,76;6.083,44;6.487,91
29;;;5.990,88;6.105,82;;5.958,88;5.833,50;5.702,59;5.690,71;;6.039,20;6.515,25
30;;;6.070,29;;6.023,34;5.963,59;;5.735,17;5.664,56;;6.178,86;
31;5.729,09;;6.132,47;;6.058,04;;;5.861,58;;6.009,88;;
MÍNIMO;5.729,09;5.518,90;5.767,37;6.037,29;5.981,79;5.784,13;5.751,81;5.115,20;5.664,56;5.528,88;5.968,95;6.163,19
MÍNIMO;6.094,20;5.878,96;6.132,47;6.247,88;6.151,83;6.037,42;6.045,82;5.861,58;5.958,86;6.029,76;6.190,08;6.568,41
