IFIX - 2011
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;1.002,03;1.002,86;1.036,93;;1.035,27;1.065,34;1.089,71;1.092,72;;1.117,78;1.120,74
2;;1.002,10;1.005,21;;1.048,61;1.040,62;;1.090,69;1.094,70;;;1.121,01
3;1.001,11;1.003,65;1.007,91;;1.041,12;1.035,85;;1.083,95;;1.113,35;1.115,85;
4;992,56;1.014,90;1.009,58;1.037,78;1.044,89;;1.055,80;1.080,59;;1.111,01;1.117,14;
5;998,65;;;1.038,07;1.043,55;;1.061,51;1.083,27;1.094,41;1.110,80;;1.127,24
6;996,31;;;1.041,71;1.044,37;1.035,75;1.063,13;;1.096,45;1.113,71;;1.130,22
7;1.000,82;1.004,63;;1.047,22;;1.034,33;1.058,00;;;1.113,84;1.119,00;1.140,94
8;;998,88;;1.040,97;;1.035,72;1.060,03;1.074,65;1.093,18;;1.111,33;1.148,49
9;;1.000,51;1.010,78;;1.041,19;1.039,04;;1.080,38;1.097,94;;1.121,25;1.146,63
10;997,73;1.000,44;1.010,63;;1.046,48;1.041,81;;1.082,54;;1.103,81;1.123,15;
11;990,41;1.011,24;1.012,33;1.039,20;1.044,55;;1.059,83;1.082,19;;1.104,81;1.125,80;
12;981,44;;;1.051,87;1.043,50;;1.059,58;1.081,46;1.102,09;;;1.146,20
13;998,71;;;1.045,28;1.041,16;1.041,63;1.065,89;;1.100,02;1.102,17;;1.150,50
14;1.001,36;1.007,04;1.012,32;1.052,26;;1.039,99;1.069,28;;1.098,77;1.104,94;1.126,92;1.153,64
15;;1.008,92;1.012,85;1.056,77;;1.041,87;1.072,49;1.081,87;1.100,91;;;1.151,20
16;;1.005,62;1.009,22;;1.046,61;1.041,31;;1.078,69;1.105,67;;1.126,11;1.156,40
17;1.002,43;1.004,74;1.006,09;;1.045,69;1.041,24;;1.083,25;;1.114,00;1.124,34;
18;1.000,06;997,49;1.012,38;1.046,97;1.041,26;;1.078,44;1.082,69;;1.109,00;1.128,73;
19;999,02;;;1.045,73;1.030,69;;1.075,95;1.082,77;1.103,54;1.113,44;;1.157,66
20;1.002,54;;;1.047,63;1.036,78;1.047,21;1.075,92;;1.106,39;1.110,60;;1.155,78
21;1.000,56;996,58;1.010,65;;;1.044,84;1.081,77;;1.103,37;1.116,87;1.125,05;1.154,52
22;;998,90;1.015,15;;;1.046,20;1.079,50;1.086,54;1.104,84;;1.117,62;1.151,18
23;;999,17;1.020,94;;1.034,42;;;1.090,49;1.107,21;;1.124,20;1.160,27
24;999,67;1.003,90;1.019,06;;1.040,36;1.048,95;;1.086,58;;1.110,13;1.118,60;
25;;1.000,19;1.021,31;1.046,06;1.040,08;;1.086,42;1.089,10;;1.114,36;1.122,89;
26;999,98;;;1.043,98;1.042,36;;1.081,71;1.088,70;1.103,69;1.112,51;;1.164,41
27;998,16;;;1.052,53;1.044,06;1.049,02;1.089,52;;1.116,87;1.112,80;;1.171,20
28;997,54;1.000,48;1.025,49;1.052,26;;1.047,44;1.088,56;;1.112,46;1.109,97;1.121,23;1.160,69
29;;;1.024,78;1.046,39;;1.048,66;1.084,51;1.089,44;1.111,60;;1.124,01;1.165,09
30;;;1.029,81;;1.039,43;1.056,10;;1.091,75;1.111,17;;1.123,57;
31;1.005,64;;1.028,25;;1.040,60;;;1.092,91;;1.107,17;;
MÍNIMO;981,44;996,58;1.002,86;1.036,93;1.030,69;1.034,33;1.055,80;1.074,65;1.092,72;1.102,17;1.111,33;1.120,74
MÍNIMO;1.005,64;1.014,90;1.029,81;1.056,77;1.048,61;1.056,10;1.089,52;1.092,91;1.116,87;1.116,87;1.128,73;1.171,20
