IBLV - 2014
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;;;7.367,02;;;8.068,78;8.131,47;8.683,99;7.814,24;;8.127,77
2;7.149,75;;;7.510,35;7.756,89;7.772,44;8.030,28;;8.723,80;7.867,32;;8.068,71
3;7.211,13;6.622,30;;7.481,61;;7.832,83;8.138,48;;8.738,32;7.993,28;8.102,25;8.143,23
4;;6.716,21;;7.435,95;;7.842,45;8.181,96;8.224,07;8.662,51;;8.132,26;8.041,01
5;;6.654,37;6.809,00;;7.823,61;7.833,42;;8.130,74;8.620,50;;8.063,53;8.127,64
6;7.165,53;6.758,99;6.920,79;;7.844,50;7.966,40;;8.127,29;;8.290,64;7.908,71;
7;7.155,36;6.838,94;6.830,55;7.523,27;7.836,87;;8.145,00;8.109,69;;8.267,72;7.979,04;
8;7.151,08;;;7.498,26;7.814,63;;8.118,72;8.034,65;8.459,69;8.239,04;;7.933,51
9;7.018,86;;;7.465,81;7.802,14;8.120,62;;;8.381,59;8.271,36;;7.942,70
10;7.038,71;6.787,69;6.780,83;7.507,43;;8.168,86;8.180,87;;8.374,68;8.027,05;7.929,26;7.885,34
11;;6.863,35;6.862,58;7.615,49;;8.188,31;8.202,81;8.138,32;8.383,66;;7.927,01;7.915,69
12;;6.848,19;6.836,85;;7.925,54;;;8.167,25;8.199,85;;8.011,46;7.678,58
13;7.001,71;6.776,65;6.834,97;;7.932,72;8.152,06;;8.123,56;;8.231,94;7.887,76;
14;7.060,99;6.836,46;6.759,02;7.591,50;7.997,64;;8.293,62;8.144,35;;8.241,06;7.880,89;
15;7.089,13;;;7.512,71;7.934,83;;8.271,87;8.228,51;8.277,57;8.041,20;;7.591,48
16;7.043,03;;;7.607,74;7.968,79;8.177,72;8.204,52;;8.406,76;7.852,07;;7.572,15
17;6.956,58;6.737,30;6.803,12;7.669,61;;8.167,70;8.160,47;;8.375,02;8.054,50;7.886,41;7.816,28
18;;6.634,28;6.941,07;;;8.234,28;8.276,60;8.289,35;8.261,00;;8.033,07;7.797,90
19;;6.700,59;6.959,38;;7.896,54;;;8.380,07;8.259,47;;8.218,32;7.949,32
20;6.924,26;6.743,12;7.046,19;;7.779,96;8.186,09;;8.423,39;;7.947,64;;
21;6.936,50;6.751,42;7.034,13;;7.794,27;;8.363,36;8.443,05;;7.711,45;8.508,70;
22;7.022,09;;;7.696,72;7.859,09;;8.442,19;8.378,98;8.112,83;7.714,28;;8.019,77
23;6.930,37;;;7.622,15;7.853,20;8.127,84;8.389,59;;8.101,84;7.471,02;;8.091,49
24;6.845,26;6.763,95;7.120,36;7.613,02;;8.205,02;8.426,49;;8.173,92;7.627,61;8.393,53;
25;;6.742,47;7.151,70;7.567,95;;8.129,39;8.394,94;8.507,56;8.044,83;;8.384,82;
26;;6.779,52;7.130,74;;7.910,59;8.130,54;;8.546,27;8.178,17;;8.390,41;8.053,13
27;6.839,44;6.896,30;7.321,95;;7.801,91;8.098,56;;8.658,90;;7.589,63;8.398,07;
28;6.846,66;6.827,57;7.334,55;7.565,03;7.858,56;;8.387,96;8.589,20;;7.822,33;8.449,74;
29;6.764,81;;;7.645,29;7.851,31;;8.325,59;8.744,65;7.979,03;7.731,73;;8.121,00
30;6.717,82;;;7.661,26;7.751,23;8.086,05;8.244,03;;7.976,87;7.883,92;;8.081,93
31;6.774,68;;7.405,64;;;;8.097,47;;;8.169,91;;
MÍNIMO;6.717,82;6.622,30;6.759,02;7.367,02;7.751,23;7.772,44;8.030,28;8.034,65;7.976,87;7.471,02;7.880,89;7.572,15
MÍNIMO;7.211,13;6.896,30;7.405,64;7.696,72;7.997,64;8.234,28;8.442,19;8.744,65;8.738,32;8.290,64;8.508,70;8.143,23
