SMLL - 2009
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;;;491,56;;726,24;728,21;;890,38;956,10;;1.126,35
2;513,42;491,22;447,74;510,19;;721,08;730,67;;883,37;965,44;;1.138,12
3;;498,02;450,04;524,97;;698,30;736,34;853,00;891,82;;1.001,07;1.133,96
4;;493,48;456,21;;670,91;715,10;;861,04;908,60;;1.018,36;1.130,97
5;522,24;498,10;447,99;;669,62;714,06;;868,97;;987,24;1.036,81;
6;537,11;508,84;444,87;524,08;678,01;;739,10;858,53;;1.000,84;1.040,20;
7;525,83;;;529,69;671,55;;730,40;866,17;;1.010,51;;1.145,52
8;539,76;;;544,39;690,00;714,09;725,78;;931,42;1.024,54;;1.140,47
9;535,40;504,99;438,26;557,43;;711,65;;;941,47;1.029,86;1.065,22;1.139,73
10;;495,11;454,10;;;711,57;731,93;875,53;947,51;;1.063,13;1.152,78
11;;494,76;453,13;;677,90;;;870,07;945,99;;1.061,15;1.153,24
12;509,48;494,16;457,67;;676,13;718,64;;875,19;;;1.043,60;
13;514,28;506,53;456,24;564,46;657,17;;730,12;873,93;;1.048,01;1.062,90;
14;492,62;;;560,41;672,74;;728,68;862,65;959,19;1.063,27;;1.148,90
15;503,38;;;564,75;672,82;699,75;751,96;;962,67;1.068,63;;1.142,78
16;507,58;509,21;455,20;573,20;;696,75;761,47;;972,65;1.068,52;1.084,46;1.141,78
17;;492,30;463,64;569,48;;698,09;761,73;850,42;965,33;;1.084,26;1.126,74
18;;488,84;472,19;;705,82;702,95;;872,42;968,93;;1.075,00;1.124,70
19;500,71;487,17;473,57;;702,40;715,15;;874,61;;1.079,39;1.079,57;
20;484,65;481,06;469,83;554,82;694,59;;778,28;883,20;;1.042,82;;
21;487,31;;;;678,38;;777,80;904,65;973,17;1.050,75;;1.123,85
22;480,56;;;570,68;688,23;691,39;777,07;;979,18;1.051,34;;1.144,56
23;483,33;;492,05;582,55;;695,11;791,43;;961,64;1.041,78;1.092,83;1.150,73
24;;;483,33;608,44;;704,40;800,15;906,31;958,66;;1.096,25;
25;;474,22;483,58;;692,41;717,53;;903,41;964,03;;1.103,32;
26;482,88;470,60;492,36;;704,08;718,37;;912,95;;1.038,49;1.088,93;
27;483,79;469,32;486,74;610,63;704,86;;811,20;909,26;;1.011,37;1.096,42;
28;499,22;;;611,01;715,77;;816,46;913,29;973,60;965,29;;1.154,40
29;493,10;;;631,67;716,18;725,03;811,23;;967,91;1.016,08;;1.160,14
30;493,93;;478,33;638,16;;720,48;820,92;;968,41;993,83;1.118,99;1.172,88
31;;;481,76;;;;835,28;901,95;;;;
MÍNIMO;480,56;469,32;438,26;491,56;657,17;691,39;725,78;850,42;883,37;956,10;1.001,07;1.123,85
MÍNIMO;539,76;509,21;492,36;638,16;716,18;726,24;835,28;913,29;979,18;1.079,39;1.118,99;1.172,88
