IBLV - 2009
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;;;3.778,15;;4.298,20;4.343,96;;4.492,28;4.635,73;;4.998,88
2;3.824,47;3.594,55;3.495,62;3.832,02;;4.258,34;4.331,46;;4.462,47;4.685,74;;5.074,02
3;;3.647,70;3.483,30;3.889,27;;4.220,72;4.343,95;4.464,31;4.469,13;;4.684,57;5.089,26
4;;3.630,08;3.533,06;;4.193,47;4.265,03;;4.488,54;4.473,26;;4.757,80;5.045,60
5;3.812,66;3.667,32;3.467,48;;4.173,68;4.254,69;;4.498,76;;4.767,68;4.808,34;
6;3.775,61;3.709,29;3.486,13;3.896,96;4.195,36;;4.366,66;4.510,84;;4.791,07;4.810,59;
7;3.735,29;;;3.869,23;4.152,78;;4.329,90;4.522,70;;4.761,02;;5.128,87
8;3.782,28;;;3.895,81;4.228,45;4.280,44;4.335,84;;4.524,60;4.809,81;;5.114,33
9;3.753,59;3.694,21;3.478,42;3.964,27;;4.250,41;;;4.549,30;4.835,68;4.914,87;5.181,39
10;;3.660,63;3.585,11;;;4.278,48;4.333,36;4.532,59;4.597,59;;4.929,06;5.246,67
11;;3.659,39;3.570,14;;4.198,23;;;4.481,06;4.572,66;;4.913,07;5.283,27
12;3.685,21;3.655,15;3.591,35;;4.192,09;4.317,48;;4.503,72;;;4.798,04;
13;3.763,37;3.693,94;3.596,51;3.954,08;4.138,82;;4.340,04;4.458,41;;4.854,27;4.879,31;
14;3.689,25;;;3.896,79;4.190,95;;4.272,22;4.449,65;4.608,71;4.901,74;;5.260,95
15;3.740,20;;;3.914,54;4.174,65;4.251,62;4.347,46;;4.620,21;4.937,46;;5.232,85
16;3.735,35;3.688,54;3.549,72;3.955,31;;4.216,74;4.396,57;;4.654,10;4.938,34;4.947,24;5.124,87
17;;3.612,58;3.624,83;3.947,56;;4.242,55;4.386,14;4.390,50;4.680,42;;4.970,32;5.096,69
18;;3.642,65;3.681,03;;4.267,69;4.238,10;;4.400,23;4.676,00;;4.956,95;5.057,31
19;3.656,14;3.647,00;3.671,55;;4.199,46;4.296,70;;4.412,79;;4.983,27;4.908,18;
20;3.601,16;3.626,77;3.647,75;3.886,91;4.185,61;;4.406,89;4.434,33;;4.853,54;;
21;3.654,53;;;;4.160,26;;4.389,96;4.505,85;4.685,89;4.846,42;;5.031,71
22;3.633,59;;;3.937,39;4.173,09;4.271,93;4.334,87;;4.682,92;4.854,71;;5.112,65
23;3.679,82;;3.764,26;3.978,86;;4.247,38;4.363,90;;4.629,96;4.804,04;4.933,42;5.081,35
24;;;3.702,73;4.009,32;;4.255,77;4.366,15;4.520,24;4.607,22;;4.952,38;
25;;3.603,39;3.710,57;;4.197,38;4.326,45;;4.492,54;4.617,66;;4.942,23;
26;3.671,00;3.590,49;3.772,38;;4.221,79;4.320,39;;4.519,27;;4.800,59;4.891,31;
27;3.669,33;3.632,37;3.730,02;3.975,68;4.213,37;;4.380,67;4.542,58;;4.750,77;4.937,24;
28;3.672,98;;;4.046,37;4.263,58;;4.377,63;4.548,79;4.635,68;4.642,20;;5.088,60
29;3.657,54;;;4.132,06;4.288,56;4.329,04;4.382,80;;4.621,52;4.771,69;;5.102,49
30;3.652,20;;3.686,15;4.095,29;;4.312,23;4.416,45;;4.653,04;4.677,18;4.897,83;5.119,12
31;;;3.712,56;;;;4.407,39;4.526,65;;;;
MÍNIMO;3.601,16;3.590,49;3.467,48;3.778,15;4.138,82;4.216,74;4.272,22;4.390,50;4.462,47;4.635,73;4.684,57;4.998,88
MÍNIMO;3.824,47;3.709,29;3.772,38;4.132,06;4.288,56;4.329,04;4.416,45;4.548,79;4.685,89;4.983,27;4.970,32;5.283,27
