SMLL - 2013
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;1.568,37;1.537,52;1.483,03;;;1.302,18;1.325,52;;1.362,55;1.336,62;
2;1.567,39;;;1.471,66;1.481,12;;1.250,35;1.311,27;1.319,81;1.363,05;;1.317,44
3;1.568,58;;;1.469,78;1.482,37;1.453,74;1.230,73;;1.314,47;1.350,28;;1.295,53
4;1.552,58;1.559,80;1.538,45;1.459,45;;1.452,24;1.247,87;;1.323,41;1.353,05;1.342,90;1.290,30
5;;1.558,71;1.526,50;1.474,55;;1.436,24;1.239,78;1.310,83;1.331,76;;1.329,02;1.298,75
6;;1.552,70;1.547,12;;1.478,71;1.437,52;;1.287,39;1.349,72;;1.304,16;1.300,23
7;1.540,76;1.543,79;1.553,82;;1.490,60;1.405,52;;1.278,42;;1.350,44;1.301,44;
8;1.520,39;1.541,01;1.551,98;1.481,70;1.482,78;;1.246,34;1.305,59;;1.348,21;1.294,12;
9;1.533,12;;;1.484,41;1.476,95;;;1.322,76;1.367,49;1.357,70;;1.300,45
10;1.528,16;;;1.501,84;1.478,72;1.393,08;1.251,34;;1.360,65;1.366,05;;1.300,17
11;1.528,66;;1.552,25;1.491,76;;1.365,21;1.276,83;;1.349,44;1.369,81;1.299,52;1.288,27
12;;;1.552,02;1.478,92;;1.356,61;1.252,81;1.325,04;1.354,59;;1.289,25;1.283,05
13;;1.540,16;1.544,07;;1.465,57;1.376,76;;1.322,78;1.359,23;;1.290,13;1.281,45
14;1.534,76;1.546,79;1.531,60;;1.474,63;1.360,94;;1.321,30;;1.375,32;1.327,42;
15;1.526,35;1.545,00;1.514,00;1.441,08;1.482,64;;1.279,67;1.308,61;;1.372,64;;
16;1.523,38;;;1.457,62;1.478,71;;1.282,91;1.312,55;1.365,14;1.372,76;;1.276,86
17;1.541,19;;;1.430,49;1.488,32;1.349,82;1.290,03;;1.366,84;1.367,17;;1.278,57
18;1.540,57;1.539,03;1.514,05;1.436,62;;1.349,25;1.294,33;;1.396,34;1.362,89;1.332,31;1.281,14
19;;1.534,63;1.504,76;1.453,28;;1.313,25;1.295,04;1.299,28;1.383,83;;1.306,38;1.291,21
20;;1.517,61;1.487,86;;1.489,50;1.304,60;;1.284,54;1.362,25;;;1.292,36
21;1.550,37;1.517,04;1.478,04;;1.501,72;1.284,04;;1.272,80;;1.367,53;1.306,46;
22;1.543,39;1.537,97;1.461,66;1.462,51;1.514,24;;1.313,74;1.279,67;;1.376,36;1.323,70;
23;1.552,54;;;1.471,70;1.511,41;;1.310,60;1.309,36;1.370,38;1.358,97;;1.298,27
24;1.541,91;;;1.474,82;1.521,79;1.264,33;1.304,20;;1.375,95;1.347,90;;
25;;1.536,73;1.465,22;1.473,14;;1.287,27;1.323,82;;1.376,81;1.345,97;1.316,67;
26;;1.536,22;1.472,69;1.461,13;;1.307,82;1.327,32;1.292,88;1.371,44;;1.321,29;1.294,75
27;;1.541,63;1.478,83;;1.525,87;1.325,40;;1.276,57;1.372,28;;1.321,56;1.298,39
28;1.532,49;1.552,19;1.490,95;;1.519,53;1.312,70;;1.271,90;;1.354,51;1.322,19;
29;1.536,93;;;1.467,08;1.490,17;;1.329,35;1.284,78;;1.346,37;1.332,39;
30;1.534,89;;;1.487,82;;;1.324,18;1.292,89;1.360,10;1.342,79;;1.309,24
31;1.549,32;;;;1.458,30;;1.318,58;;;1.345,36;;
MÍNIMO;1.520,39;1.517,04;1.461,66;1.430,49;1.458,30;1.264,33;1.230,73;1.271,90;1.314,47;1.342,79;1.289,25;1.276,86
MÍNIMO;1.568,58;1.568,37;1.553,82;1.501,84;1.525,87;1.453,74;1.329,35;1.325,52;1.396,34;1.376,36;1.342,90;1.317,44
