IFIX - 2018
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;2.275,99;2.303,74;;;2.211,67;;2.148,86;;2.128,39;2.250,63;
2;2.238,05;2.272,80;2.297,10;2.353,96;2.326,43;;2.132,79;2.150,58;;2.133,45;;
3;2.247,45;;;2.359,13;2.327,30;;2.144,41;2.154,22;2.135,48;2.145,82;;2.302,10
4;2.248,29;;;2.359,67;2.327,39;2.211,56;2.139,65;;2.135,25;2.141,89;;2.293,69
5;2.244,81;2.267,36;2.295,40;2.351,57;;2.209,89;2.149,04;;2.135,83;2.153,11;2.251,56;2.294,96
6;;2.267,62;2.294,79;2.362,18;;2.195,05;2.153,81;2.154,62;2.135,76;;2.249,32;2.294,61
7;;2.267,09;2.296,47;;2.313,08;2.161,65;;2.152,16;;;2.253,28;2.296,03
8;2.242,59;2.267,28;2.301,44;;2.309,05;2.142,99;;2.152,59;;2.159,51;2.253,85;
9;2.240,93;2.268,57;2.307,55;2.352,34;2.305,52;;;2.152,58;;2.172,49;2.260,28;
10;2.243,41;;;2.346,64;2.302,68;;2.148,73;2.143,81;2.131,94;2.174,20;;2.295,93
11;2.246,55;;;2.347,54;2.303,06;2.139,10;2.155,63;;2.126,87;2.176,07;;2.298,56
12;2.251,56;;2.312,85;2.346,08;;2.136,04;2.143,88;;2.134,40;;2.262,11;2.293,65
13;;;2.316,95;2.348,67;;2.127,60;2.146,83;2.139,40;2.137,97;;2.259,91;2.299,15
14;;2.268,43;2.317,86;;2.300,95;2.118,50;;2.145,10;2.132,52;;2.272,16;2.305,39
15;2.250,38;2.269,92;2.322,04;;2.294,26;2.106,21;;2.140,86;;2.188,26;;
16;2.258,71;2.277,59;2.322,11;2.343,29;2.277,69;;2.139,57;2.152,39;;2.187,12;2.277,63;
17;2.262,37;;;2.344,62;2.265,20;;2.147,82;2.149,20;2.134,08;2.189,14;;2.305,49
18;2.264,62;;;2.341,00;2.250,83;2.090,17;2.147,97;;2.137,17;2.188,43;;2.310,14
19;2.267,67;2.279,83;2.324,41;2.340,63;;2.085,24;2.150,28;;2.141,61;2.192,19;2.283,02;2.310,03
20;;2.282,65;2.329,47;2.334,12;;2.089,30;2.155,23;2.142,42;2.142,51;;;2.311,48
21;;2.284,85;2.328,01;;2.239,40;2.091,36;;2.144,55;2.141,80;;2.279,64;2.330,08
22;2.263,35;2.287,55;2.333,53;;2.217,75;2.094,50;;2.142,26;;2.200,88;2.283,03;
23;2.260,00;2.294,88;2.338,57;2.330,99;2.220,02;;2.153,39;2.131,27;;2.206,57;2.283,67;
24;2.265,38;;;2.326,74;2.209,39;;2.151,14;2.131,18;2.141,55;2.207,34;;
25;;;;2.315,88;2.206,63;2.093,83;2.152,69;;2.135,01;2.213,86;;
26;2.279,14;2.297,99;2.345,65;2.319,61;;2.101,82;2.146,89;;2.129,03;2.220,24;2.288,07;2.332,14
27;;2.296,52;2.349,61;2.325,79;;2.109,27;2.144,93;2.134,77;2.128,83;;2.287,26;2.344,94
28;;2.311,41;2.353,52;;2.184,69;2.110,91;;2.136,40;2.134,81;;2.290,54;2.351,59
29;2.275,42;;2.357,54;;2.203,59;2.125,22;;2.134,69;;2.223,38;2.300,05;
30;2.278,14;;;2.337,25;2.214,11;;2.145,70;2.136,19;;2.233,99;2.300,48;
31;2.285,23;;;;;;2.154,45;2.139,40;;2.242,45;;
MÍNIMO;2.238,05;2.267,09;2.294,79;2.315,88;2.184,69;2.085,24;2.132,79;2.131,18;2.126,87;2.128,39;2.249,32;2.293,65
MÍNIMO;2.285,23;2.311,41;2.357,54;2.362,18;2.327,39;2.211,67;2.155,63;2.154,62;2.142,51;2.242,45;2.300,48;2.351,59
