IFIX - 2022
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;2.776,61;;2.798,71;;2.823,08;2.792,12;2.803,32;2.968,97;;2.989,15;2.877,88
2;;2.771,01;2.736,58;;2.798,16;2.826,25;;2.808,65;2.975,51;;;2.893,69
3;2.789,14;2.767,59;2.742,02;;2.794,89;2.830,26;;2.806,25;;2.982,90;2.988,75;
4;2.787,26;2.771,91;2.741,72;2.807,19;2.787,91;;2.793,40;2.811,20;;2.985,08;2.993,06;
5;2.760,14;;;2.805,60;2.782,46;;2.783,80;2.817,42;2.980,81;2.986,50;;2.889,07
6;2.757,29;;;2.803,89;2.779,36;2.829,29;2.788,63;;2.977,07;2.995,60;;2.881,58
7;2.759,57;2.765,64;2.730,86;2.805,35;;2.824,87;2.792,59;;;3.002,83;2.987,19;2.876,21
8;;2.762,57;2.725,71;2.808,83;;2.822,80;2.792,01;2.821,16;2.974,43;;2.983,37;2.862,98
9;;2.763,76;2.724,80;;2.769,80;2.817,79;;2.825,74;2.980,06;;2.969,14;2.866,28
10;2.752,14;2.761,03;2.724,42;;2.768,12;2.813,64;;2.832,94;;2.998,46;2.941,54;
11;2.754,41;2.762,70;2.719,78;2.807,58;2.763,86;;2.786,81;2.851,58;;2.999,96;2.934,71;
12;2.764,28;;;2.808,97;2.755,79;;2.780,30;2.870,95;2.973,68;;;2.846,77
13;2.764,60;;;2.803,59;2.771,87;2.802,54;2.773,14;;2.973,51;2.992,58;;2.827,17
14;2.782,90;2.753,16;2.704,57;2.808,60;;2.801,27;2.775,88;;2.968,92;2.991,66;2.931,19;2.801,87
15;;2.750,97;2.707,76;;;2.804,38;2.778,14;2.902,06;2.971,49;;;2.786,08
16;;2.747,53;2.710,31;;2.768,63;;;2.908,29;2.984,44;;2.914,40;2.780,48
17;2.795,85;2.746,55;2.708,51;;2.776,62;2.802,02;;2.916,99;;2.982,34;2.864,01;
18;2.802,02;2.751,56;2.719,17;2.801,91;2.777,46;;2.779,77;2.920,92;;2.987,10;2.878,28;
19;2.807,06;;;2.805,38;2.779,16;;2.784,13;2.923,16;2.983,78;2.986,43;;2.762,37
20;2.804,56;;;2.808,21;2.784,57;2.811,25;2.789,52;;2.987,89;2.992,35;;2.779,54
21;2.810,25;2.741,59;2.720,15;;;2.813,08;2.791,03;;2.989,12;2.999,05;2.867,85;2.799,72
22;;2.733,35;2.730,52;2.810,29;;2.808,42;2.793,34;2.929,78;2.994,65;;2.866,50;2.801,14
23;;2.729,33;2.734,59;;2.789,37;2.802,66;;2.931,46;2.990,30;;2.858,85;2.820,03
24;2.799,78;2.709,75;2.732,68;;2.791,10;2.802,37;;2.929,11;;2.993,16;2.858,55;
25;2.792,61;2.741,15;2.748,27;2.805,31;2.793,18;;2.792,96;2.933,26;;2.993,37;2.852,69;
26;2.772,94;;;2.801,99;2.795,69;;2.794,00;2.940,71;2.984,31;2.991,00;;2.826,99
27;2.767,02;;;2.801,20;2.806,52;2.800,55;2.794,62;;2.979,49;2.992,35;;2.834,46
28;2.769,90;;2.748,26;2.804,83;;2.793,71;2.801,68;;2.975,15;2.993,69;2.850,52;2.850,52
29;;;2.762,05;2.813,06;;2.792,39;2.814,10;2.952,45;2.972,49;;2.851,29;2.867,13
30;;;2.772,17;;2.812,62;2.795,62;;2.957,24;2.990,80;;2.867,21;
31;2.776,92;;2.779,97;;2.820,45;;;2.976,23;;2.991,45;;
MÍNIMO;2.752,14;2.709,75;2.704,57;2.798,71;2.755,79;2.792,39;2.773,14;2.803,32;2.968,92;2.982,34;2.850,52;2.762,37
MÍNIMO;2.810,25;2.776,61;2.779,97;2.813,06;2.820,45;2.830,26;2.814,10;2.976,23;2.994,65;3.002,83;2.993,06;2.893,69
