UTIL - 2016
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;2.530,79;2.611,81;2.870,01;;2.927,09;3.318,32;3.781,44;3.886,21;;3.992,62;3.633,63
2;;2.415,55;2.599,02;;2.991,85;2.948,99;;3.732,24;3.984,92;;;3.654,61
3;;2.438,45;2.704,73;;2.967,39;2.995,13;;3.771,15;;3.790,57;3.933,70;
4;2.352,15;2.484,08;2.726,00;2.782,07;2.980,36;;3.400,62;3.850,12;;3.761,61;3.930,94;
5;2.366,74;2.516,36;;2.772,14;2.966,19;;3.432,83;3.845,75;3.962,50;3.792,36;;3.629,86
6;2.338,61;;;2.688,42;2.982,67;2.978,57;3.422,84;;4.002,23;3.802,96;;3.643,52
7;2.247,78;;2.705,98;2.702,50;;2.980,55;3.422,99;;;3.802,71;4.013,92;3.637,69
8;2.242,20;;2.746,61;2.777,54;;3.055,45;3.481,26;3.821,13;3.989,15;;4.023,75;3.623,16
9;;;2.759,99;;2.958,53;3.043,20;;3.786,64;3.845,45;;3.962,23;3.627,55
10;;2.537,07;2.791,23;;3.023,81;2.991,76;;3.768,94;;3.846,57;3.761,85;
11;2.243,51;2.478,46;2.826,89;2.787,14;3.029,84;;3.594,26;3.841,01;;3.832,23;3.611,80;
12;2.255,27;2.459,88;;2.858,94;3.091,30;;3.595,74;3.812,69;3.843,52;;;3.603,42
13;2.242,12;;;2.909,92;3.027,80;3.031,72;3.593,77;;3.744,03;3.881,99;;3.635,13
14;2.218,45;;2.765,88;2.863,70;;2.985,25;3.633,46;;3.772,11;3.876,63;3.616,76;3.596,15
15;2.178,49;2.474,91;2.690,48;2.905,07;;2.984,59;3.625,44;3.854,09;3.819,05;;;3.619,48
16;;2.514,84;2.718,83;;2.997,81;3.026,86;;3.832,56;3.754,61;;3.701,72;3.639,35
17;;2.568,53;2.831,32;;2.951,80;3.028,41;;3.843,69;;3.915,14;3.650,27;
18;2.181,08;2.574,20;2.833,74;2.895,32;2.913,93;;3.677,76;3.818,08;;3.946,95;3.683,16;
19;2.170,73;2.554,52;;2.946,06;2.903,11;;3.682,91;3.810,87;3.768,47;3.930,00;;3.641,13
20;2.150,23;;;2.930,49;2.939,37;3.055,93;3.666,15;;3.812,85;3.961,01;;3.595,24
21;2.157,48;;2.875,07;;;3.100,13;3.688,48;;3.834,17;3.985,17;3.750,27;3.609,40
22;2.217,50;2.621,16;2.873,50;2.951,27;;3.141,48;3.755,74;3.740,95;3.870,94;;3.751,57;3.639,13
23;;2.581,20;2.832,19;;2.910,71;3.211,11;;3.722,69;3.841,00;;3.738,00;3.647,96
24;;2.529,98;2.837,71;;2.898,07;3.170,69;;3.730,40;;3.985,16;3.757,07;
25;;2.576,88;;2.950,48;2.886,94;;3.773,24;3.752,55;;4.000,70;3.758,18;
26;2.202,24;2.538,67;;2.965,19;;;3.766,24;3.776,38;3.809,26;4.017,88;;3.669,96
27;2.290,98;;;3.022,84;2.898,64;3.165,42;3.767,99;;3.796,01;4.043,14;;3.681,77
28;2.358,98;;2.894,62;3.023,37;;3.260,02;3.789,74;;3.858,87;4.062,22;3.806,89;3.735,58
29;2.477,09;2.575,00;2.907,88;2.987,46;;3.298,64;3.834,80;3.860,35;3.791,78;;3.758,27;3.772,08
30;;;2.916,33;;2.897,45;3.323,17;;3.860,63;3.751,70;;3.777,65;
31;;;2.864,18;;2.912,02;;;3.843,36;;4.083,93;;
MÍNIMO;2.150,23;2.415,55;2.599,02;2.688,42;2.886,94;2.927,09;3.318,32;3.722,69;3.744,03;3.761,61;3.611,80;3.595,24
MÍNIMO;2.477,09;2.621,16;2.916,33;3.023,37;3.091,30;3.323,17;3.834,80;3.860,63;4.002,23;4.083,93;4.023,75;3.772,08
