IFIX - 2017
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;1.933,75;2.033,84;;;2.068,53;;2.063,63;2.098,29;;2.221,11;2.205,56
2;1.872,42;1.941,82;2.030,45;;2.039,86;2.077,36;;2.067,29;;2.225,07;;
3;1.873,89;1.947,33;2.040,73;2.014,59;2.045,82;;2.072,76;2.071,43;;2.234,80;2.209,90;
4;1.874,03;;;2.017,52;2.038,61;;2.067,28;2.073,94;2.102,29;2.237,73;;2.203,30
5;1.873,42;;;2.016,91;2.047,16;2.063,15;2.055,24;;2.112,58;2.238,93;;2.205,38
6;1.879,72;1.947,44;2.038,02;2.021,49;;2.065,49;2.053,21;;2.125,09;2.232,71;2.212,18;2.207,24
7;;1.949,04;2.043,28;2.024,94;;2.068,09;2.052,86;2.078,55;;;2.210,06;2.197,86
8;;1.952,58;2.038,28;;2.046,73;2.057,07;;2.074,50;2.150,54;;2.212,98;2.205,64
9;1.873,80;1.955,52;2.037,05;;2.050,42;2.064,68;;2.070,99;;2.234,44;2.215,08;
10;1.882,40;1.954,36;2.041,19;2.024,37;2.051,21;;2.053,93;2.071,41;;2.232,75;2.207,94;
11;1.883,26;;;2.026,39;2.049,02;;2.051,86;2.076,92;2.165,47;2.241,08;;2.193,47
12;1.892,05;;;2.028,37;2.059,60;2.058,74;2.061,23;;2.151,79;;;2.193,57
13;1.903,65;1.965,01;2.038,03;2.029,78;;2.054,45;2.054,41;;2.158,04;2.238,32;2.209,15;2.194,37
14;;1.977,45;2.037,53;;;2.061,95;2.059,26;2.071,65;2.162,56;;2.208,72;2.190,23
15;;1.979,10;2.038,08;;2.067,62;;;2.066,69;2.178,03;;;2.194,89
16;1.907,97;1.977,25;2.047,40;;2.072,81;2.064,15;;2.073,49;;2.234,92;2.208,78;
17;1.912,01;1.985,09;2.043,97;2.027,98;2.072,24;;2.057,46;2.066,12;;2.235,06;2.211,48;
18;1.916,50;;;2.028,76;2.009,93;;2.060,91;2.062,45;2.190,97;2.232,49;;2.194,18
19;1.918,64;;;2.027,34;2.034,79;2.065,10;2.061,59;;2.191,35;2.232,08;;2.196,71
20;1.921,65;1.990,88;2.042,57;2.026,05;;2.065,38;2.057,94;;2.204,80;2.195,46;;2.191,38
21;;1.995,02;2.035,80;;;2.072,65;2.059,73;2.067,34;2.202,80;;2.216,66;2.190,37
22;;2.009,31;2.040,02;;2.027,80;2.077,22;;2.065,87;2.213,91;;2.217,91;2.187,08
23;1.928,72;2.010,49;2.035,46;;2.032,60;2.071,71;;2.066,55;;2.199,44;2.220,66;
24;1.926,87;2.028,86;2.034,21;2.028,62;2.041,60;;2.058,40;2.072,50;;2.202,84;2.223,07;
25;;;;2.023,52;2.041,56;;2.052,48;2.072,99;2.210,33;2.209,94;;
26;1.922,77;;;2.026,37;2.054,00;2.070,14;2.053,69;;2.213,37;2.211,99;;2.203,37
27;1.923,80;;2.025,15;2.025,21;;2.070,34;2.063,51;;2.214,78;2.215,68;2.211,33;2.217,01
28;;;2.023,39;2.035,85;;2.062,67;2.064,99;2.081,69;2.214,03;;2.215,35;2.226,46
29;;;2.016,84;;2.056,98;2.065,19;;2.078,42;2.221,05;;2.209,02;
30;1.926,51;;2.026,08;;2.055,80;2.074,14;;2.082,33;;2.222,85;2.213,08;
31;1.934,69;;2.032,81;;2.056,75;;2.066,19;2.084,00;;2.226,25;;
MÍNIMO;1.872,42;1.933,75;2.016,84;2.014,59;2.009,93;2.054,45;2.051,86;2.062,45;2.098,29;2.195,46;2.207,94;2.187,08
MÍNIMO;1.934,69;2.028,86;2.047,40;2.035,85;2.072,81;2.077,36;2.072,76;2.084,00;2.221,05;2.241,08;2.223,07;2.226,46
