IFIX - 2016
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;1.327,12;1.360,01;1.487,44;;1.617,43;1.647,44;1.735,00;1.760,51;;1.889,32;1.836,30
2;;1.326,03;1.369,50;;1.558,19;1.619,28;;1.741,99;1.773,80;;;1.839,25
3;;1.341,57;1.376,88;;1.553,19;1.619,80;;1.742,48;;1.816,56;1.880,63;
4;1.398,21;1.339,95;1.393,33;1.481,32;1.547,05;;1.645,98;1.750,18;;1.810,73;1.881,61;
5;1.392,15;1.338,05;;1.478,41;1.552,09;;1.646,37;1.750,71;1.774,00;1.815,73;;1.832,16
6;1.397,18;;;1.481,24;1.558,94;1.629,48;1.643,74;;1.771,57;1.814,91;;1.835,81
7;1.386,64;;1.393,90;1.475,73;;1.620,82;1.645,64;;;1.815,64;1.874,97;1.835,49
8;1.381,83;;1.394,64;1.483,00;;1.634,71;1.651,73;1.753,15;1.777,19;;1.872,31;1.837,00
9;;;1.402,64;;1.551,73;1.636,76;;1.751,01;1.774,03;;1.868,59;1.848,07
10;;1.341,18;1.407,13;;1.564,04;1.642,74;;1.751,37;;1.820,16;1.856,10;
11;1.373,44;1.339,87;1.413,50;1.481,12;1.569,83;;1.654,87;1.748,68;;1.818,72;1.848,18;
12;1.378,06;1.336,44;;1.488,87;1.582,77;;1.654,56;1.752,69;1.770,65;;;1.851,65
13;1.372,94;;;1.497,05;1.592,36;1.639,21;1.655,48;;1.766,51;1.818,46;;1.843,10
14;1.353,16;;1.423,51;1.499,63;;1.632,86;1.661,65;;1.772,72;1.826,18;1.838,86;1.842,65
15;1.349,14;1.330,33;1.417,68;1.512,77;;1.635,46;1.673,48;1.755,33;1.770,88;;;1.848,56
16;;1.339,68;1.415,62;;1.603,52;1.633,88;;1.753,94;1.768,79;;1.837,18;1.848,94
17;;1.336,74;1.431,68;;1.607,49;1.632,74;;1.740,33;;1.831,34;1.840,70;
18;1.353,12;1.334,81;1.444,10;1.515,81;1.606,62;;1.685,31;1.740,29;;1.838,58;1.837,89;
19;1.344,25;1.338,68;;1.515,29;1.598,19;;1.700,43;1.748,33;1.775,37;1.842,78;;1.845,44
20;1.331,81;;;1.520,81;1.602,12;1.634,11;1.709,85;;1.775,86;1.845,52;;1.846,97
21;1.333,76;;1.439,14;;;1.633,04;1.715,02;;1.775,65;1.848,64;1.829,27;1.857,69
22;1.327,60;1.338,72;1.453,73;1.522,98;;1.632,53;1.725,02;1.746,97;1.781,40;;1.837,07;1.857,47
23;;1.335,42;1.458,85;;1.596,12;1.631,13;;1.745,93;1.790,83;;1.831,54;1.852,41
24;;1.346,21;1.455,17;;1.600,10;1.629,94;;1.748,72;;1.853,90;1.830,68;
25;;1.352,25;;1.526,99;1.601,04;;1.731,15;1.751,86;;1.857,52;1.830,15;
26;1.316,60;1.359,87;;1.537,06;;;1.728,20;1.758,55;1.793,66;1.863,71;;1.860,56
27;1.308,99;;;1.543,62;1.602,60;1.629,34;1.735,36;;1.801,21;1.869,36;;1.861,22
28;1.305,98;;1.469,48;1.549,89;;1.632,76;1.736,15;;1.803,33;1.879,00;1.832,67;1.858,27
29;1.322,95;1.361,05;1.479,89;1.554,17;;1.635,59;1.735,99;1.762,64;1.810,00;;1.835,09;1.864,61
30;;;1.478,63;;1.609,51;1.638,16;;1.762,77;1.816,05;;1.837,13;
31;;;1.485,75;;1.612,36;;;1.767,11;;1.885,92;;
MÍNIMO;1.305,98;1.326,03;1.360,01;1.475,73;1.547,05;1.617,43;1.643,74;1.735,00;1.760,51;1.810,73;1.829,27;1.832,16
MÍNIMO;1.398,21;1.361,05;1.485,75;1.554,17;1.612,36;1.642,74;1.736,15;1.767,11;1.816,05;1.885,92;1.889,32;1.864,61
