SMLL - 2008
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;945,52;;915,87;;;969,61;959,07;871,33;666,09;;453,29
2;1.035,58;;;922,69;1.085,81;1.081,95;946,10;;861,15;621,94;;452,46
3;1.037,52;;1.019,41;933,82;;1.069,43;922,29;;836,56;598,67;498,66;448,81
4;1.019,83;;1.010,07;940,91;;1.061,28;920,52;931,36;805,62;;525,58;453,32
5;;;1.023,35;;1.083,57;1.083,87;;942,20;809,51;;503,31;457,89
6;;921,48;1.007,03;;1.071,86;1.060,81;;957,91;;548,61;484,59;
7;1.010,91;909,61;995,47;934,07;1.062,89;;916,59;949,42;;520,84;498,05;
8;1.012,49;909,67;;937,72;1.053,25;;922,69;946,54;809,17;499,62;;475,16
9;1.013,05;;;923,23;1.047,43;1.057,64;;;783,34;483,00;;473,39
10;1.024,43;;965,68;919,05;;1.040,28;932,48;;794,46;458,72;493,75;478,98
11;1.007,46;931,95;987,48;916,25;;1.035,95;932,61;923,80;798,43;;482,33;485,37
12;;953,33;982,89;;1.061,15;1.040,43;;908,76;806,98;;458,48;483,93
13;;970,09;969,81;;1.063,92;1.034,42;;898,32;;521,90;467,60;
14;1.004,67;962,40;955,16;907,34;1.068,68;;943,75;902,47;;539,69;463,40;
15;977,04;955,80;;909,41;1.072,43;;953,01;885,06;760,70;485,06;;474,04
16;961,99;;;924,28;1.088,09;1.034,49;977,39;;744,11;490,74;;488,09
17;937,87;;928,87;926,31;;1.036,09;960,83;;693,43;498,52;456,84;480,46
18;938,88;978,81;956,74;932,79;;1.019,36;952,66;872,68;699,54;;445,85;485,23
19;;977,79;927,68;;1.086,86;1.013,63;;869,32;759,73;;441,01;490,20
20;;986,77;897,81;;1.071,49;999,58;;879,87;;530,94;;
21;884,93;986,58;;;1.070,49;;959,84;877,83;;531,71;429,61;
22;915,47;993,43;;936,59;;;955,36;875,82;738,72;478,17;;491,72
23;890,01;;;928,59;1.067,53;1.001,45;966,70;;711,37;461,65;;484,21
24;928,76;;906,46;933,10;;991,45;952,39;;701,91;429,84;450,64;
25;;998,47;915,09;938,54;;1.006,54;951,80;865,95;716,96;;450,99;
26;;1.006,28;910,60;;1.064,74;983,42;;862,49;703,06;;464,99;484,78
27;;1.010,25;903,61;;1.061,31;988,78;;864,66;;405,93;471,19;
28;932,82;1.016,17;898,78;949,41;1.083,53;;945,37;874,96;;446,56;475,48;
29;942,34;1.008,72;;937,03;1.096,72;;957,50;869,50;631,09;468,67;;486,71
30;945,71;;;1.000,00;1.103,13;998,38;971,26;;667,48;490,08;;493,78
31;936,61;;903,41;;;;971,38;;;487,72;;
MÍNIMO;884,93;909,61;897,81;907,34;1.047,43;983,42;916,59;862,49;631,09;405,93;429,61;448,81
MÍNIMO;1.037,52;1.016,17;1.023,35;1.000,00;1.103,13;1.083,87;977,39;959,07;871,33;666,09;525,58;493,78
