UTIL - 2009
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;;;1.567,50;;1.672,36;1.783,71;;1.851,59;1.880,20;;2.003,10
2;1.460,40;1.353,96;1.380,45;1.580,14;;1.653,57;1.781,12;;1.836,63;1.897,12;;2.076,02
3;;1.361,47;1.421,74;1.617,01;;1.641,71;1.779,27;1.837,43;1.835,28;;1.852,48;2.087,75
4;;1.351,91;1.445,34;;1.675,00;1.668,21;;1.849,76;1.840,03;;1.878,88;2.080,08
5;1.439,92;1.379,17;1.420,13;;1.663,49;1.676,00;;1.861,73;;1.926,62;1.897,45;
6;1.416,49;1.400,12;1.429,14;1.603,27;1.672,88;;1.780,78;1.892,29;;1.928,69;1.898,23;
7;1.397,23;;;1.580,17;1.649,59;;1.771,86;1.881,82;;1.930,78;;2.108,37
8;1.418,62;;;1.599,71;1.673,06;1.673,78;1.769,33;;1.870,64;1.938,64;;2.119,47
9;1.427,54;1.404,05;1.428,47;1.616,19;;1.657,46;;;1.891,50;1.949,43;1.940,68;2.169,56
10;;1.413,38;1.468,30;;;1.677,51;1.767,10;1.873,87;1.904,48;;1.940,31;2.218,91
11;;1.413,54;1.432,60;;1.650,69;;;1.849,46;1.894,44;;1.952,61;2.214,84
12;1.412,22;1.411,66;1.432,25;;1.654,80;1.719,76;;1.850,23;;;1.910,22;
13;1.439,21;1.420,29;1.441,50;1.608,06;1.629,05;;1.760,19;1.841,07;;1.962,09;1.943,48;
14;1.416,32;;;1.575,71;1.654,45;;1.724,52;1.835,12;1.896,63;1.978,00;;2.180,84
15;1.442,71;;;1.582,64;1.653,17;1.686,94;1.753,77;;1.898,41;1.989,22;;2.157,87
16;1.439,63;1.429,22;1.421,83;1.612,25;;1.672,13;1.767,62;;1.920,91;1.989,77;1.967,44;2.117,74
17;;1.399,94;1.457,50;1.610,68;;1.725,42;1.765,64;1.802,11;1.928,67;;1.967,60;2.102,79
18;;1.403,62;1.490,07;;1.683,79;1.740,30;;1.813,85;1.929,90;;1.954,82;2.094,96
19;1.413,55;1.412,09;1.485,14;;1.645,83;1.771,23;;1.810,21;;2.004,43;1.940,59;
20;1.377,96;1.409,01;1.457,74;1.577,17;1.634,33;;1.774,40;1.818,05;;1.949,31;;
21;1.403,55;;;;1.613,81;;1.785,09;1.826,89;1.919,55;1.937,40;;2.093,79
22;1.375,35;;;1.597,52;1.627,68;1.753,48;1.776,21;;1.915,80;1.935,42;;2.095,47
23;1.396,98;;1.492,12;1.610,06;;1.738,46;1.785,14;;1.890,48;1.909,67;1.938,73;2.084,86
24;;;1.481,56;1.609,10;;1.731,81;1.791,79;1.833,32;1.879,55;;1.953,30;
25;;1.404,07;1.489,93;;1.634,08;1.748,28;;1.824,42;1.886,29;;1.960,04;
26;1.401,54;1.405,95;1.528,88;;1.644,37;1.762,54;;1.841,54;;1.906,42;1.942,74;
27;1.387,95;1.429,07;1.508,24;1.606,10;1.635,50;;1.792,53;1.859,89;;1.883,90;1.977,97;
28;1.392,83;;;1.640,27;1.652,99;;1.803,94;1.866,07;1.887,72;1.842,05;;2.108,65
29;1.391,71;;;1.674,66;1.670,08;1.782,34;1.811,58;;1.883,84;1.886,02;;2.125,12
30;1.378,95;;1.497,08;1.649,81;;1.769,86;1.827,05;;1.892,59;1.840,59;1.950,88;2.149,49
31;;;1.525,36;;;;1.819,98;1.869,32;;;;
MÍNIMO;1.375,35;1.351,91;1.380,45;1.567,50;1.613,81;1.641,71;1.724,52;1.802,11;1.835,28;1.840,59;1.852,48;2.003,10
MÍNIMO;1.460,40;1.429,22;1.528,88;1.674,66;1.683,79;1.782,34;1.827,05;1.892,29;1.929,90;2.004,43;1.977,97;2.218,91
