SMLL - 2024
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;2.195,54;2.221,40;2.235,25;;;2.002,28;2.031,44;;2.025,90;1.960,50;
2;2.275,41;2.169,56;;2.223,49;2.117,09;;2.001,00;2.049,76;2.115,70;2.047,44;;1.901,67
3;2.282,73;;;2.208,82;2.162,21;2.026,39;2.036,57;;2.109,81;2.020,93;;1.909,72
4;2.231,25;;2.190,04;2.212,07;;2.008,59;2.084,88;;2.143,98;2.029,17;2.018,91;1.903,19
5;2.259,85;2.147,15;2.208,19;2.199,77;;1.991,59;2.104,93;2.027,36;2.137,86;;2.029,69;1.925,96
6;;2.175,52;2.205,13;;2.143,47;2.021,35;;2.033,01;2.110,35;;2.041,07;1.883,58
7;;2.197,27;2.203,53;;2.147,73;1.984,03;;2.077,33;;2.023,92;1.999,55;
8;2.301,28;2.159,59;2.211,24;2.232,40;2.152,39;;2.094,02;2.103,06;;2.025,28;1.977,22;
9;2.293,41;2.156,19;;2.258,35;2.116,22;;2.113,14;2.149,35;2.093,23;1.991,31;;1.876,28
10;2.276,30;;;2.215,72;2.091,95;1.960,52;2.109,29;;2.092,38;1.991,50;;1.910,72
11;2.256,98;;2.206,06;2.204,15;;1.990,48;2.129,94;;2.106,31;1.990,42;1.991,37;1.957,29
12;2.266,58;;2.229,12;2.139,80;;1.955,52;2.131,15;2.149,45;2.091,72;;1.978,35;1.893,80
13;;;2.245,53;;2.093,82;1.939,36;;2.149,44;2.131,61;;1.974,06;1.878,61
14;;2.125,75;2.240,87;;2.093,62;1.944,05;;2.148,68;;2.011,66;1.969,93;
15;2.268,89;2.139,92;2.218,02;2.096,45;2.110,51;;2.141,53;2.166,33;;2.015,19;;
16;2.228,26;2.157,61;;2.078,71;2.115,71;;2.135,62;2.135,45;2.134,34;2.031,22;;1.857,77
17;2.214,48;;;2.066,60;2.113,93;1.919,85;2.139,63;;2.134,40;2.018,67;;1.852,55
18;2.198,27;;2.213,50;2.056,16;;1.923,45;2.085,81;;2.123,83;2.008,21;1.968,64;1.770,02
19;2.218,55;2.156,67;2.226,94;2.086,52;;1.936,76;2.082,04;2.190,90;2.086,51;;1.988,96;1.786,34
20;;2.189,70;2.274,81;;2.117,86;1.942,89;;2.192,17;2.030,08;;;1.806,38
21;;2.181,53;2.267,13;;2.117,59;1.954,60;;2.190,69;;2.013,27;1.958,85;
22;2.188,22;2.206,56;2.237,01;2.095,32;2.075,33;;2.104,73;2.140,90;;1.996,98;1.995,18;
23;2.219,59;2.178,49;;2.091,88;2.065,53;;2.070,13;2.192,27;2.030,49;1.995,78;;1.759,43
24;2.210,63;;;2.077,78;2.054,73;1.994,35;2.048,43;;2.052,93;2.012,23;;
25;2.225,15;;2.234,36;2.067,26;;1.990,44;2.032,64;;2.029,35;1.996,13;2.012,48;
26;2.221,71;2.176,37;2.229,90;2.115,17;;1.983,01;2.047,65;2.191,82;2.038,32;;2.044,23;1.757,80
27;;2.230,44;2.250,52;;2.058,06;2.026,91;;2.178,75;2.049,95;;1.982,79;1.763,53
28;;2.214,63;2.256,78;;2.040,83;2.003,45;;2.164,53;;2.007,70;1.895,99;
29;2.195,57;2.209,21;;2.125,62;2.026,12;;2.024,44;2.126,32;;1.997,09;1.913,85;
30;2.165,00;;;2.081,74;;;2.013,80;2.124,99;2.031,36;2.015,83;;1.763,94
31;2.198,82;;;;2.011,32;;2.033,32;;;2.003,57;;
MÍNIMO;2.165,00;2.125,75;2.190,04;2.056,16;2.011,32;1.919,85;2.001,00;2.027,36;2.029,35;1.990,42;1.895,99;1.757,80
MÍNIMO;2.301,28;2.230,44;2.274,81;2.258,35;2.162,21;2.026,91;2.141,53;2.192,27;2.143,98;2.047,44;2.044,23;1.957,29
