UTIL - 2023
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;9.182,42;8.384,69;;;9.289,89;;10.154,16;9.847,06;;9.626,37;10.556,32
2;8.887,14;9.122,22;8.367,31;;8.923,87;9.398,81;;10.188,44;;9.815,11;;
3;8.726,37;8.911,58;8.330,54;8.545,03;8.903,24;;10.227,44;9.987,39;;9.622,36;9.885,97;
4;8.846,99;;;8.697,94;9.039,30;;10.161,57;9.944,51;9.846,22;9.671,23;;10.483,73
5;8.889,57;;;8.637,42;9.050,03;9.338,39;10.223,43;;9.728,84;9.602,09;;10.586,54
6;8.930,68;8.929,06;8.398,06;8.690,90;;9.587,58;10.098,67;;9.593,95;9.545,57;9.959,47;10.568,72
7;;8.711,14;8.397,60;;;9.646,86;10.198,55;9.885,02;;;10.042,73;10.566,13
8;;8.834,70;8.569,89;;9.019,16;;;9.910,08;9.624,72;;10.003,57;10.536,82
9;8.984,89;8.630,12;8.487,55;;9.161,17;9.845,41;;9.893,67;;9.680,75;9.997,50;
10;9.024,33;8.767,51;8.439,14;8.722,87;9.326,09;;10.143,80;9.925,30;;9.847,14;10.115,05;
11;9.296,76;;;8.886,20;9.393,29;;10.075,67;10.023,50;9.795,20;9.835,34;;10.542,60
12;9.280,44;;;9.050,59;9.395,80;9.948,62;10.045,53;;9.939,76;;;10.561,24
13;9.155,97;8.776,83;8.488,12;9.102,61;;9.808,50;10.162,90;;10.035,22;9.586,29;10.130,95;10.819,24
14;;8.666,70;8.530,04;9.060,65;;9.947,24;10.026,81;9.989,11;10.101,85;;10.387,89;10.837,54
15;;8.729,24;8.742,49;;9.492,46;9.948,39;;9.789,06;10.143,30;;;10.734,94
16;9.084,93;8.753,19;8.644,42;;9.369,26;9.851,77;;9.727,92;;9.640,09;10.643,72;
17;9.206,43;8.765,25;8.372,70;8.972,91;9.307,43;;10.040,47;9.769,59;;9.477,48;10.575,24;
18;9.276,37;;;8.933,43;9.298,74;;10.029,83;9.833,28;10.042,60;9.274,57;;10.847,72
19;9.281,86;;;8.837,47;9.418,40;9.892,50;10.009,78;;10.032,46;9.385,70;;10.953,75
20;9.111,19;;8.267,18;8.946,71;;9.978,86;9.998,48;;10.135,50;9.411,27;10.558,04;10.919,52
21;;;8.146,84;;;10.003,67;10.166,86;9.722,96;10.017,52;;10.459,46;10.976,69
22;;8.576,93;8.149,64;;9.407,69;9.828,61;;9.815,45;9.977,62;;10.502,58;11.036,55
23;9.043,45;8.542,24;8.051,06;;9.386,89;10.149,59;;9.970,73;;9.494,91;10.596,26;
24;9.164,15;8.495,08;8.195,09;8.979,57;9.298,21;;10.267,15;10.013,08;;9.524,97;10.478,70;
25;9.315,84;;;8.949,45;9.446,64;;10.256,80;9.917,73;10.003,71;9.438,69;;
26;9.307,96;;;8.891,98;9.437,39;10.015,68;10.341,77;;9.910,03;9.666,75;;11.060,96
27;9.171,46;8.504,75;8.319,16;8.905,73;;9.929,69;10.152,05;;9.757,84;9.471,98;10.495,90;11.126,68
28;;8.456,41;8.509,74;8.975,13;;9.907,40;10.175,37;9.932,73;9.874,84;;10.453,30;11.193,59
29;;;8.480,73;;9.350,91;10.005,49;;10.000,67;9.924,73;;10.390,62;
30;9.110,08;;8.628,35;;9.300,47;10.216,82;;9.951,93;;9.362,82;10.484,61;
31;9.216,16;;8.593,95;;9.264,68;;10.248,72;9.759,11;;9.396,56;;
MÍNIMO;8.726,37;8.456,41;8.051,06;8.545,03;8.903,24;9.289,89;9.998,48;9.722,96;9.593,95;9.274,57;9.626,37;10.483,73
MÍNIMO;9.315,84;9.182,42;8.742,49;9.102,61;9.492,46;10.216,82;10.341,77;10.188,44;10.143,30;9.847,14;10.643,72;11.193,59
