IBLV - 2025
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;;;19.907,77;;;22.052,60;20.823,62;22.102,65;22.702,98;;24.783,32
2;17.855,99;;;19.918,68;21.364,68;21.569,31;21.931,84;;21.936,58;22.510,49;;25.108,30
3;17.603,30;18.960,48;;20.173,77;;21.706,34;22.305,01;;21.829,29;22.508,27;23.384,53;25.137,13
4;;18.910,10;;19.777,51;;21.580,84;22.275,88;20.874,97;21.991,04;;23.604,05;25.506,50
5;;18.982,91;18.958,37;;21.194,67;21.498,91;;20.840,41;22.192,64;;23.920,22;24.561,49
6;17.886,90;18.996,72;19.087,03;;21.153,18;21.480,67;;21.073,80;;22.373,42;23.895,45;
7;18.052,33;18.852,29;19.319,11;19.499,18;21.184,02;;21.929,35;21.391,45;;22.072,82;23.938,30;
8;17.808,24;;;19.518,60;21.462,34;;21.818,81;21.496,39;22.082,47;22.061,69;;
9;17.847,02;;;19.886,64;21.554,00;21.365,53;21.507,99;;22.115,47;22.009,08;;
10;17.682,26;18.926,86;19.274,50;19.746,02;;21.391,08;21.418,12;;22.134,97;21.960,66;24.106,96;
11;;19.174,64;19.103,52;19.912,13;;21.473,97;21.318,05;21.452,05;22.240,46;;24.396,88;
12;;18.920,83;19.092,19;;21.366,03;21.566,02;;21.786,84;22.134,55;;24.523,39;
13;17.682,47;18.998,25;19.340,73;;21.701,18;21.517,17;;21.584,57;;22.081,41;24.531,28;
14;17.755,32;19.416,58;19.705,59;20.172,36;21.752,61;;21.235,23;21.564,44;;22.030,84;24.597,38;
15;18.157,32;;;20.147,40;21.892,55;;21.261,15;21.540,72;22.284,17;22.137,64;;
16;17.986,75;;;20.074,51;21.795,34;21.756,95;21.268,66;;22.349,43;22.158,48;;
17;18.162,40;19.454,37;19.939,48;20.227,76;;21.734,06;21.259,07;;22.582,11;22.311,23;24.606,35;
18;;19.419,92;20.013,61;;;21.647,95;21.033,95;21.686,65;22.526,10;;24.588,49;
19;;19.301,26;20.126,66;;21.859,62;;;21.301,30;22.644,41;;24.311,64;
20;18.233,06;19.314,68;20.023,02;;21.998,89;21.472,08;;21.404,12;;22.494,91;;
21;18.327,74;19.336,77;20.048,07;;21.706,70;;21.103,99;21.325,17;;22.407,62;24.258,60;
22;18.358,70;;;20.367,12;21.565,22;;20.903,88;21.740,56;22.500,81;22.509,59;;
23;18.263,22;;;20.644,20;21.694,39;21.458,63;21.170,21;;22.732,31;22.593,83;;
24;18.226,99;19.170,39;19.884,87;21.030,89;;21.646,13;21.020,06;;22.661,57;22.683,49;24.443,45;
25;;19.285,72;19.972,10;21.070,66;;21.401,70;20.996,89;21.755,46;22.511,74;;24.557,71;
26;;19.091,58;20.006,67;;21.780,58;21.626,49;;21.722,01;22.547,61;;24.921,33;
27;18.706,85;19.094,56;20.055,73;;21.988,49;21.590,29;;21.909,96;;22.840,92;24.914,23;
28;18.619,72;18.816,03;19.918,81;21.182,95;21.848,96;;20.793,60;22.154,75;;22.853,38;24.943,52;
29;18.522,54;;;21.169,86;21.856,02;;20.864,99;22.169,08;22.737,39;22.973,19;;
30;18.980,70;;;21.447,97;21.692,45;21.966,17;21.021,02;;22.774,25;23.134,26;;
31;18.897,45;;19.755,88;;;;20.875,41;;;23.140,71;;
MÍNIMO;17.603,30;18.816,03;18.958,37;19.499,18;21.153,18;21.365,53;20.793,60;20.823,62;21.829,29;21.960,66;23.384,53;24.561,49
MÍNIMO;18.980,70;19.454,37;20.126,66;21.447,97;21.998,89;21.966,17;22.305,01;22.169,08;22.774,25;23.140,71;24.943,52;25.506,50
