UTIL - 2010
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;2.156,94;2.102,87;2.127,16;;1.998,86;2.139,65;;2.239,10;2.230,74;2.364,15;2.381,27
2;;2.141,74;2.113,89;;;2.008,99;2.140,56;2.213,60;2.207,06;;;2.388,66
3;;2.124,70;2.107,01;;2.157,47;;;2.195,20;2.206,00;;2.361,77;2.442,75
4;2.174,81;2.061,21;2.103,87;;2.116,74;2.017,21;;2.198,89;;2.267,01;2.380,14;
5;2.176,30;2.055,60;2.124,23;2.133,77;2.104,45;;2.150,85;2.210,84;;2.306,91;2.358,24;
6;2.166,36;;;2.129,84;2.060,22;;2.167,26;2.209,41;2.211,87;2.313,30;;2.413,02
7;2.169,95;;;2.124,39;2.065,50;2.040,48;2.162,11;;;2.302,31;;2.391,24
8;2.169,74;2.074,69;2.109,88;2.127,28;;2.038,69;2.132,42;;2.163,84;2.316,61;2.365,81;2.384,25
9;;2.096,91;2.138,93;2.114,28;;2.031,62;;2.191,51;2.165,75;;2.374,35;2.357,38
10;;2.103,61;2.146,23;;2.118,17;2.049,25;;2.191,76;2.193,75;;2.371,16;2.371,34
11;2.173,27;2.125,35;2.138,63;;2.100,81;2.058,23;;2.172,96;;2.336,44;2.328,90;
12;2.173,49;2.108,85;2.115,57;2.096,56;2.126,27;;2.116,72;2.170,02;;;2.324,51;
13;2.179,21;;;2.111,68;2.111,64;;2.138,53;2.158,43;2.207,42;2.377,38;;2.376,85
14;2.147,80;;;2.126,67;2.073,88;2.065,57;2.106,27;;2.222,43;2.376,46;;2.364,73
15;2.112,73;;2.122,38;2.111,20;;2.093,09;2.105,04;;2.251,08;2.411,29;;2.355,99
16;;;2.138,31;2.109,77;;2.106,93;2.084,74;2.175,41;2.231,27;;2.317,56;2.380,05
17;;2.133,69;2.154,26;;2.088,81;2.114,80;;2.181,86;2.210,32;;2.343,09;2.388,51
18;2.091,33;2.136,54;2.146,75;;2.051,57;2.130,51;;2.216,34;;2.382,65;2.352,69;
19;2.121,29;2.107,55;2.135,03;2.108,35;2.045,04;;2.094,09;2.207,73;;2.357,47;2.383,69;
20;2.090,14;;;2.107,98;2.000,84;;2.113,13;2.230,49;2.217,29;2.371,96;;2.388,95
21;2.087,23;;;;2.022,55;2.128,25;2.108,92;;2.208,86;2.355,39;;2.388,17
22;2.130,14;2.092,43;2.132,05;2.122,68;;2.142,44;2.143,88;;2.219,86;2.327,44;2.344,75;2.367,33
23;;2.070,84;2.131,56;2.140,33;;2.144,90;2.149,77;2.203,76;2.213,52;;2.335,76;2.369,58
24;;2.061,69;2.107,97;;2.022,85;2.143,79;;2.218,51;2.185,31;;2.381,99;
25;;2.083,08;2.096,86;;2.000,91;2.172,03;;2.211,09;;2.320,80;2.374,49;
26;2.146,74;2.076,44;2.110,37;2.134,80;2.018,13;;2.153,54;2.205,03;;2.372,16;2.347,25;
27;2.133,91;;;2.113,76;2.032,57;;2.156,94;2.249,29;2.191,02;2.355,11;;2.353,26
28;2.122,85;;;2.129,88;2.018,77;2.181,94;2.161,85;;2.196,66;2.346,46;;2.365,35
29;2.151,92;;2.127,04;2.144,62;;2.171,01;2.179,04;;2.196,27;2.339,62;2.329,35;2.387,79
30;;;2.126,16;2.142,48;;2.158,01;2.196,76;2.236,85;2.218,28;;2.339,58;2.397,33
31;;;2.108,62;;2.042,39;;;2.208,20;;;;
MÍNIMO;2.087,23;2.055,60;2.096,86;2.096,56;2.000,84;1.998,86;2.084,74;2.158,43;2.163,84;2.230,74;2.317,56;2.353,26
MÍNIMO;2.179,21;2.156,94;2.154,26;2.144,62;2.157,47;2.181,94;2.196,76;2.249,29;2.251,08;2.411,29;2.383,69;2.442,75
