UTIL - 2006
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;1.101,54;1.200,37;;;1.134,32;;1.136,45;1.218,97;;1.227,26;1.259,48
2;1.003,26;1.073,61;1.196,28;;1.241,71;1.138,98;;1.149,77;;1.226,26;;
3;1.031,71;1.081,08;1.198,98;1.185,32;1.229,17;;1.162,07;1.154,67;;1.218,21;1.250,80;
4;1.042,88;;;1.196,95;1.239,01;;1.158,11;1.174,88;1.237,61;1.252,40;;1.288,43
5;1.036,72;;;1.210,70;1.259,15;1.113,73;1.128,90;;1.224,24;1.257,09;;1.308,73
6;1.042,84;1.077,92;1.170,49;1.230,03;;1.121,37;1.144,87;;1.213,94;1.252,78;1.254,41;1.313,12
7;;1.064,00;1.143,32;1.220,61;;1.100,68;1.121,37;1.186,01;;;1.245,16;1.317,88
8;;1.069,37;1.135,37;;1.253,58;1.105,41;;1.187,63;1.206,67;;1.236,21;1.314,40
9;1.044,12;1.092,27;1.120,68;;1.252,68;1.098,71;;1.180,89;;1.266,21;1.224,06;
10;1.038,58;1.130,93;1.134,25;1.193,72;1.247,82;;1.128,74;1.207,35;;1.276,27;1.217,67;
11;1.076,57;;;1.177,65;1.211,81;;1.134,28;1.188,02;1.189,55;1.256,52;;1.319,60
12;1.073,62;;;1.202,57;1.188,94;1.041,37;1.123,94;;1.190,67;;;1.310,09
13;1.091,69;1.123,65;1.133,88;1.176,46;;1.018,77;1.094,49;;1.187,54;1.250,82;1.217,06;1.339,77
14;;1.135,92;1.155,87;;;994,86;1.088,10;1.178,77;1.171,31;;1.244,21;1.343,02
15;;1.143,46;1.176,30;;1.168,81;;;1.190,72;1.173,07;;;1.338,60
16;1.127,29;1.151,83;1.179,62;;1.184,74;1.036,30;;1.201,06;;1.250,61;1.229,44;
17;1.111,96;1.168,07;1.183,39;1.163,29;1.151,62;;1.080,04;1.205,49;;1.240,00;1.230,25;
18;1.099,80;;;1.194,20;1.159,56;;1.104,86;1.206,88;1.189,97;1.228,71;;1.344,02
19;1.126,80;;;1.205,45;1.153,15;1.034,26;1.145,29;;1.180,46;1.231,98;;1.339,09
20;1.122,09;1.179,80;1.198,26;1.202,92;;1.024,69;1.133,12;;1.155,27;1.223,48;;1.348,21
21;;1.149,09;1.182,33;;;1.032,82;1.123,59;1.193,19;1.128,76;;1.241,34;1.336,28
22;;1.168,65;1.215,55;;1.098,62;1.026,46;;1.174,71;1.124,94;;1.260,08;1.334,75
23;1.115,13;1.169,65;1.199,90;;1.089,68;1.037,64;;1.137,69;;1.246,05;1.281,73;
24;1.131,10;1.171,95;1.187,59;1.200,01;1.071,16;;1.144,08;1.149,78;;1.239,59;1.267,02;
25;;;;1.214,18;1.137,80;;1.152,65;1.159,93;1.151,48;1.226,07;;
26;1.148,33;;;1.228,52;1.162,20;1.042,60;1.138,98;;1.172,66;1.220,27;;1.342,47
27;1.125,64;;1.172,80;1.205,87;;1.052,04;1.136,99;;1.174,35;1.206,36;1.242,56;1.366,41
28;;;1.132,04;1.235,32;;1.065,09;1.144,41;1.170,14;1.195,97;;1.256,03;1.378,33
29;;;1.167,26;;1.141,02;1.122,17;;1.177,02;1.201,80;;1.283,56;
30;1.127,71;;1.164,22;;1.089,60;1.124,98;;1.177,37;;1.205,75;1.276,51;
31;1.104,81;;1.169,42;;1.086,79;;1.135,95;1.189,05;;1.217,79;;
MÍNIMO;1.003,26;1.064,00;1.120,68;1.163,29;1.071,16;994,86;1.080,04;1.136,45;1.124,94;1.205,75;1.217,06;1.259,48
MÍNIMO;1.148,33;1.179,80;1.215,55;1.235,32;1.259,15;1.138,98;1.162,07;1.207,35;1.237,61;1.276,27;1.283,56;1.378,33
