SMLL - 2006
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;678,85;704,06;;;663,12;;636,80;681,66;;745,15;810,95
2;592,01;670,58;705,30;;700,74;663,64;;637,53;;696,01;;
3;606,39;671,34;713,78;701,14;703,26;;656,44;641,96;;696,66;755,64;
4;616,96;;;703,48;708,70;;662,22;648,44;690,65;719,85;;832,28
5;620,37;;;702,44;716,31;647,79;641,79;;690,97;712,38;;838,45
6;635,29;663,84;703,78;699,73;;649,19;642,09;;686,35;710,56;765,02;834,04
7;;654,74;689,97;694,75;;636,99;635,14;650,61;;;761,72;830,31
8;;661,64;687,17;;724,18;635,97;;652,96;692,96;;764,13;831,61
9;635,55;671,05;678,30;;722,70;631,80;;653,07;;717,29;755,07;
10;628,41;678,80;687,67;688,46;722,15;;632,17;658,95;;720,31;752,98;
11;640,14;;;683,96;704,90;;637,02;657,82;681,12;715,23;;835,86
12;636,60;;;685,60;692,60;604,15;630,95;;687,01;;;833,43
13;640,27;676,51;680,77;685,09;;597,23;617,96;;694,02;720,25;754,46;842,64
14;;681,93;684,86;;;590,52;617,03;656,24;692,02;;768,48;847,00
15;;682,05;694,63;;682,90;;;667,89;694,72;;;858,19
16;653,11;693,26;700,35;;686,92;606,66;;671,50;;721,11;770,42;
17;647,26;692,58;692,21;680,53;666,83;;617,57;668,81;;723,01;768,16;
18;650,90;;;692,94;666,51;;627,19;666,80;694,10;726,39;;856,11
19;666,95;;;701,26;665,16;604,96;644,42;;681,20;725,73;;853,67
20;667,31;690,31;690,85;702,70;;600,62;638,51;;675,52;723,90;;851,29
21;;680,65;678,46;;;605,58;635,29;657,43;664,64;;777,82;849,83
22;;680,53;691,08;;638,83;604,79;;652,99;662,07;;792,27;851,21
23;667,94;681,52;687,75;;630,40;614,19;;638,05;;735,72;808,67;
24;676,67;691,47;687,56;699,01;611,98;;639,49;641,09;;733,97;809,59;
25;;;;698,18;644,28;;640,80;648,63;662,35;730,08;;
26;686,65;;;708,43;660,89;607,04;637,31;;678,95;731,45;;855,63
27;683,37;;692,27;702,19;;605,90;644,87;;678,63;725,32;796,76;869,16
28;;;681,53;697,34;;610,51;652,13;651,56;685,65;;803,40;872,68
29;;;683,10;;656,07;634,82;;655,56;687,69;;811,33;
30;683,83;;688,13;;628,44;649,30;;661,41;;723,94;810,79;
31;677,59;;690,36;;642,24;;647,24;668,10;;737,03;;
MÍNIMO;592,01;654,74;678,30;680,53;611,98;590,52;617,03;636,80;662,07;696,01;745,15;810,95
MÍNIMO;686,65;693,26;713,78;708,43;724,18;663,64;662,22;671,50;694,72;737,03;811,33;872,68
