SMLL - 2015
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;;;1.033,92;;1.036,31;1.017,32;;863,46;854,71;;888,66
2;1.062,10;966,28;1.007,88;1.048,25;;1.054,23;1.022,19;;865,36;882,50;;898,05
3;;977,88;1.006,20;;;1.045,31;1.017,02;967,62;881,46;;945,81;914,89
4;;975,93;997,24;;1.069,71;;;968,24;874,61;;949,33;889,46
5;1.033,01;992,22;995,20;;1.079,21;1.041,40;;964,85;;901,13;961,24;
6;1.027,76;975,67;987,77;1.067,04;1.073,53;;1.015,03;952,61;;907,18;947,01;
7;1.044,72;;;1.056,47;1.065,74;;1.009,20;934,99;;926,10;;891,79
8;1.047,95;;;1.053,99;1.071,80;1.036,35;1.005,22;;879,08;939,45;;871,40
9;1.026,03;985,74;966,36;1.049,99;;1.029,57;;;881,33;944,29;939,17;886,82
10;;969,47;964,52;1.056,44;;1.037,68;1.012,62;935,03;882,32;;935,87;875,77
11;;958,44;972,43;;1.062,78;1.032,50;;931,15;889,37;;952,46;871,66
12;1.014,31;971,99;984,82;;1.062,77;1.026,73;;926,32;;;949,02;
13;1.010,03;990,57;981,11;1.055,85;1.051,20;;1.020,01;928,69;;921,74;943,86;
14;1.002,29;;;1.058,34;1.061,73;;1.025,81;924,66;902,66;910,09;;860,03
15;1.002,72;;;1.062,49;1.075,83;1.024,24;1.025,78;;900,90;920,58;;859,29
16;1.024,22;;979,79;1.062,63;;1.024,00;1.031,18;;925,62;919,93;937,78;854,85
17;;;992,24;1.059,68;;1.018,87;1.014,43;929,10;935,46;;948,43;866,01
18;;1.006,78;1.013,02;;1.065,17;1.026,43;;925,74;915,19;;952,12;840,87
19;995,86;1.007,58;1.004,49;;1.063,40;1.025,51;;909,77;;929,14;957,53;
20;998,74;1.005,20;1.023,89;1.059,99;1.062,44;;1.007,70;908,65;;927,30;;
21;1.018,02;;;;1.064,83;;1.003,71;891,45;897,29;924,16;;834,26
22;1.019,22;;;1.068,48;1.056,46;1.028,90;993,03;;879,91;933,44;;834,32
23;1.009,39;1.001,23;1.025,99;1.077,90;;1.029,32;970,84;;861,53;937,49;957,43;847,30
24;;1.013,81;1.025,93;1.084,61;;1.022,54;958,60;865,63;864,79;;953,02;
25;;1.018,71;1.030,39;;1.053,20;1.012,28;;872,46;860,69;;936,12;
26;988,82;1.029,21;1.016,49;;1.036,18;1.021,94;;885,83;;933,45;937,47;
27;983,03;1.010,56;1.003,60;1.072,68;1.050,11;;957,69;905,18;;933,79;919,53;
28;974,35;;;1.066,66;1.046,02;;960,24;902,41;847,45;923,34;;848,33
29;975,85;;;1.051,56;1.025,68;1.008,35;967,05;;850,69;910,81;;843,97
30;956,28;;1.017,40;1.050,71;;1.013,12;964,51;;862,19;909,93;891,43;844,09
31;;;1.019,82;;;;975,83;886,43;;;;
MÍNIMO;956,28;958,44;964,52;1.033,92;1.025,68;1.008,35;957,69;865,63;847,45;854,71;891,43;834,26
MÍNIMO;1.062,10;1.029,21;1.030,39;1.084,61;1.079,21;1.054,23;1.031,18;968,24;935,46;944,29;961,24;914,89
