IBLV - 2013
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;7.431,41;7.322,84;7.382,58;;;6.999,68;7.091,34;;7.478,19;7.668,65;
2;7.436,81;;;7.322,63;7.503,40;;6.785,06;7.011,91;7.032,70;7.461,15;;7.362,92
3;7.443,42;;;7.403,82;7.570,08;7.527,95;6.731,36;;6.921,10;7.410,20;;7.214,81
4;7.390,72;7.392,93;7.320,27;7.318,48;;7.544,17;6.764,49;;6.970,35;7.418,71;7.677,95;7.164,79
5;;7.395,39;7.326,10;7.373,65;;7.437,70;6.729,95;6.980,91;7.039,60;;7.609,62;7.207,13
6;;7.348,17;7.461,67;;7.536,61;7.425,38;;6.856,34;7.122,39;;7.537,82;7.228,89
7;7.296,97;7.307,18;7.474,96;;7.618,83;7.353,56;;6.834,76;;7.437,34;7.465,37;
8;7.249,93;7.303,69;7.476,26;7.399,67;7.625,52;;6.733,63;6.957,07;;7.424,99;7.387,09;
9;7.314,60;;;7.464,41;7.627,47;;;7.026,03;7.279,10;7.533,26;;7.238,72
10;7.326,27;;;7.504,81;7.635,91;7.303,81;6.771,21;;7.299,02;7.595,79;;7.203,54
11;7.298,90;;7.513,08;7.445,63;;7.130,07;6.907,45;;7.282,75;7.637,79;7.404,02;7.097,44
12;;;7.479,09;7.380,60;;7.061,46;6.826,74;7.052,12;7.239,07;;7.345,48;7.094,97
13;;7.293,82;7.420,64;;7.585,01;7.111,87;;7.125,07;7.312,96;;7.383,28;7.082,53
14;7.342,29;7.267,53;7.413,25;;7.635,47;7.031,18;;7.090,34;;7.684,81;7.530,72;
15;7.304,34;7.262,26;7.375,11;7.197,63;7.687,37;;6.934,03;7.004,60;;7.652,54;;
16;7.362,65;;;7.345,29;7.669,64;;6.933,87;7.025,37;7.331,18;7.677,08;;7.083,96
17;7.419,98;;;7.264,34;7.713,60;7.058,92;6.943,32;;7.380,26;7.712,15;;7.088,59
18;7.410,87;7.264,91;7.375,65;7.314,97;;7.040,46;6.953,74;;7.530,89;7.740,85;7.602,13;7.094,74
19;;7.262,24;7.325,38;7.381,62;;6.887,65;6.916,45;6.937,94;7.505,64;;7.455,28;7.215,92
20;;7.175,52;7.290,15;;7.779,54;6.823,66;;6.846,43;7.373,11;;;7.229,11
21;7.428,85;7.116,74;7.243,60;;7.821,67;6.763,12;;6.824,08;;7.751,60;7.411,59;
22;7.434,09;7.200,73;7.207,75;7.373,12;7.873,35;;7.028,14;6.873,05;;7.786,39;7.402,02;
23;7.478,86;;;7.493,01;7.831,99;;7.056,91;6.973,42;7.422,58;7.695,72;;7.236,00
24;7.439,59;;;7.460,81;7.826,54;6.646,65;6.995,05;;7.470,98;7.673,46;;
25;;7.248,93;7.162,95;7.455,07;;6.741,38;7.016,21;;7.445,47;7.664,34;7.380,76;
26;;7.272,88;7.281,78;7.331,58;;6.812,57;7.058,70;6.888,38;7.434,64;;7.381,41;7.206,78
27;;7.280,62;7.343,98;;7.826,91;6.936,09;;6.787,84;7.499,09;;7.430,52;7.211,15
28;7.310,20;7.328,90;7.420,58;;7.833,12;7.003,66;;6.786,96;;7.688,85;7.412,00;
29;7.345,21;;;7.377,39;7.698,43;;7.044,29;6.855,64;;7.684,15;7.476,55;
30;7.308,78;;;7.567,31;;;7.020,25;6.922,61;7.371,59;7.709,33;;7.257,89
31;7.407,14;;;;7.586,04;;7.023,37;;;7.714,01;;
MÍNIMO;7.249,93;7.116,74;7.162,95;7.197,63;7.503,40;6.646,65;6.729,95;6.786,96;6.921,10;7.410,20;7.345,48;7.082,53
MÍNIMO;7.478,86;7.431,41;7.513,08;7.567,31;7.873,35;7.544,17;7.058,70;7.125,07;7.530,89;7.786,39;7.677,95;7.362,92
