SMLL - 2017
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;1.245,57;1.330,33;;;1.310,69;;1.433,04;1.565,42;;1.592,54;1.555,27
2;1.107,31;1.250,03;1.313,83;;1.362,57;1.317,81;;1.447,27;;1.621,82;;
3;1.142,60;1.257,16;1.317,40;1.291,10;1.365,57;;1.334,52;1.441,54;;1.649,49;1.579,43;
4;1.151,78;;;1.297,92;1.347,48;;1.339,00;1.444,26;1.578,86;1.658,98;;1.565,57
5;1.160,01;;;1.289,85;1.361,77;1.308,38;1.343,17;;1.585,42;1.654,54;;1.561,88
6;1.149,79;1.246,53;1.324,75;1.280,32;;1.324,46;1.341,59;;1.605,03;1.651,35;1.579,40;1.569,91
7;;1.243,77;1.328,70;1.284,87;;1.335,97;1.340,70;1.460,92;;;1.541,50;1.558,53
8;;1.253,84;1.299,99;;1.360,53;1.326,60;;1.461,47;1.611,01;;1.576,22;1.572,75
9;1.153,88;1.266,70;1.278,30;;1.380,92;1.321,90;;1.456,26;;1.645,07;1.546,91;
10;1.155,07;1.284,98;1.288,20;1.284,56;1.398,33;;1.353,74;1.444,87;;1.666,52;1.521,29;
11;1.158,43;;;1.285,75;1.402,51;;1.357,72;1.457,70;1.636,00;1.659,92;;1.564,11
12;1.191,93;;;1.274,04;1.406,68;1.313,63;1.382,13;;1.627,48;;;1.577,25
13;1.194,89;1.301,57;1.304,34;1.268,77;;1.317,75;1.389,24;;1.639,10;1.656,59;1.534,28;1.571,13
14;;1.293,74;1.296,66;;;1.326,11;1.400,08;1.475,67;1.641,85;;1.514,20;1.562,93
15;;1.311,64;1.319,09;;1.406,98;;;1.470,99;1.661,16;;;1.583,33
16;1.203,32;1.315,67;1.315,93;;1.424,57;1.334,35;;1.475,84;;1.641,27;1.554,78;
17;1.216,18;1.320,14;1.290,11;1.296,56;1.407,70;;1.407,86;1.469,57;;1.624,93;1.577,97;
18;1.209,33;;;1.296,18;1.273,26;;1.411,35;1.484,74;1.661,59;1.651,45;;1.591,78
19;1.194,32;;;1.292,16;1.311,68;1.335,33;1.408,84;;1.656,08;1.646,98;;1.578,51
20;1.208,75;1.334,51;1.281,88;1.294,53;;1.315,91;1.410,60;;1.654,83;1.654,61;;1.591,67
21;;1.347,37;1.258,30;;;1.297,01;1.411,58;1.487,69;1.645,59;;1.605,37;1.614,93
22;;1.327,56;1.264,43;;1.274,33;1.305,85;;1.506,31;1.646,71;;1.610,25;1.623,99
23;1.221,58;1.317,77;1.269,30;;1.303,92;1.312,35;;1.517,86;;1.630,17;1.610,04;
24;1.232,65;1.310,52;1.265,49;1.296,38;1.322,08;;1.417,65;1.535,81;;1.647,85;1.612,79;
25;;;;1.313,80;1.320,10;;1.417,01;1.531,84;1.605,49;1.647,85;;
26;1.248,48;;;1.306,72;1.340,06;1.321,65;1.408,78;;1.603,91;1.625,66;;1.635,50
27;1.243,69;;1.267,33;1.302,99;;1.313,24;1.415,94;;1.584,57;1.625,62;1.604,19;1.649,37
28;;;1.272,71;1.335,78;;1.313,28;1.426,21;1.542,89;1.583,75;;1.604,07;1.660,83
29;;;1.287,24;;1.338,01;1.308,92;;1.543,34;1.614,24;;1.578,65;
30;1.220,07;;1.282,51;;1.337,96;1.326,50;;1.549,19;;1.594,04;1.551,73;
31;1.239,94;;1.291,48;;1.321,30;;1.434,44;1.557,02;;1.590,29;;
MÍNIMO;1.107,31;1.243,77;1.258,30;1.268,77;1.273,26;1.297,01;1.334,52;1.433,04;1.565,42;1.590,29;1.514,20;1.555,27
MÍNIMO;1.248,48;1.347,37;1.330,33;1.335,78;1.424,57;1.335,97;1.434,44;1.557,02;1.661,59;1.666,52;1.612,79;1.660,83
