Data Base;PU Base Manha
2020-01-23;1928,78
2020-01-24;1937,69
2020-01-27;1938,56
2020-01-28;1939,02
2020-01-29;1956,69
2020-01-30;1960,04
2020-01-31;1957,63
2020-02-03;1955,62
2020-02-04;1958,97
2020-02-05;1971,0
2020-02-06;1988,94
2020-02-07;1976,13
2020-02-10;1976,8
2020-02-11;1994,71
2020-02-12;1995,11
2020-02-13;1986,73
2020-02-14;1995,9
2020-02-17;2008,26
2020-02-18;1999,79
2020-02-19;2000,14
2020-02-20;2015,24
2020-02-21;1995,04
2020-02-26;1978,34
2020-02-27;1949,94
2020-02-28;1958,89
2020-03-02;1988,37
2020-03-03;1982,92
2020-03-04;1989,1
2020-03-05;1983,65
2020-03-06;1932,49
2020-03-09;1927,42
2020-03-10;1877,85
2020-03-11;1904,66
2020-03-12;1605,6
2020-03-13;1754,05
2020-03-16;1709,57
2020-03-17;1772,95
2020-03-18;1683,32
2020-03-19;1619,38
2020-03-20;1596,6
2020-03-23;1615,57
2020-03-24;1597,44
2020-03-25;1609,33
2020-03-26;1654,31
2020-03-27;1685,95
2020-03-30;1710,92
2020-03-31;1689,22
2020-04-01;1663,03
2020-04-02;1665,79
2020-04-03;1642,37
2020-04-06;1642,84
2020-04-07;1652,67
2020-04-08;1624,8
2020-04-09;1645,76
2020-04-13;1660,46
2020-04-14;1663,18
2020-04-15;1675,51
2020-04-16;1712,29
2020-04-17;1747,4
2020-04-20;1745,12
2020-04-22;1780,9
2020-04-23;1770,94
2020-04-24;1725,95
2020-04-27;1679,76
2020-04-28;1672,83
2020-04-29;1737,79
2020-04-30;1742,97
2020-05-04;1703,23
2020-05-05;1745,45
2020-05-06;1713,38
2020-05-07;1718,48
2020-05-08;1688,08
2020-05-11;1675,82
2020-05-12;1697,66
2020-05-13;1654,67
2020-05-14;1617,45
2020-05-15;1652,57
2020-05-18;1676,04
2020-05-19;1688,15
2020-05-20;1700,35
2020-05-21;1705,31
2020-05-22;1727,48
2020-05-25;1759,56
2020-05-26;1777,36
2020-05-27;1746,65
2020-05-28;1734,26
2020-05-29;1749,23
2020-06-01;1741,29
2020-06-02;1753,81
2020-06-03;1763,9
2020-06-04;1771,51
2020-06-05;1786,79
2020-06-08;1781,21
2020-06-09;1778,7
2020-06-10;1784,87
2020-06-12;1789,82
2020-06-15;1784,36
2020-06-16;1813,02
2020-06-17;1805,69
2020-06-18;1795,84
2020-06-19;1793,7
2020-06-22;1781,64
2020-06-23;1779,53
2020-06-24;1777,42
2020-06-25;1765,24
2020-06-26;1786,2
2020-06-29;1776,84
2020-06-30;1792,53
2020-07-01;1808,35
2020-07-02;1821,72
2020-07-03;1832,58
2020-07-06;1857,01
2020-07-07;1846,91
2020-07-08;1836,88
2020-07-09;1845,19
2020-07-10;1869,28
2020-07-13;1888,78
2020-07-14;1878,5
2020-07-15;1886,98
2020-07-16;1887,58
2020-07-17;1912,51
2020-07-20;1930,15
2020-07-21;1917,05
2020-07-22;1925,86
2020-07-23;1926,45
2020-07-24;1940,8
2020-07-27;1938,23
2020-07-28;1947,03
2020-07-29;1955,87
2020-07-30;1945,28
2020-07-31;1984,92
2020-08-03;1985,91
2020-08-04;1986,41
2020-08-05;1992,58
2020-08-06;1956,61
2020-08-07;1970,92
2020-08-10;1957,93
2020-08-11;1928,12
2020-08-12;1906,89
2020-08-13;1920,95
2020-08-14;1878,44
2020-08-17;1889,75
2020-08-18;1927,91
2020-08-19;1933,73
2020-08-20;1874,87
2020-08-21;1915,39
2020-08-24;1937,69
2020-08-25;1916,25
2020-08-26;1911,81
2020-08-27;1917,63
2020-08-28;1920,76
2020-08-31;1907,92
2020-09-01;1900,28
2020-09-02;1911,44
2020-09-03;1909,17
2020-09-04;1928,52
2020-09-08;1902,33
2020-09-09;1916,65
2020-09-10;1909,0
2020-09-11;1893,38
2020-09-14;1899,45
2020-09-15;1891,88
2020-09-16;1884,37
2020-09-17;1866,37
2020-09-18;1866,82
2020-09-21;1810,87
2020-09-22;1836,87
2020-09-23;1837,31
2020-09-24;1826,25
2020-09-25;1852,6
2020-09-28;1864,22
2020-09-29;1798,22
2020-09-30;1811,42
2020-10-01;1822,17
2020-10-02;1845,84
2020-10-05;1793,66
2020-10-06;1824,55
2020-10-07;1802,38
2020-10-08;1792,94
2020-10-09;1820,89
2020-10-13;1843,19
2020-10-14;1846,46
2020-10-15;1826,66
2020-10-16;1827,34
2020-10-19;1846,69
2020-10-20;1857,7
2020-10-21;1855,79
2020-10-22;1848,73
2020-10-23;1851,99
2020-10-26;1836,56
2020-10-27;1832,24
2020-10-28;1807,73
2020-10-29;1821,11
2020-10-30;1821,89
2020-11-03;1836,8
2020-11-04;1837,58
2020-11-05;1843,47
2020-11-06;1857,76
2020-11-09;1901,4
2020-11-10;1902,23
2020-11-11;1861,23
2020-11-12;1867,22
2020-11-13;1852,56
2020-11-16;1872,26
2020-11-17;1849,64
2020-11-18;1847,67
2020-11-19;1830,45
2020-11-20;1846,31
2020-11-23;1829,68
2020-11-24;1832,8
2020-11-25;1845,39
2020-11-26;1851,28
2020-11-27;1875,25
2020-11-30;1887,41
2020-12-01;1890,81
2020-12-02;1907,36
2020-12-03;1908,15
2020-12-04;1930,18
2020-12-07;1945,37
2020-12-08;1937,2
2020-12-09;1948,82
2020-12-10;1968,66
2020-12-11;1977,73
2020-12-14;2004,6
2020-12-15;2019,42
2020-12-16;2031,75
2020-12-17;2044,15
2020-12-18;2039,61
2020-12-21;2031,1
2020-12-22;2054,83
2020-12-23;2061,38
2020-12-28;2068,82
2020-12-29;2075,65
2020-12-30;2082,49
2021-01-04;2092,89
2021-01-05;2088,21
2021-01-06;2057,8
2021-01-07;2064,58
2021-01-08;2057,14
2021-01-11;2031,63
2021-01-12;2026,86
2021-01-13;2050,51
2021-01-14;2048,86
2021-01-15;2052,87
2021-01-18;2045,24
2021-01-19;2051,35
2021-01-20;2015,48
2021-01-21;2024,28
2021-01-22;1997,15
2021-01-26;2014,97
2021-01-27;2010,15
2021-01-28;2021,71
2021-01-29;2055,78
2021-02-01;2076,54
2021-02-02;2057,17
2021-02-03;2060,49
2021-02-04;2078,02
2021-02-05;2067,14
2021-02-08;2068,04
2021-02-09;2053,58
2021-02-10;2042,83
2021-02-11;2060,14
2021-02-12;2049,35
2021-02-17;2034,35
2021-02-18;2046,29
2021-02-19;2033,13
2021-02-22;1996,34
2021-02-23;2024,55
2021-02-24;2014,31
2021-02-25;1979,69
2021-02-26;2007,64
2021-03-01;1982,17
2021-03-02;1958,81
2021-03-03;1956,92
2021-03-04;2036,51
2021-03-05;2004,27
2021-03-08;2027,96
2021-03-09;2009,51
2021-03-10;2032,28
2021-03-11;2050,43
2021-03-12;2023,65
2021-03-15;2034,09
2021-03-16;2043,29
2021-03-17;2027,58
2021-03-18;2047,84
2021-03-19;2021,1
2021-03-22;1977,03
2021-03-23;1959,25
2021-03-24;1960,12
2021-03-25;1908,7
2021-03-26;1957,67
2021-03-29;1957,3
2021-03-30;1982,24
2021-03-31;1964,55
2021-04-01;1968,18
2021-04-05;1965,81
2021-04-06;1966,79
2021-04-07;1957,18
2021-04-08;1968,75
2021-04-09;1965,34
2021-04-12;1964,78
2021-04-13;1960,4
2021-04-14;1945,52
2021-04-15;1946,43
2021-04-16;1962,79
2021-04-19;1969,17
2021-04-20;1948,67
2021-04-22;1952,13
2021-04-23;1976,48
2021-04-26;1980,23
2021-04-27;2010,34
2021-04-28;2004,65
2021-04-29;1994,4
2021-04-30;2008,37
2021-05-03;1966,55
2021-05-04;1980,31
2021-05-05;1949,2
2021-05-06;1949,72
2021-05-07;1934,62
2021-05-10;1953,74
2021-05-11;1951,98
2021-05-12;1960,36
2021-05-13;1960,89
2021-05-14;1961,42
2021-05-17;1949,75
2021-05-18;1982,08
2021-05-19;1930,54
2021-05-20;1954,66
2021-05-21;1955,43
2021-05-24;1957,08
2021-05-25;1960,47
2021-05-26;1950,87
2021-05-27;1949,04
2021-05-28;1957,63
2021-05-31;1969,78
2021-06-01;1983,75
2021-06-02;1976,61
2021-06-04;1991,07
2021-06-07;2006,09
2021-06-08;2004,2
2021-06-09;2009,59
2021-06-10;2005,1
2021-06-11;2000,62
2021-06-14;1989,27
2021-06-15;2003,42
2021-06-16;1993,48
2021-06-17;2023,59
2021-06-18;1986,94
2021-06-21;1983,11
2021-06-22;1973,3
2021-06-23;1981,88
2021-06-24;1990,49
2021-06-25;2001,8
2021-06-28;1984,89
2021-06-29;2012,13
2021-06-30;2002,19
2021-07-01;2000,26
2021-07-02;2006,29
2021-07-05;2013,11
2021-07-06;2011,16
2021-07-07;2022,57
2021-07-08;2017,17
2021-07-12;1992,71
2021-07-13;1993,39
2021-07-14;2002,01
2021-07-15;1994,77
2021-07-16;2022,15
2021-07-19;2018,66
2021-07-20;2030,21
2021-07-21;2031,05
2021-07-22;2026,53
2021-07-23;2024,69
2021-07-26;2024,94
2021-07-27;2007,26
2021-07-28;2000,28
2021-07-29;1998,57
2021-07-30;1994,25
2021-08-02;1983,28
2021-08-03;1958,3
2021-08-04;1998,25
2021-08-05;1993,93
2021-08-06;1948,26
2021-08-09;1955,48
2021-08-10;1941,56
2021-08-11;1950,16
2021-08-12;1935,83
2021-08-13;1911,59
2021-08-16;1891,07
2021-08-17;1881,9
2021-08-18;1877,69
2021-08-19;1834,8
2021-08-20;1852,3
2021-08-23;1873,08
2021-08-24;1886,01
2021-08-25;1896,57
2021-08-26;1940,57
2021-08-27;1926,19
2021-08-30;1935,33
2021-08-31;1923,51
2021-09-01;1911,77
2021-09-02;1915,02
2021-09-03;1913,29
2021-09-06;1899,98
2021-09-08;1891,28
2021-09-09;1868,34
2021-09-10;1905,99
2021-09-13;1927,89
2021-09-14;1916,3
2021-09-15;1927,18
2021-09-16;1928,17
2021-09-17;1911,71
2021-09-20;1891,74
2021-09-21;1929,9
2021-09-22;1920,9
2021-09-23;1924,39
2021-09-24;1885,89
2021-09-27;1890,56
2021-09-28;1881,28
2021-09-29;1892,17
2021-09-30;1888,42
2021-10-01;1877,39
2021-10-04;1892,23
2021-10-05;1883,62
2021-10-06;1863,0
2021-10-07;1883,46
2021-10-08;1886,03
2021-10-11;1866,79
2021-10-13;1880,67
2021-10-14;1886,62
2021-10-15;1865,97
2021-10-18;1850,87
2021-10-19;1820,99
2021-10-20;1835,86
2021-10-21;1767,36
2021-10-22;1777,22
2021-10-25;1787,93
2021-10-26;1768,24
2021-10-27;1773,52
2021-10-28;1760,94
2021-10-29;1735,13
2021-11-01;1791,29
2021-11-03;1754,36
2021-11-04;1842,65
2021-11-05;1822,54
2021-11-08;1817,75
2021-11-09;1842,12
2021-11-10;1834,72
2021-11-11;1857,07
2021-11-12;1851,09
2021-11-16;1868,57
2021-11-17;1841,14
2021-11-18;1853,92
2021-11-19;1862,02
2021-11-22;1861,87
2021-11-23;1848,66
2021-11-24;1868,62
2021-11-25;1879,17
2021-11-26;1864,08
2021-11-29;1868,85
2021-11-30;1881,85
2021-12-01;1904,63
2021-12-02;1864,88
2021-12-03;1889,83
2021-12-06;1887,43
2021-12-07;1881,3
2021-12-08;1891,96
2021-12-09;1912,39
2021-12-10;1906,55
2021-12-13;1943,04
2021-12-14;1939,09
2021-12-15;1915,57
2021-12-16;1928,6
2021-12-17;1902,63
2021-12-20;1875,52
2021-12-21;1902,68
2021-12-22;1905,91
2021-12-23;1923,72
2021-12-27;1896,62
2021-12-28;1902,19
2021-12-29;1898,15
2021-12-30;1896,51
2022-01-03;1884,45
2022-01-04;1880,46
2022-01-05;1869,39
2022-01-06;1832,8
2022-01-07;1826,64
2022-01-10;1816,66
2022-01-11;1796,42
2022-01-12;1790,48
2022-01-13;1789,05
2022-01-14;1805,68
2022-01-17;1804,75
2022-01-18;1798,63
2022-01-19;1799,3
2022-01-20;1802,22
2022-01-21;1793,86
2022-01-24;1810,86
2022-01-25;1818,35
2022-01-26;1819,01
2022-01-27;1799,98
2022-01-28;1816,55
2022-01-31;1808,83
2022-02-01;1830,06
2022-02-02;1828,49
2022-02-03;1838,4
2022-02-04;1832,23
2022-02-07;1833,61
2022-02-08;1838,93
2022-02-09;1844,11
2022-02-10;1819,65
2022-02-11;1820,37
2022-02-14;1814,92
2022-02-15;1822,45
2022-02-16;1846,33
2022-02-17;1835,83
2022-02-18;1820,85
2022-02-21;1807,16
2022-02-22;1819,43
2022-02-23;1806,87
2022-02-24;1790,24
2022-02-25;1820,43
2022-03-02;1823,89
2022-03-03;1804,6
2022-03-04;1805,62
2022-03-07;1783,33
2022-03-08;1786,55
2022-03-09;1805,39
2022-03-10;1790,79
2022-03-11;1810,73
2022-03-14;1786,34
2022-03-15;1802,96
2022-03-16;1799,46
2022-03-17;1798,18
2022-03-18;1808,07
2022-03-21;1819,1
2022-03-22;1826,84
2022-03-23;1852,86
2022-03-24;1856,13
2022-03-25;1901,34
2022-03-28;1922,78
2022-03-29;1919,21
2022-03-30;1901,46
2022-03-31;1909,74
2022-04-01;1906,2
2022-04-04;1930,35
2022-04-05;1931,56
2022-04-06;1911,35
2022-04-07;1926,8
2022-04-08;1928,23
2022-04-11;1910,28
2022-04-12;1895,24
2022-04-13;1896,64
2022-04-14;1884,05
2022-04-18;1879,92
2022-04-19;1901,78
2022-04-20;1898,0
2022-04-22;1885,39
2022-04-25;1894,22
2022-04-26;1899,79
2022-04-27;1900,69
2022-04-28;1896,05
2022-04-29;1901,74
2022-05-02;1901,6
2022-05-03;1895,62
2022-05-04;1878,1
2022-05-05;1904,65
2022-05-06;1884,74
2022-05-09;1873,1
2022-05-10;1885,63
2022-05-11;1863,32
2022-05-12;1864,4
2022-05-13;1883,83
2022-05-16;1895,12
2022-05-17;1926,25
2022-05-18;1917,54
2022-05-19;1920,6
2022-05-20;1916,62
2022-05-23;1924,95
2022-05-24;1897,62
2022-05-25;1882,95
2022-05-26;1897,59
2022-05-27;1910,0
2022-05-30;1911,52
2022-05-31;1900,67
2022-06-01;1906,11
2022-06-02;1899,94
2022-06-03;1900,73
2022-06-06;1906,88
2022-06-07;1893,79
2022-06-08;1889,98
2022-06-09;1916,74
2022-06-10;1922,13
2022-06-13;1900,17
2022-06-14;1917,14
2022-06-15;1908,56
2022-06-17;1916,78
2022-06-20;1937,18
2022-06-21;1928,62
2022-06-22;1917,78
2022-06-23;1911,65
2022-06-24;1912,49
2022-06-27;1907,87
2022-06-28;1881,22
2022-06-29;1879,84
2022-06-30;1885,29
2022-07-01;1893,04
2022-07-04;1876,61
2022-07-05;1868,45
2022-07-06;1862,58
2022-07-07;1858,98
2022-07-08;1850,07
2022-07-11;1807,68
2022-07-12;1815,07
2022-07-13;1829,07
2022-07-14;1821,14
2022-07-15;1855,17
2022-07-18;1854,48
2022-07-19;1821,39
2022-07-20;1812,74
2022-07-21;1823,73
2022-07-22;1832,58
2022-07-25;1836,31
2022-07-26;1827,58
2022-07-27;1805,66
2022-07-28;1816,57
2022-07-29;1820,99
2022-08-01;1822,44
2022-08-02;1826,87
2022-08-03;1820,37
2022-08-04;1837,95
2022-08-05;1880,34
2022-08-08;1884,1
2022-08-09;1901,99
2022-08-10;1892,91
2022-08-11;1906,6
2022-08-12;1892,95
2022-08-15;1908,08
2022-08-16;1936,04
2022-08-17;1899,55
2022-08-18;1920,44
2022-08-19;1902,42
2022-08-22;1902,43
2022-08-23;1900,45
2022-08-24;1914,44
2022-08-25;1909,54
2022-08-26;1914,35
2022-08-29;1898,23
2022-08-30;1887,16
2022-08-31;1887,4
2022-09-01;1885,39
2022-09-02;1917,39
2022-09-05;1917,22
2022-09-06;1915,16
2022-09-08;1926,65
2022-09-09;1931,02
2022-09-12;1923,88
2022-09-13;1903,57
2022-09-14;1887,99
2022-09-15;1885,96
2022-09-16;1897,58
2022-09-19;1891,03
2022-09-20;1911,75
2022-09-21;1928,1
2022-09-22;1937,66
2022-09-23;1928,82
2022-09-26;1913,04
2022-09-27;1954,78
2022-09-28;1914,37
2022-09-29;1916,88
2022-09-30;1933,11
2022-10-03;1981,78
2022-10-04;1958,58
2022-10-05;1942,58
2022-10-06;1949,74
2022-10-07;1931,55
2022-10-10;1926,8
2022-10-11;1916,15
2022-10-13;1929,88
2022-10-14;1923,29
2022-10-17;1933,08
2022-10-18;1929,15
2022-10-19;1925,23
2022-10-20;1932,72
2022-10-21;1926,52
2022-10-24;1925,29
2022-10-25;1930,49
2022-10-26;1934,17
2022-10-27;1930,32
2022-10-28;1910,64
2022-10-31;1916,41
2022-11-01;1946,73
2022-11-03;1940,85
2022-11-04;1936,99
2022-11-07;1922,34
2022-11-08;1900,56
2022-11-09;1910,23
2022-11-10;1838,49
2022-11-11;1832,83
2022-11-14;1906,7
2022-11-16;1874,51
2022-11-17;1846,91
2022-11-18;1913,75
2022-11-21;1894,94
2022-11-22;1886,81
2022-11-23;1850,37
2022-11-24;1875,06
2022-11-25;1858,94
2022-11-28;1864,77
2022-11-29;1878,69
2022-11-30;1906,04
2022-12-01;1909,07
2022-12-02;1941,4
2022-12-05;1918,08
2022-12-06;1903,24
2022-12-07;1890,75
2022-12-08;1871,81
2022-12-09;1890,24
2022-12-12;1860,87
2022-12-13;1846,47
2022-12-14;1819,48
2022-12-15;1856,5
2022-12-16;1837,96
2022-12-19;1835,13
2022-12-20;1838,04
2022-12-21;1858,14
2022-12-22;1839,61
2022-12-23;1874,88
2022-12-26;1875,54
2022-12-27;1878,43
2022-12-28;1901,09
2022-12-29;1917,33
2023-01-02;1890,56
2023-01-03;1882,53
2023-01-04;1859,42
2023-01-05;1873,09
2023-01-06;1873,81
2023-01-09;1859,93
2023-01-10;1878,74
2023-01-11;1888,29
2023-01-12;1928,88
2023-01-13;1914,15
2023-01-16;1913,47
2023-01-17;1903,22
2023-01-18;1910,61
2023-01-19;1863,48
2023-01-20;1898,97
2023-01-23;1867,8
2023-01-24;1859,99
2023-01-25;1886,9
2023-01-26;1868,24
2023-01-27;1862,6
2023-01-30;1868,37
2023-01-31;1852,06
2023-02-01;1852,86
2023-02-02;1868,62
2023-02-03;1831,21
2023-02-06;1836,88
2023-02-07;1871,7
2023-02-08;1863,93
2023-02-09;1877,16
2023-02-10;1854,42
2023-02-13;1870,78
2023-02-14;1882,31
2023-02-15;1883,1
2023-02-16;1892,76
2023-02-17;1911,21
2023-02-22;1907,86
2023-02-23;1893,65
2023-02-24;1890,33
2023-02-27;1894,28
2023-02-28;1875,87
2023-03-01;1866,17
2023-03-02;1867,16
2023-03-03;1857,52
2023-03-06;1874,42
2023-03-07;1866,87
2023-03-08;1863,61
2023-03-09;1888,1
2023-03-10;1888,02
2023-03-13;1903,15
2023-03-14;1897,7
2023-03-15;1879,39
2023-03-16;1899,66
2023-03-17;1900,58
2023-03-20;1915,44
2023-03-21;1909,85
2023-03-22;1904,27
2023-03-23;1922,6
2023-03-24;1947,75
2023-03-27;1940,91
2023-03-28;1964,07
2023-03-29;1969,49
2023-03-30;1968,21
2023-03-31;1962,46
2023-04-03;1951,02
2023-04-04;1969,79
2023-04-05;1966,27
2023-04-06;1976,18
2023-04-10;1967,39
2023-04-11;1969,72
2023-04-12;1970,65
2023-04-13;1973,81
2023-04-14;2001,79
2023-04-17;2012,52
2023-04-18;2022,5
2023-04-19;1975,74
2023-04-20;1992,28
2023-04-24;1998,65
2023-04-25;2017,67
2023-04-26;2013,92
2023-04-27;2035,63
2023-04-28;2015,83
2023-05-02;2020,06
2023-05-03;2025,48
2023-05-04;2028,62
2023-05-05;2027,17
2023-05-08;2054,14
2023-05-09;2048,03
2023-05-10;2041,95
2023-05-11;2066,0
2023-05-12;2077,33
2023-05-15;2090,85
2023-05-16;2110,65
2023-05-17;2090,09
2023-05-18;2121,83
2023-05-19;2110,67
2023-05-22;2121,7
2023-05-23;2105,8
2023-05-24;2132,92
2023-05-25;2143,39
2023-05-26;2135,96
2023-05-29;2156,56
2023-05-30;2162,15
2023-05-31;2145,85
2023-06-01;2141,73
2023-06-02;2156,99
2023-06-05;2165,52
2023-06-06;2190,81
2023-06-07;2206,78
2023-06-09;2180,35
2023-06-12;2188,68
2023-06-13;2162,36
2023-06-14;2155,7
2023-06-15;2185,64
2023-06-16;2164,09
2023-06-19;2184,16
2023-06-20;2187,1
2023-06-21;2182,67
2023-06-22;2205,35
2023-06-23;2203,35
2023-06-26;2211,3
2023-06-27;2209,29
2023-06-28;2193,88
2023-06-29;2182,01
2023-06-30;2221,94
2023-07-03;2254,9
2023-07-04;2240,14
2023-07-05;2223,0
2023-07-06;2210,96
2023-07-07;2231,28
2023-07-10;2219,07
2023-07-11;2207,26
2023-07-12;2230,03
2023-07-13;2225,44
2023-07-14;2228,34
2023-07-17;2221,41
2023-07-18;2226,92
2023-07-19;2224,97
2023-07-20;2220,54
2023-07-21;2228,53
2023-07-24;2226,72
2023-07-25;2234,72
2023-07-26;2227,63
2023-07-27;2218,23
2023-07-28;2238,64
2023-07-31;2236,77
2023-08-01;2244,79
2023-08-02;2255,35
2023-08-03;2260,91
2023-08-04;2251,37
2023-08-07;2252,0
2023-08-08;2260,06
2023-08-09;2260,58
2023-08-10;2266,14
2023-08-11;2275,03
2023-08-14;2260,61
2023-08-15;2271,24
2023-08-16;2274,34
2023-08-17;2262,3
2023-08-18;2265,39
2023-08-21;2246,14
2023-08-22;2249,21
2023-08-23;2247,29
2023-08-24;2232,96
2023-08-25;2231,07
2023-08-28;2240,32
2023-08-29;2240,97
2023-08-30;2246,59
2023-08-31;2227,45
2023-09-01;2208,5
2023-09-04;2216,86
2023-09-05;2202,88
2023-09-06;2205,97
2023-09-08;2206,81
2023-09-11;2212,71
2023-09-12;2210,33
2023-09-13;2208,54
2023-09-14;2204,32
2023-09-15;2197,68
2023-09-18;2203,84
2023-09-19;2192,51
2023-09-20;2195,67
2023-09-21;2189,2
2023-09-22;2199,59
2023-09-25;2186,46
2023-09-26;2170,49
2023-09-27;2112,13
2023-09-28;2122,1
2023-09-29;2153,21
2023-10-02;2154,38
2023-10-03;2138,67
2023-10-04;2134,71
2023-10-05;2128,44
2023-10-06;2124,52
2023-10-09;2137,31
2023-10-10;2168,57
2023-10-11;2172,9
2023-10-13;2161,94
2023-10-16;2151,25
2023-10-17;2173,17
2023-10-18;2152,65
2023-10-19;2151,01
2023-10-20;2119,19
2023-10-23;2115,72
2023-10-24;2134,9
2023-10-25;2142,57
2023-10-26;2131,67
2023-10-27;2157,66
2023-10-30;2158,72
2023-10-31;2152,37
2023-11-01;2143,72
2023-11-03;2156,25
2023-11-06;2164,33
2023-11-07;2165,01
2023-11-08;2170,39
2023-11-09;2187,61
2023-11-10;2180,63
2023-11-13;2172,19
2023-11-14;2170,49
2023-11-16;2192,63
2023-11-17;2214,81
2023-11-20;2203,97
2023-11-21;2197,52
2023-11-22;2205,37
2023-11-23;2196,54
2023-11-24;2190,13
2023-11-27;2191,25
2023-11-28;2196,69
2023-11-29;2218,96
2023-11-30;2193,46
2023-12-01;2194,17
2023-12-04;2207,19
2023-12-05;2205,52
2023-12-06;2218,16
2023-12-07;2209,32
2023-12-08;2200,52
2023-12-11;2204,04
2023-12-12;2204,36
2023-12-13;2212,19
2023-12-14;2251,34
2023-12-15;2249,61
2023-12-18;2260,63
2023-12-19;2266,27
2023-12-20;2279,27
2023-12-21;2272,68
2023-12-22;2288,17
2023-12-26;2301,03
2023-12-27;2291,93
2023-12-28;2282,88
2024-01-02;2286,83
2024-01-03;2290,14
2024-01-04;2290,99
2024-01-05;2282,06
2024-01-08;2290,99
2024-01-09;2269,9
2024-01-10;2258,66
2024-01-11;2263,1
2024-01-12;2266,42
2024-01-15;2272,98
2024-01-16;2254,47
2024-01-17;2245,69
2024-01-18;2248,89
2024-01-19;2247,3
2024-01-22;2246,34
2024-01-23;2249,54
2024-01-24;2255,14
2024-01-25;2246,37
2024-01-26;2251,96
2024-01-29;2250,49
2024-01-30;2256,05
2024-01-31;2247,26
2024-02-01;2250,42
2024-02-02;2263,16
2024-02-05;2259,7
2024-02-06;2265,26
2024-02-07;2268,44
2024-02-08;2257,93
2024-02-09;2261,12
2024-02-14;2255,98
2024-02-15;2268,75
2024-02-16;2267,44
2024-02-19;2262,5
2024-02-20;2265,98
2024-02-21;2274,26
2024-02-22;2270,54
2024-02-23;2266,84
2024-02-26;2266,7
2024-02-27;2260,63
2024-02-28;2266,99
2024-02-29;2263,34
2024-03-01;2266,85
2024-03-04;2259,69
2024-03-05;2263,2
2024-03-06;2261,94
2024-03-07;2267,84
2024-03-08;2257,08
2024-03-11;2261,82
2024-03-12;2275,47
2024-03-13;2267,08
2024-03-14;2268,24
2024-03-15;2264,64
2024-03-18;2263,21
2024-03-19;2240,28
2024-03-20;2247,98
2024-03-21;2260,44
2024-03-22;2244,59
2024-03-25;2252,6
2024-03-26;2241,51
2024-03-27;2237,75
2024-03-28;2240,77
2024-04-01;2237,28
2024-04-02;2230,96
2024-04-03;2238,64
2024-04-04;2234,65
2024-04-05;2233,01
2024-04-08;2224,74
2024-04-09;2237,04
2024-04-10;2243,4
2024-04-11;2207,01
2024-04-12;2221,45
2024-04-15;2213,09
2024-04-16;2197,85
2024-04-17;2196,35
2024-04-18;2213,13
2024-04-19;2225,43
2024-04-22;2212,91
2024-04-23;2204,54
2024-04-24;2203,04
2024-04-25;2206,11
2024-04-26;2202,32
2024-04-29;2196,69
2024-04-30;2195,2
2024-05-02;2175,91
2024-05-03;2174,44
2024-05-06;2184,7
2024-05-07;2172,0
2024-05-08;2179,51
2024-05-09;2151,3
2024-05-10;2202,11
2024-05-13;2192,15
2024-05-14;2199,74
2024-05-15;2191,51
2024-05-16;2205,87
2024-05-17;2208,93
2024-05-20;2207,95
2024-05-21;2222,41
2024-05-22;2202,72
2024-05-23;2217,13
2024-05-24;2224,77
2024-05-27;2214,66
2024-05-28;2213,18
2024-05-29;2198,63
2024-05-31;2208,78
2024-06-03;2210,19
2024-06-04;2208,75
2024-06-05;2207,31
2024-06-06;2192,38
2024-06-07;2202,19
2024-06-10;2194,61
2024-06-11;2191,9
2024-06-12;2166,08
2024-06-13;2144,97
2024-06-14;2170,01
2024-06-17;2173,58
2024-06-18;2172,15
2024-06-19;2172,94
2024-06-20;2193,74
2024-06-21;2187,83
2024-06-24;2189,11
2024-06-25;2185,45
2024-06-26;2175,16
2024-06-27;2177,72
2024-06-28;2167,44
2024-07-01;2157,65
2024-07-02;2143,14
2024-07-03;2150,42
2024-07-04;2177,49
2024-07-05;2187,1
2024-07-08;2203,86
2024-07-09;2200,15
2024-07-10;2206,14
2024-07-11;2222,55
2024-07-12;2236,8
2024-07-15;2235,55
2024-07-16;2240,85
2024-07-17;2234,82
2024-07-18;2240,12
2024-07-19;2229,58
2024-07-22;2233,07
2024-07-23;2229,33
2024-07-24;2207,69
2024-07-25;2210,69
2024-07-26;2218,32
2024-07-29;2224,08
2024-07-30;2233,86
2024-07-31;2232,4
2024-08-01;2233,19
2024-08-02;2258,89
2024-08-05;2280,78
2024-08-06;2297,75
2024-08-07;2277,76
2024-08-08;2264,82
2024-08-09;2305,5
2024-08-12;2330,26
2024-08-13;2335,79
2024-08-14;2336,61
2024-08-15;2330,37
2024-08-16;2337,98
2024-08-19;2326,81
2024-08-20;2292,5
2024-08-21;2290,75
2024-08-22;2277,55
2024-08-23;2296,47
2024-08-26;2292,45
2024-08-27;2279,25
2024-08-28;2279,71
2024-08-29;2259,8
2024-08-30;2258,09
2024-09-02;2245,14
2024-09-03;2259,21
2024-09-04;2244,01
2024-09-05;2258,06
2024-09-06;2279,01
2024-09-09;2261,44
2024-09-10;2265,94
2024-09-11;2266,47
2024-09-12;2253,48
2024-09-13;2247,28
2024-09-16;2243,75
2024-09-17;2235,8
2024-09-18;2250,16
2024-09-19;2246,66
2024-09-20;2225,4
2024-09-23;2198,65
2024-09-24;2241,48
