IFIX - 2024
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;3.320,47;3.366,50;3.403,41;;;3.318,84;3.365,60;;3.278,30;3.198,38;
2;3.314,09;3.332,88;;3.406,57;3.376,40;;3.305,51;3.368,97;3.389,32;3.278,86;;3.103,42
3;3.324,41;;;3.412,02;3.391,61;3.371,58;3.302,82;;3.383,71;3.271,60;;3.072,12
4;3.320,38;;3.364,83;3.414,28;;3.364,04;3.323,67;;3.385,35;3.276,30;3.187,13;3.023,45
5;3.324,23;3.327,93;3.366,96;3.422,18;;3.356,08;3.341,64;3.352,64;3.382,37;;3.187,61;2.965,49
6;;3.332,48;3.365,18;;3.392,61;3.358,89;;3.347,44;3.386,56;;3.179,90;3.017,96
7;;3.340,69;3.371,76;;3.394,53;3.358,85;;3.349,29;;3.275,80;3.184,21;
8;3.327,10;3.339,78;3.382,28;3.421,87;3.398,10;;3.347,36;3.345,06;;3.256,99;3.195,85;
9;3.324,90;3.351,99;;3.420,76;3.389,27;;3.349,16;3.349,97;3.382,23;3.232,13;;2.998,97
10;3.324,85;;;3.418,43;3.397,79;3.345,21;3.349,04;;3.371,90;3.209,87;;2.965,16
11;3.318,09;;3.374,45;3.417,57;;3.334,98;3.350,64;;3.367,28;3.216,81;3.168,10;2.947,01
12;3.325,70;;3.368,76;3.423,95;;3.320,42;3.370,07;3.352,25;3.358,49;;3.154,66;2.947,07
13;;;3.367,44;;3.376,50;3.295,71;;3.355,20;3.364,30;;3.146,58;2.974,64
14;;3.342,91;3.365,68;;3.367,72;3.312,59;;3.363,10;;3.228,39;3.151,40;
15;3.332,17;3.349,19;3.367,01;3.412,68;3.372,59;;3.375,26;3.374,02;;3.233,72;;
16;3.334,51;3.350,11;;3.402,52;3.379,54;;3.382,99;3.385,46;3.360,72;3.233,65;;2.957,28
17;3.332,51;;;3.391,31;3.392,31;3.305,93;3.388,10;;3.353,66;3.230,34;;2.923,84
18;3.329,82;;3.374,01;3.386,78;;3.301,41;3.382,64;;3.350,15;3.236,05;3.157,25;2.887,65
19;3.340,16;3.357,03;3.373,64;3.391,17;;3.300,19;3.391,72;3.382,02;3.340,62;;3.162,99;2.878,39
20;;3.357,64;3.378,25;;3.391,26;3.301,49;;3.382,52;3.333,57;;;2.946,66
21;;3.356,04;3.381,26;;3.386,75;3.299,38;;3.381,82;;3.217,91;3.161,92;
22;3.334,06;3.354,50;3.393,14;3.380,00;3.383,74;;3.390,99;3.378,64;;3.207,80;3.175,86;
23;3.330,06;3.363,24;;3.373,24;3.374,75;;3.386,19;3.388,44;3.311,97;3.179,22;;3.020,57
24;3.324,42;;;3.365,41;3.379,01;3.296,23;3.381,51;;3.303,53;3.169,03;;
25;3.324,32;;3.390,05;3.360,86;;3.301,23;3.375,00;;3.293,73;3.181,65;3.181,41;
26;3.331,59;3.352,02;3.392,25;3.366,74;;3.311,05;3.375,85;3.386,89;3.294,14;;3.184,15;3.068,92
27;;3.346,00;3.395,41;;3.374,83;3.328,12;;3.383,92;3.309,13;;3.171,36;3.112,72
28;;3.343,32;3.408,15;;3.363,68;3.347,33;;3.381,68;;3.189,83;3.138,55;
29;3.329,25;3.360,00;;3.374,93;3.371,11;;3.353,38;3.385,87;;3.197,08;3.137,33;
30;3.327,55;;;3.381,79;;;3.358,40;3.393,55;3.305,97;3.206,86;;3.116,28
31;3.333,51;;;;3.382,34;;3.364,78;;;3.204,84;;
MÍNIMO;3.314,09;3.320,47;3.364,83;3.360,86;3.363,68;3.295,71;3.302,82;3.345,06;3.293,73;3.169,03;3.137,33;2.878,39
MÍNIMO;3.340,16;3.363,24;3.408,15;3.423,95;3.398,10;3.371,58;3.391,72;3.393,55;3.389,32;3.278,86;3.198,38;3.116,28
