IDIV - 2011
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;2.516,71;2.493,79;2.692,87;;2.603,10;2.659,08;2.537,12;2.662,19;;2.715,24;2.820,72
2;;2.484,69;2.519,93;;2.623,90;2.625,81;;2.513,86;2.626,75;;;2.786,60
3;2.604,68;2.477,89;2.544,91;;2.594,56;2.641,76;;2.494,46;;2.538,97;2.727,72;
4;2.616,95;2.436,48;2.551,36;2.700,41;2.584,61;;2.669,12;2.415,04;;2.522,84;2.739,03;
5;2.640,95;;;2.702,34;2.623,20;;2.653,75;2.431,39;2.575,03;2.539,05;;2.802,45
6;2.616,08;;;2.681,01;2.666,86;2.619,78;2.640,74;;2.613,04;2.563,82;;2.837,91
7;2.606,17;2.457,17;;2.671,56;;2.625,23;2.608,91;;;2.542,45;2.754,11;2.813,79
8;;2.471,19;;2.646,91;;2.620,71;2.583,84;2.301,47;2.647,05;;2.744,70;2.804,00
9;;2.418,71;2.550,09;;2.661,79;2.620,18;;2.371,27;2.583,64;;2.732,74;2.820,45
10;2.602,63;2.411,22;2.526,83;;2.656,35;2.588,32;;2.361,32;;2.608,09;2.717,42;
11;2.617,48;2.447,07;2.549,26;2.637,41;2.637,11;;2.559,01;2.408,51;;2.602,11;2.756,78;
12;2.640,11;;;2.605,56;2.653,13;;2.545,38;2.409,45;2.582,10;;;2.809,53
13;2.636,54;;;2.598,86;2.625,48;2.580,03;2.573,85;;2.580,99;2.619,50;;2.831,27
14;2.649,60;2.458,66;2.579,45;2.588,08;;2.595,06;2.561,43;;2.611,97;2.623,73;2.755,70;2.819,74
15;;2.474,39;2.581,40;2.586,19;;2.579,96;2.540,72;2.458,99;2.609,21;;;2.835,90
16;;2.533,47;2.515,57;;2.616,39;2.557,23;;2.477,90;2.656,25;;2.784,66;2.832,58
17;2.639,45;2.536,69;2.520,00;;2.634,94;2.565,81;;2.501,50;;2.620,23;2.739,68;
18;2.621,69;2.555,64;2.541,24;2.594,25;2.610,43;;2.535,17;2.476,69;;2.669,74;2.724,40;
19;2.601,96;;;2.608,38;2.610,39;;2.551,07;2.465,77;2.662,24;2.674,70;;2.834,12
20;2.590,53;;;2.626,17;2.610,13;2.584,57;2.546,32;;2.655,05;2.647,52;;2.881,11
21;2.566,78;2.540,03;2.547,48;;;2.605,32;2.555,50;;2.651,87;2.682,93;2.707,72;2.880,17
22;;2.520,93;2.580,98;;;2.592,61;2.559,80;2.459,18;2.563,14;;2.691,18;2.895,76
23;;2.512,89;2.585,81;;2.603,23;;;2.505,25;2.550,78;;2.677,37;2.917,16
24;2.586,50;2.497,01;2.596,69;;2.641,40;2.600,60;;2.507,28;;2.704,64;2.686,51;
25;;2.490,10;2.605,37;2.626,42;2.638,97;;2.541,78;2.495,60;;2.683,74;2.691,46;
26;2.583,85;;;2.637,35;2.636,86;;2.533,76;2.495,24;2.561,81;2.701,50;;2.917,22
27;2.555,42;;;2.624,97;2.641,68;2.606,53;2.494,01;;2.567,89;2.715,31;;2.938,91
28;2.506,01;2.518,83;2.587,95;2.611,47;;2.630,01;2.532,51;;2.557,38;2.722,18;2.717,66;2.909,75
29;;;2.603,88;2.618,90;;2.639,05;2.542,75;2.547,11;2.570,68;;2.706,51;2.926,66
30;;;2.633,39;;2.625,62;2.637,01;;2.567,60;2.576,70;;2.772,47;
31;2.501,51;;2.655,40;;2.639,26;;;2.627,02;;2.721,05;;
MÍNIMO;2.501,51;2.411,22;2.493,79;2.586,19;2.584,61;2.557,23;2.494,01;2.301,47;2.550,78;2.522,84;2.677,37;2.786,60
MÍNIMO;2.649,60;2.555,64;2.655,40;2.702,34;2.666,86;2.641,76;2.669,12;2.627,02;2.662,24;2.722,18;2.784,66;2.938,91
