IDIV - 2023
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;7.465,51;7.030,24;;;7.272,42;;8.012,00;7.940,76;;7.811,75;8.518,07
2;6.982,97;7.304,76;6.994,55;;6.982,96;7.403,98;;8.011,88;;7.860,88;;
3;6.864,69;7.233,91;7.026,84;6.843,43;6.990,13;;7.882,00;8.016,58;;7.774,67;7.996,27;
4;6.947,87;;;6.877,53;6.978,85;;7.857,78;7.958,02;7.946,54;7.754,56;;8.467,61
5;7.072,03;;;6.818,20;7.147,11;7.408,72;7.871,04;;7.912,05;7.721,48;;8.513,60
6;7.133,53;7.257,65;7.052,74;6.819,90;;7.513,81;7.775,29;;7.841,29;7.759,77;8.058,82;8.446,22
7;;7.191,72;7.018,74;;;7.564,03;7.846,25;7.930,73;;;8.100,80;8.453,35
8;;7.295,36;7.127,25;;7.174,27;;;7.881,46;7.814,41;;8.092,55;8.520,33
9;7.184,20;7.117,05;7.017,40;;7.215,75;7.700,40;;7.819,42;;7.802,11;8.076,55;
10;7.280,93;7.177,00;6.934,48;6.897,28;7.220,76;;7.799,93;7.825,44;;7.874,79;8.187,08;
11;7.389,14;;;7.118,23;7.255,05;;7.764,75;7.849,46;7.914,98;7.891,60;;8.517,74
12;7.371,13;;;7.191,73;7.246,90;7.729,27;7.800,78;;7.986,69;;;8.509,90
13;7.315,52;7.223,62;6.906,04;7.183,17;;7.671,02;7.908,02;;7.974,36;7.814,38;8.181,86;8.675,17
14;;7.178,45;6.921,90;7.178,68;;7.825,73;7.823,03;7.816,39;8.059,13;;8.356,52;8.739,04
15;;7.252,24;6.895,67;;7.266,80;7.812,14;;7.774,92;8.073,99;;;8.734,22
16;7.225,04;7.263,86;6.901,63;;7.203,53;7.775,71;;7.791,44;;7.869,18;8.471,19;
17;7.378,54;7.241,49;6.789,42;7.178,56;7.261,82;;7.839,27;7.749,44;;7.811,51;8.458,04;
18;7.449,04;;;7.196,90;7.305,67;;7.811,06;7.763,17;8.026,92;7.706,96;;8.781,40
19;7.498,29;;;7.091,22;7.348,34;7.866,73;7.768,70;;8.020,40;7.726,91;;8.848,53
20;7.467,60;;6.724,12;7.116,87;;7.880,38;7.784,51;;8.087,97;7.675,49;8.474,85;8.811,77
21;;;6.703,96;;;7.933,45;7.864,94;7.717,13;7.976,15;;8.459,05;8.897,97
22;;7.101,23;6.685,48;;7.342,44;7.817,28;;7.821,70;7.952,10;;8.459,62;8.948,86
23;7.458,52;7.137,93;6.596,82;;7.329,88;7.847,87;;7.899,58;;7.660,39;8.466,72;
24;7.511,64;7.025,76;6.658,53;7.078,32;7.267,21;;7.942,36;7.843,51;;7.705,96;8.390,57;
25;7.593,34;;;7.019,45;7.299,57;;8.017,74;7.802,52;7.950,33;7.654,91;;
26;7.619,56;;;6.976,08;7.360,52;7.815,14;8.065,82;;7.847,15;7.764,36;;9.006,97
27;7.501,96;7.034,72;6.714,92;7.029,87;;7.781,48;7.900,40;;7.822,78;7.689,49;8.421,66;9.040,84
28;;7.002,88;6.791,97;7.128,36;;7.720,88;7.925,44;7.879,73;7.894,96;;8.469,30;9.073,81
29;;;6.806,02;;7.344,25;7.847,75;;7.962,73;7.917,06;;8.443,80;
30;7.502,13;;6.920,75;;7.249,83;7.819,28;;7.936,66;;7.652,43;8.487,83;
31;7.575,05;;6.861,77;;7.187,92;;8.041,50;7.813,65;;7.667,73;;
MÍNIMO;6.864,69;7.002,88;6.596,82;6.818,20;6.978,85;7.272,42;7.764,75;7.717,13;7.814,41;7.652,43;7.811,75;8.446,22
MÍNIMO;7.619,56;7.465,51;7.127,25;7.196,90;7.360,52;7.933,45;8.065,82;8.016,58;8.087,97;7.891,60;8.487,83;9.073,81
