IFIX - 2014
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;;;1.335,17;;;1.387,99;1.410,03;1.413,51;1.421,51;;1.354,97
2;1.376,31;;;1.336,60;1.359,12;1.368,05;1.390,58;;1.418,07;1.420,16;;1.351,08
3;1.374,91;1.265,54;;1.338,64;;1.366,52;1.390,76;;1.418,18;1.412,19;1.398,45;1.343,45
4;;1.256,79;;1.339,14;;1.368,08;1.389,25;1.402,19;1.420,67;;1.396,22;1.341,81
5;;1.250,37;1.339,55;;1.357,66;1.369,85;;1.397,56;1.415,76;;1.391,95;1.343,84
6;1.374,54;1.241,30;1.337,75;;1.357,10;1.372,81;;1.393,90;;1.414,58;1.386,47;
7;1.374,34;1.238,36;1.337,25;1.340,29;1.355,60;;1.386,06;1.392,72;;1.418,92;1.383,83;
8;1.370,32;;;1.337,38;1.358,08;;1.391,00;1.390,25;1.412,31;1.416,17;;1.336,17
9;1.363,67;;;1.336,22;1.358,24;1.371,70;;;1.413,96;1.416,88;;1.331,27
10;1.349,92;1.231,30;1.327,47;1.336,21;;1.372,16;1.388,36;;1.412,52;1.419,32;1.377,18;1.331,18
11;;1.233,91;1.329,65;1.337,62;;1.372,33;1.387,20;1.391,82;1.414,92;;1.366,53;1.330,02
12;;1.234,49;1.327,98;;1.357,77;;;1.389,80;1.414,03;;1.361,40;1.321,80
13;1.348,09;1.237,50;1.323,42;;1.357,74;1.375,80;;1.392,70;;1.419,08;1.352,21;
14;1.347,07;1.243,78;1.321,58;1.343,55;1.361,40;;1.390,27;1.391,48;;1.421,24;1.349,87;
15;1.347,01;;;1.346,13;1.363,20;;1.391,82;1.397,15;1.417,65;1.419,86;;1.320,72
16;1.335,21;;;1.343,47;1.360,47;1.375,30;1.389,69;;1.418,49;1.416,78;;1.304,15
17;1.332,07;1.247,78;1.322,54;1.344,76;;1.376,44;1.392,95;;1.422,02;1.419,97;1.347,11;1.312,56
18;;1.251,43;1.323,29;;;1.376,06;1.394,02;1.394,97;1.424,14;;1.345,11;1.318,20
19;;1.256,96;1.324,90;;1.360,43;;;1.396,90;1.418,66;;1.341,43;1.323,46
20;1.329,05;1.259,54;1.323,39;;1.358,59;1.374,37;;1.393,05;;1.416,45;;
21;1.318,76;1.275,76;1.327,86;;1.359,81;;1.399,73;1.399,34;;1.410,61;1.344,02;
22;1.313,22;;;1.344,88;1.357,78;;1.404,87;1.398,10;1.416,89;1.409,59;;1.319,55
23;1.307,90;;;1.345,93;1.357,91;1.376,34;1.404,06;;1.418,96;1.405,25;;1.324,39
24;1.298,08;1.284,00;1.325,66;1.347,09;;1.379,95;1.406,35;;1.419,42;1.405,53;1.351,52;
25;;1.296,49;1.327,44;1.347,44;;1.381,84;1.407,14;1.396,11;1.420,41;;1.354,24;
26;;1.303,46;1.330,20;;1.357,56;1.381,49;;1.394,49;1.424,10;;1.357,08;1.329,78
27;1.289,27;1.316,20;1.332,81;;1.358,47;1.383,52;;1.400,58;;1.395,13;1.356,64;
28;1.286,96;1.330,42;1.332,94;1.349,62;1.361,01;;1.402,94;1.405,66;;1.397,66;1.361,51;
29;1.272,36;;;1.348,59;1.364,60;;1.408,70;1.413,10;1.418,12;1.396,20;;1.332,78
30;1.274,17;;;1.350,76;1.369,25;1.387,63;1.408,57;;1.421,44;1.400,47;;1.336,72
31;1.282,04;;1.336,07;;;;1.409,42;;;1.402,46;;
MÍNIMO;1.272,36;1.231,30;1.321,58;1.335,17;1.355,60;1.366,52;1.386,06;1.389,80;1.412,31;1.395,13;1.341,43;1.304,15
MÍNIMO;1.376,31;1.330,42;1.339,55;1.350,76;1.369,25;1.387,63;1.409,42;1.413,10;1.424,14;1.421,51;1.398,45;1.354,97
