SMLL - 2016
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;786,65;825,65;917,27;;917,00;993,07;1.142,25;1.143,60;;1.193,55;1.076,05
2;;769,67;833,61;;954,22;936,39;;1.133,39;1.168,77;;;1.075,04
3;;771,85;860,95;;939,06;949,65;;1.145,44;;1.162,37;1.168,18;
4;815,04;786,38;882,44;888,56;945,09;;1.006,33;1.155,41;;1.159,58;1.158,29;
5;806,43;792,75;;892,79;931,64;;1.002,87;1.161,46;1.170,66;1.172,42;;1.071,23
6;802,61;;;881,18;931,79;950,47;1.000,74;;1.183,83;1.180,50;;1.086,40
7;788,17;;885,33;881,60;;949,17;1.004,63;;;1.185,16;1.193,65;1.095,48
8;785,69;;889,63;910,05;;971,13;1.022,09;1.143,46;1.183,87;;1.193,85;1.096,86
9;;;895,81;;920,35;969,10;;1.149,53;1.152,15;;1.177,42;1.094,42
10;;785,76;907,52;;949,77;947,87;;1.138,91;;1.189,98;1.128,16;
11;778,44;764,81;905,19;906,56;958,27;;1.041,81;1.159,50;;1.178,55;1.091,59;
12;773,42;763,65;;925,04;973,63;;1.047,95;1.153,80;1.160,02;;;1.074,22
13;765,29;;;945,67;955,38;946,25;1.060,42;;1.133,48;1.181,43;;1.080,53
14;760,09;;890,35;937,41;;926,29;1.071,57;;1.134,96;1.189,80;1.091,91;1.062,52
15;749,35;766,16;857,71;947,28;;933,65;1.081,66;1.156,78;1.144,90;;;1.069,95
16;;789,22;876,18;;946,93;938,45;;1.156,68;1.136,92;;1.102,05;1.072,32
17;;793,77;908,19;;931,52;939,76;;1.164,92;;1.194,52;1.096,64;
18;741,85;791,99;911,77;937,92;924,05;;1.102,48;1.166,13;;1.211,12;1.095,77;
19;738,94;792,92;;953,82;920,77;;1.116,19;1.169,11;1.141,96;1.206,88;;1.060,76
20;726,07;;;951,03;919,86;953,32;1.110,66;;1.150,10;1.209,34;;1.057,95
21;723,17;;919,35;;;965,13;1.120,81;;1.157,39;1.217,25;1.106,38;1.066,24
22;729,19;816,05;919,69;936,00;;966,00;1.129,11;1.147,95;1.170,38;;1.111,04;1.069,64
23;;804,43;900,41;;906,77;989,03;;1.145,30;1.155,48;;1.106,78;1.076,37
24;;795,00;897,55;;910,96;966,61;;1.140,07;;1.221,78;1.109,10;
25;;797,74;;929,72;914,38;;1.125,77;1.137,32;;1.213,39;1.106,63;
26;722,92;794,89;;950,76;;;1.122,59;1.135,38;1.145,82;1.209,55;;1.085,83
27;737,59;;;966,45;910,85;956,01;1.119,51;;1.147,90;1.213,56;;1.089,73
28;741,50;;909,71;959,47;;966,68;1.114,73;;1.159,49;1.216,12;1.118,87;1.106,23
29;772,71;808,72;920,55;950,48;;984,75;1.138,37;1.148,30;1.144,35;;1.103,03;1.112,05
30;;;923,36;;907,43;993,11;;1.143,58;1.141,94;;1.118,35;
31;;;900,97;;910,74;;;1.140,49;;1.221,86;;
MÍNIMO;722,92;763,65;825,65;881,18;906,77;917,00;993,07;1.133,39;1.133,48;1.159,58;1.091,59;1.057,95
MÍNIMO;815,04;816,05;923,36;966,45;973,63;993,11;1.138,37;1.169,11;1.183,87;1.221,86;1.193,85;1.112,05
