UTIL - 2022
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;8.341,98;;9.530,13;;9.219,49;8.971,88;9.284,65;9.560,42;;10.099,76;9.504,47
2;;8.259,00;8.519,05;;9.001,86;9.305,50;;9.320,65;9.542,06;;;9.410,13
3;8.048,60;8.354,72;8.541,18;;8.960,14;9.217,05;;9.338,41;;9.704,67;10.113,25;
4;7.932,01;8.289,33;8.466,53;9.488,91;9.120,92;;8.817,56;9.595,12;;9.516,07;10.226,86;
5;7.770,64;;;9.358,38;8.876,96;;8.746,53;9.589,62;9.606,49;9.460,43;;9.179,92
6;7.658,42;;;9.352,52;8.835,56;9.126,08;8.741,19;;9.447,32;9.474,74;;9.184,88
7;7.607,50;8.218,22;8.227,64;9.368,75;;9.077,00;8.875,38;;;9.402,66;9.866,75;9.291,68
8;;8.192,06;8.252,86;9.467,11;;9.073,49;8.861,13;9.632,77;9.492,05;;9.923,99;9.133,95
9;;8.267,11;8.539,54;;8.882,56;9.040,96;;9.626,91;9.521,48;;9.857,83;9.092,28
10;7.583,73;8.286,19;8.468,96;;8.908,91;8.864,19;;9.647,26;;9.482,41;9.416,35;
11;7.687,44;8.227,68;8.362,88;9.382,97;8.804,79;;8.720,58;9.455,14;;9.447,34;9.526,57;
12;7.861,02;;;9.378,39;8.899,63;;8.771,99;9.513,43;9.558,60;;;8.949,13
13;7.829,91;;;9.451,75;8.997,64;8.729,69;8.758,60;;9.420,21;9.286,14;;8.801,99
14;7.888,10;8.212,26;8.361,88;9.495,17;;8.765,94;8.793,08;;9.392,84;9.175,47;9.570,92;8.828,61
15;;8.380,10;8.389,67;;;8.964,81;8.830,92;9.664,58;9.271,84;;;8.785,80
16;;8.406,53;8.442,14;;9.104,87;;;9.640,75;9.174,57;;9.249,53;8.781,14
17;7.890,38;8.391,02;8.644,96;;9.237,63;8.967,52;;9.861,78;;9.393,51;9.166,98;
18;7.864,94;8.379,83;8.861,57;9.425,11;9.111,30;;8.776,78;9.802,59;;9.547,51;9.187,11;
19;8.011,06;;;9.209,71;9.222,56;;8.801,28;9.691,35;9.281,97;9.562,34;;8.887,70
20;8.083,50;;;9.251,33;9.288,29;8.985,94;8.872,79;;9.265,65;9.598,22;;9.065,92
21;8.088,50;8.304,03;8.896,99;;;8.918,30;8.893,18;;9.272,07;9.778,80;9.607,36;9.063,08
22;;8.411,69;9.065,53;9.107,16;;8.952,91;8.927,70;9.592,64;9.493,90;;9.544,46;9.124,41
23;;8.518,43;9.079,11;;9.345,33;8.816,85;;9.612,09;9.539,77;;9.483,28;9.248,59
24;7.998,22;8.454,34;9.256,14;;9.516,92;8.820,36;;9.617,83;;9.740,89;9.755,42;
25;8.118,47;8.482,47;9.254,58;9.257,30;9.524,58;;9.023,12;9.520,56;;9.627,32;9.502,83;
26;8.146,12;;;9.227,68;9.418,43;;8.976,38;9.417,27;9.260,03;9.383,56;;9.110,92
27;8.220,19;;;9.310,27;9.337,63;8.965,10;9.161,08;;9.041,02;9.698,95;;9.027,75
28;8.248,01;;9.211,80;9.312,65;;8.979,22;9.229,00;;8.992,72;9.774,40;9.477,97;9.229,78
29;;;9.301,48;9.118,52;;8.909,89;9.261,07;9.483,63;8.966,43;;9.539,86;9.199,59
30;;;9.239,14;;9.189,71;8.910,95;;9.387,18;9.099,84;;9.609,45;
31;8.373,39;;9.323,70;;9.261,06;;;9.450,90;;10.032,31;;
MÍNIMO;7.583,73;8.192,06;8.227,64;9.107,16;8.804,79;8.729,69;8.720,58;9.284,65;8.966,43;9.175,47;9.166,98;8.781,14
MÍNIMO;8.373,39;8.518,43;9.323,70;9.530,13;9.524,58;9.305,50;9.261,07;9.861,78;9.606,49;10.032,31;10.226,86;9.504,47
