IFIX - 2015
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;;;1.354,08;;1.419,78;1.466,83;;1.452,21;1.408,48;;1.445,53
2;1.346,52;1.372,96;1.364,52;1.356,10;;1.422,79;1.467,47;;1.450,40;1.410,77;;1.453,48
3;;1.373,29;1.359,53;;;1.425,72;1.466,48;1.472,12;1.449,93;;1.437,53;1.440,76
4;;1.370,67;1.355,85;;1.398,93;;;1.466,84;1.447,48;;1.437,59;1.441,74
5;1.352,79;1.368,99;1.354,25;;1.403,05;1.431,46;;1.464,13;;1.410,63;1.438,98;
6;1.347,43;1.367,75;1.355,19;1.360,77;1.409,70;;1.465,88;1.455,99;;1.410,58;1.441,05;
7;1.351,00;;;1.361,94;1.404,49;;1.469,80;1.451,37;;1.416,28;;1.447,55
8;1.352,45;;;1.364,54;1.405,78;1.428,63;1.471,65;;1.447,81;1.418,47;;1.447,82
9;1.355,06;1.364,09;1.355,42;1.364,40;;1.429,45;;;1.442,89;1.420,91;1.439,26;1.449,27
10;;1.358,30;1.343,92;1.365,79;;1.433,71;1.470,55;1.454,88;1.431,79;;1.443,74;1.447,23
11;;1.359,19;1.345,47;;1.407,24;1.432,79;;1.453,02;1.425,23;;1.444,43;1.442,92
12;1.358,68;1.364,45;1.344,52;;1.407,86;1.434,87;;1.452,13;;;1.442,69;
13;1.358,96;1.365,62;1.341,75;1.365,55;1.408,76;;1.474,17;1.452,35;;1.418,08;1.442,85;
14;1.359,88;;;1.362,08;1.409,23;;1.473,04;1.451,07;1.425,95;1.419,32;;1.441,01
15;1.371,12;;;1.370,17;1.413,51;1.437,01;1.477,54;;1.430,07;1.416,28;;1.441,28
16;1.376,51;;1.333,18;1.372,27;;1.441,53;1.479,86;;1.430,75;1.415,49;1.453,36;1.371,59
17;;;1.333,18;1.372,39;;1.444,31;1.478,81;1.453,43;1.433,02;;1.456,28;1.395,75
18;;1.366,02;1.334,15;;1.413,57;1.451,16;;1.450,91;1.425,00;;1.455,19;1.400,58
19;1.379,29;1.366,56;1.335,41;;1.411,46;1.448,66;;1.448,08;;1.416,06;1.462,10;
20;1.375,68;1.362,61;1.333,17;1.372,52;1.410,63;;1.476,84;1.451,10;;1.417,86;;
21;1.374,67;;;;1.414,03;;1.476,72;1.451,71;1.417,51;1.415,81;;1.400,03
22;1.379,17;;;1.375,39;1.415,42;1.451,34;1.477,35;;1.412,94;1.419,33;;1.405,27
23;1.378,63;1.364,05;1.331,98;1.381,31;;1.449,95;1.472,20;;1.404,25;1.417,74;1.461,82;1.406,42
24;;1.367,98;1.330,44;1.384,53;;1.452,52;1.467,90;1.451,17;1.393,33;;1.463,80;
25;;1.363,37;1.331,99;;1.417,85;1.452,88;;1.449,32;1.398,41;;1.457,80;
26;1.376,07;1.368,39;1.332,24;;1.412,77;1.453,31;;1.449,71;;1.421,13;1.452,54;
27;1.372,38;1.369,42;1.338,25;1.384,43;1.415,75;;1.468,24;1.456,00;;1.421,98;1.447,93;
28;1.370,51;;;1.385,97;1.414,25;;1.466,23;1.458,02;1.388,22;1.423,97;;1.416,33
29;1.372,91;;;1.390,17;1.417,54;1.455,54;1.467,52;;1.393,15;1.431,25;;1.415,61
30;1.372,06;;1.340,09;1.397,06;;1.460,46;1.466,66;;1.400,42;1.430,17;1.452,66;1.409,01
31;;;1.347,63;;;;1.470,73;1.458,12;;;;
MÍNIMO;1.346,52;1.358,30;1.330,44;1.354,08;1.398,93;1.419,78;1.465,88;1.448,08;1.388,22;1.408,48;1.437,53;1.371,59
MÍNIMO;1.379,29;1.373,29;1.364,52;1.397,06;1.417,85;1.460,46;1.479,86;1.472,12;1.452,21;1.431,25;1.463,80;1.453,48
