IBLV - 2007
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;3.499,88;3.460,02;;;4.204,04;;4.205,71;;4.523,75;4.642,00;
2;3.548,36;3.519,09;3.384,67;3.614,89;3.952,32;;4.362,50;4.208,44;;4.536,46;;
3;3.503,08;;;3.676,09;4.028,58;;4.382,73;4.104,36;4.251,87;4.477,26;;4.605,65
4;3.488,25;;;3.686,59;4.049,41;4.191,31;4.373,24;;4.262,04;4.483,90;;4.669,33
5;3.356,62;3.524,87;3.329,33;3.687,53;;4.177,94;4.385,82;;4.210,42;4.603,79;4.626,45;4.721,92
6;;3.538,02;3.463,92;;;4.118,47;4.405,84;4.131,73;4.210,36;;4.676,83;4.781,47
7;;3.517,64;3.444,44;;4.021,46;;;4.183,87;;;4.593,56;4.767,94
8;3.417,32;3.527,34;3.494,40;;4.024,85;4.144,76;;4.311,61;;4.662,41;4.519,71;
9;3.356,80;3.481,93;3.541,86;3.704,90;4.089,68;;;4.178,15;;4.703,95;4.537,60;
10;3.375,06;;;3.735,32;4.032,02;;4.376,83;4.119,64;4.061,39;4.638,48;;4.767,84
11;3.401,23;;;3.736,94;4.060,04;4.204,76;4.422,14;;4.100,25;4.574,25;;4.696,50
12;3.419,94;3.458,20;3.542,92;3.754,33;;4.153,44;4.508,35;;4.088,46;;4.416,63;4.685,96
13;;3.535,01;3.443,70;3.799,56;;4.254,08;4.518,06;4.107,34;4.146,47;;4.517,91;4.576,96
14;;3.604,66;3.477,70;;4.023,39;4.294,04;;4.029,78;4.149,44;;4.609,83;4.570,88
15;3.421,51;3.608,76;3.465,96;;4.008,10;4.366,19;;3.907,41;;4.563,67;;
16;3.397,28;3.603,15;3.436,16;3.876,31;4.091,78;;4.504,57;3.812,29;;4.487,45;4.611,57;
17;3.392,29;;;3.874,75;4.116,63;;4.551,01;3.830,97;4.118,94;4.567,35;;4.407,15
18;3.373,14;;;3.882,16;4.147,60;4.370,50;4.535,79;;4.236,75;4.602,25;;4.486,74
19;3.432,05;;3.502,71;3.882,53;;4.368,77;4.582,71;;4.267,82;4.480,00;4.446,51;4.517,68
20;;;3.539,82;3.918,81;;4.328,12;4.508,26;3.918,81;4.241,84;;;4.500,50
21;;3.630,11;3.614,95;;4.178,26;4.377,74;;3.982,87;4.303,93;;4.331,51;4.564,09
22;3.447,11;3.654,25;3.599,37;;4.143,99;4.324,49;;4.107,02;;4.498,69;4.322,06;
23;3.480,79;3.626,80;3.615,79;3.911,60;4.100,27;;4.521,25;4.105,28;;4.617,46;4.350,44;
24;3.516,35;;;3.895,75;4.004,68;;4.340,02;4.168,87;4.328,65;4.627,20;;
25;;;;3.931,94;4.078,33;4.301,73;4.347,64;;4.341,23;4.609,88;;
26;3.506,26;3.635,51;3.628,82;3.898,59;;4.281,92;4.184,92;;4.390,89;4.718,83;4.226,90;4.617,78
27;;3.439,59;3.600,43;3.921,46;;4.293,05;4.113,71;4.161,17;4.450,72;;4.302,02;4.584,97
28;;3.491,70;3.552,79;;4.126,03;4.290,76;;4.076,88;4.435,07;;4.467,06;4.575,15
29;3.441,06;;3.598,02;;4.084,76;4.320,32;;4.147,79;;4.718,97;4.492,88;
30;3.457,96;;3.640,08;3.907,29;4.119,80;;4.220,57;4.138,48;;4.693,23;4.574,60;
31;3.491,66;;;;4.114,63;;4.194,34;4.285,75;;4.721,96;;
MÍNIMO;3.356,62;3.439,59;3.329,33;3.614,89;3.952,32;4.118,47;4.113,71;3.812,29;4.061,39;4.477,26;4.226,90;4.407,15
MÍNIMO;3.548,36;3.654,25;3.640,08;3.931,94;4.178,26;4.377,74;4.582,71;4.311,61;4.450,72;4.721,96;4.676,83;4.781,47
