IFIX - 2025
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;;;3.311,48;;;3.474,88;3.430,04;3.479,45;3.572,96;;
2;3.117,34;;;3.309,45;3.419,46;3.444,94;3.475,21;;3.472,47;3.574,07;;
3;3.116,70;3.001,50;;3.305,07;;3.454,18;3.481,84;;3.485,95;3.584,89;3.591,47;
4;;3.000,00;;3.279,91;;3.447,92;3.495,42;3.419,32;3.485,38;;3.589,53;
5;;2.994,08;3.122,11;;3.391,75;3.448,11;;3.408,76;3.500,33;;3.590,71;
6;3.118,93;2.995,68;3.140,77;;3.385,58;3.449,38;;3.404,19;;3.582,82;3.592,67;
7;3.114,84;3.007,49;3.161,11;3.253,69;3.388,20;;3.491,69;3.410,26;;3.575,48;3.596,60;
8;3.085,52;;;3.243,36;3.389,80;;3.486,43;3.419,78;3.509,36;3.577,38;;
9;3.069,97;;;3.246,53;3.407,91;3.416,25;3.482,59;;3.505,91;3.573,37;;
10;3.076,59;3.004,58;3.164,67;3.246,64;;3.407,79;3.474,99;;3.514,74;3.577,38;3.593,06;
11;;3.004,30;3.174,15;3.257,67;;3.408,33;3.483,22;3.417,87;3.514,60;;3.592,68;
12;;3.005,30;3.185,44;;3.406,81;3.391,47;;3.411,52;3.534,66;;3.597,06;
13;3.067,79;2.997,99;3.188,41;;3.411,75;3.418,94;;3.410,62;;3.569,96;3.591,08;
14;3.065,32;3.018,35;3.212,67;3.280,55;3.406,00;;3.483,85;3.419,87;;3.575,46;3.616,72;
15;3.090,78;;;3.292,47;3.422,90;;3.479,40;3.431,40;3.547,05;3.586,06;;
16;3.084,10;;;3.308,92;3.439,07;3.431,84;3.475,33;;3.556,90;3.578,29;;
17;3.041,67;3.044,67;3.220,09;3.333,34;;3.432,06;3.475,04;;3.563,31;3.577,51;3.616,49;
18;;3.060,51;3.236,94;;;3.441,08;3.465,01;3.434,75;3.554,56;;3.615,91;
19;;3.060,26;3.255,59;;3.435,23;;;3.428,73;3.566,87;;;
20;3.038,88;3.075,41;3.259,03;;3.437,16;3.436,70;;3.422,70;;3.567,66;;
21;3.018,70;3.107,14;3.258,64;;3.436,24;;3.443,94;3.425,62;;3.572,39;;
22;3.010,63;;;3.350,60;3.436,98;;3.440,95;3.430,09;3.558,20;3.567,97;;
23;2.997,38;;;3.360,22;3.440,31;3.429,82;3.432,71;;3.563,34;3.567,91;;
24;3.000,90;3.113,54;3.261,22;3.365,54;;3.434,16;3.437,58;;3.564,40;3.578,66;;
25;;3.118,17;3.265,83;3.391,14;;3.442,39;3.445,11;3.432,33;3.568,94;;;
26;;3.106,26;3.272,50;;3.436,16;3.449,55;;3.440,31;3.578,66;;;
27;2.989,10;3.115,51;3.286,00;;3.438,26;3.462,91;;3.441,52;;3.582,87;;
28;2.974,55;3.121,48;3.301,81;3.394,85;3.442,87;;3.431,00;3.452,22;;3.584,47;;
29;2.974,65;;;3.401,38;3.446,02;;3.420,23;3.476,36;3.582,13;3.589,68;;
30;2.996,66;;;3.412,71;3.461,93;3.483,77;3.413,62;;3.589,44;3.585,69;;
31;3.020,63;;3.313,09;;;;3.436,38;;;3.593,58;;
MÍNIMO;2.974,55;2.994,08;3.122,11;3.243,36;3.385,58;3.391,47;3.413,62;3.404,19;3.472,47;3.567,66;3.589,53;
MÍNIMO;3.118,93;3.121,48;3.313,09;3.412,71;3.461,93;3.483,77;3.495,42;3.476,36;3.589,44;3.593,58;3.616,72;
