UTIL - 2013
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;2.775,51;2.775,89;2.828,23;;;2.591,41;2.668,08;;2.665,81;2.754,27;
2;2.800,48;;;2.806,25;2.854,62;;2.532,70;2.614,79;2.530,98;2.664,33;;2.690,38
3;2.788,55;;;2.818,55;2.849,65;2.913,79;2.494,60;;2.517,60;2.660,84;;2.648,17
4;2.733,96;2.783,32;2.768,66;2.799,17;;2.900,62;2.532,13;;2.527,12;2.669,80;2.757,18;2.622,07
5;;2.782,77;2.757,12;2.834,73;;2.852,95;2.538,14;2.629,09;2.599,22;;2.744,34;2.632,91
6;;2.765,26;2.823,85;;2.827,43;2.843,06;;2.587,04;2.634,77;;2.712,71;2.653,08
7;2.672,28;2.746,97;2.901,92;;2.843,71;2.805,77;;2.609,28;;2.658,27;2.663,59;
8;2.596,64;2.720,01;2.885,34;2.827,50;2.847,82;;2.549,75;2.635,92;;2.644,56;2.635,02;
9;2.674,49;;;2.858,76;2.843,93;;;2.634,75;2.662,15;2.649,04;;2.657,51
10;2.700,83;;;2.882,62;2.850,73;2.787,20;2.592,90;;2.640,46;2.685,27;;2.644,09
11;2.714,29;;2.890,50;2.836,89;;2.728,14;2.644,68;;2.633,99;2.687,22;2.645,35;2.608,30
12;;;2.888,13;2.820,93;;2.696,06;2.597,94;2.637,55;2.607,14;;2.647,61;2.620,19
13;;2.731,11;2.874,44;;2.821,36;2.750,23;;2.649,25;2.610,60;;2.661,97;2.617,30
14;2.725,75;2.744,30;2.869,96;;2.822,91;2.694,44;;2.621,19;;2.714,73;2.733,75;
15;2.730,78;2.760,87;2.865,97;2.777,24;2.832,82;;2.621,29;2.575,36;;2.726,77;;
16;2.758,17;;;2.828,18;2.855,82;;2.605,61;2.586,47;2.632,69;2.730,41;;2.606,56
17;2.796,15;;;2.801,65;2.867,10;2.721,59;2.632,98;;2.651,81;2.733,30;;2.615,24
18;2.812,52;2.763,33;2.867,48;2.824,57;;2.729,94;2.662,12;;2.664,50;2.769,88;2.759,60;2.620,44
19;;2.753,72;2.839,49;2.854,98;;2.667,25;2.654,45;2.552,05;2.657,43;;2.700,79;2.652,78
20;;2.725,42;2.717,03;;2.901,14;2.606,23;;2.527,54;2.628,74;;;2.673,88
21;2.852,71;2.715,73;2.707,37;;2.960,93;2.477,70;;2.516,63;;2.764,46;2.693,94;
22;2.843,78;2.714,49;2.711,30;2.824,19;3.021,26;;2.683,59;2.532,51;;2.790,97;2.700,77;
23;2.831,26;;;2.849,10;3.020,56;;2.699,94;2.537,82;2.656,94;2.777,72;;2.674,72
24;2.816,50;;;2.845,14;3.018,08;2.430,81;2.670,56;;2.678,89;2.747,32;;
25;;2.754,09;2.716,93;2.838,76;;2.491,95;2.712,19;;2.673,94;2.721,49;2.716,76;
26;;2.789,37;2.751,53;2.801,93;;2.497,77;2.707,35;2.505,31;2.662,28;;2.698,90;2.671,22
27;;2.789,15;2.770,19;;3.004,32;2.555,50;;2.488,25;2.676,81;;2.705,02;2.680,01
28;2.779,41;2.801,81;2.830,14;;3.001,91;2.590,21;;2.481,78;;2.754,05;2.692,23;
29;2.767,38;;;2.788,14;2.950,29;;2.708,84;2.488,52;;2.750,38;2.724,10;
30;2.729,50;;;2.852,28;;;2.687,23;2.495,65;2.659,53;2.741,40;;2.674,26
31;2.749,05;;;;2.897,64;;2.663,56;;;2.760,13;;
MÍNIMO;2.596,64;2.714,49;2.707,37;2.777,24;2.821,36;2.430,81;2.494,60;2.481,78;2.517,60;2.644,56;2.635,02;2.606,56
MÍNIMO;2.852,71;2.801,81;2.901,92;2.882,62;3.021,26;2.913,79;2.712,19;2.668,08;2.678,89;2.790,97;2.759,60;2.690,38
