SMLL - 2022
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;2.439,66;;2.581,32;;2.266,68;1.913,51;2.000,25;2.242,28;;2.360,82;2.038,51
2;;2.408,21;2.334,06;;2.263,60;2.300,22;;2.009,36;2.251,39;;;2.067,79
3;2.293,17;2.393,45;2.340,77;;2.263,84;2.262,74;;2.070,73;;2.286,09;2.383,30;
4;2.232,68;2.363,86;2.294,66;2.582,51;2.317,85;;1.898,47;2.159,41;;2.293,04;2.398,62;
5;2.132,62;;;2.529,47;2.231,90;;1.896,89;2.159,99;2.274,23;2.299,12;;1.997,71
6;2.120,87;;;2.477,63;2.186,77;2.211,99;1.928,79;;2.213,36;2.335,25;;2.004,77
7;2.131,42;2.355,44;2.194,27;2.476,41;;2.179,61;1.970,74;;;2.305,84;2.305,44;2.001,60
8;;2.347,75;2.223,16;2.448,38;;2.164,26;1.971,31;2.189,76;2.229,55;;2.307,61;1.944,93
9;;2.367,59;2.306,93;;2.112,71;2.149,15;;2.156,78;2.274,51;;2.279,43;1.922,46
10;2.098,94;2.374,44;2.295,83;;2.135,28;2.098,53;;2.229,39;;2.307,14;2.140,46;
11;2.145,44;2.341,22;2.227,65;2.406,70;2.124,03;;1.912,41;2.193,60;;2.271,93;2.144,57;
12;2.208,19;;;2.402,55;2.165,89;;1.921,52;2.257,06;2.286,49;;;1.889,98
13;2.188,25;;;2.416,40;2.217,08;2.004,90;1.910,31;;2.228,29;2.262,26;;1.854,37
14;2.204,82;2.356,40;2.195,89;2.389,46;;1.973,41;1.892,89;;2.230,77;2.210,35;2.165,08;1.874,91
15;;2.411,08;2.215,23;;;2.027,58;1.897,32;2.303,59;2.216,90;;;1.878,10
16;;2.413,25;2.247,71;;2.238,38;;;2.282,57;2.207,29;;2.089,12;1.842,21
17;2.191,44;2.378,08;2.278,37;;2.272,12;1.994,89;;2.283,09;;2.232,87;2.053,65;
18;2.162,35;2.355,03;2.348,81;2.396,49;2.216,27;;1.885,06;2.263,48;;2.267,02;2.039,81;
19;2.215,57;;;2.414,49;2.229,70;;1.908,55;2.206,72;2.250,89;2.255,16;;1.888,82
20;2.292,47;;;2.405,26;2.239,45;1.969,68;1.951,56;;2.247,71;2.241,03;;1.950,88
21;2.297,34;2.285,98;2.344,33;;;1.972,91;1.955,23;;2.247,72;2.284,79;2.084,97;1.964,55
22;;2.330,26;2.395,78;2.339,10;;1.961,87;1.938,03;2.183,88;2.284,09;;2.049,41;1.965,39
23;;2.327,31;2.424,11;;2.260,24;1.968,27;;2.222,22;2.250,48;;2.029,42;2.020,91
24;2.257,28;2.332,55;2.482,05;;2.245,44;1.967,17;;2.255,20;;2.259,57;2.100,90;
25;2.325,87;2.319,07;2.532,16;2.358,04;2.258,71;;1.934,28;2.278,97;;2.237,23;2.038,23;
26;2.357,76;;;2.327,75;2.295,73;;1.905,83;2.250,90;2.174,59;2.172,49;;2.003,30
27;2.382,95;;;2.341,24;2.301,63;1.967,71;1.970,09;;2.151,43;2.235,91;;1.969,70
28;2.384,60;;2.519,72;2.362,14;;1.947,03;2.001,08;;2.169,96;2.253,40;2.014,37;2.021,10
29;;;2.569,94;2.312,44;;1.926,06;1.997,55;2.261,28;2.127,84;;2.058,28;2.009,04
30;;;2.537,95;;2.285,46;1.899,60;;2.225,38;2.174,56;;2.071,42;
31;2.446,03;;2.523,41;;2.270,26;;;2.215,26;;2.333,41;;
MÍNIMO;2.098,94;2.285,98;2.194,27;2.312,44;2.112,71;1.899,60;1.885,06;2.000,25;2.127,84;2.172,49;2.014,37;1.842,21
MÍNIMO;2.446,03;2.439,66;2.569,94;2.582,51;2.317,85;2.300,22;2.001,08;2.303,59;2.286,49;2.335,25;2.398,62;2.067,79
