SMLL - 2005
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;;;;;;;;515,43;;554,02;573,28
2;;;;;;;;;519,15;;;580,70
3;;;;;;;;;;581,31;554,05;
4;;;;;;;;;;569,70;556,73;
5;;;;;;;;;522,80;559,08;;582,22
6;;;;;;;;;528,04;543,21;;587,17
7;;;;;;;;;;555,69;557,81;582,98
8;;;;;;;;;526,82;;558,84;581,03
9;;;;;;;;;537,65;;557,21;586,36
10;;;;;;;;;;558,62;558,38;
11;;;;;;;;;;558,80;553,87;
12;;;;;;;;;534,97;;;583,83
13;;;;;;;;;536,44;553,80;;589,94
14;;;;;;;;;540,86;554,28;549,04;588,92
15;;;;;;;;;545,13;;;584,48
16;;;;;;;;;551,65;;551,55;583,03
17;;;;;;;;;;555,47;559,87;
18;;;;;;;;;;538,12;561,66;
19;;;;;;;;;557,22;543,66;;574,70
20;;;;;;;;;550,98;526,74;;580,49
21;;;;;;;;;555,42;535,51;562,02;586,99
22;;;;;;;;;551,41;;568,50;586,89
23;;;;;;;;;557,27;;553,98;585,95
24;;;;;;;;;;537,57;559,68;
25;;;;;;;;;;535,31;561,43;
26;;;;;;;;;556,34;539,95;;586,34
27;;;;;;;;;556,43;530,43;;586,00
28;;;;;;;;;565,55;538,42;556,42;584,81
29;;;;;;;;;566,73;;560,34;593,06
30;;;;;;;;;576,23;;563,55;
31;;;;;;;;517,94;;544,83;;
MÍNIMO;;;;;;;;517,94;515,43;526,74;549,04;573,28
MÍNIMO;;;;;;;;517,94;576,23;581,31;568,50;593,06
