IDIV - 2013
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;3.529,01;3.428,93;3.412,25;;;3.124,12;3.188,42;;3.444,40;3.617,59;
2;3.630,55;;;3.377,42;3.402,39;;3.015,50;3.152,58;3.268,63;3.435,82;;3.431,19
3;3.636,37;;;3.423,62;3.410,40;3.374,65;2.988,76;;3.252,96;3.408,92;;3.374,33
4;3.585,06;3.498,26;3.405,25;3.369,36;;3.386,18;3.032,69;;3.270,78;3.430,79;3.642,00;3.365,15
5;;3.487,71;3.395,75;3.384,67;;3.320,40;3.013,08;3.154,44;3.301,71;;3.601,85;3.382,51
6;;3.471,90;3.503,64;;3.393,03;3.318,68;;3.094,29;3.329,26;;3.584,30;3.409,14
7;3.543,09;3.427,79;3.518,24;;3.443,13;3.265,55;;3.119,36;;3.422,13;3.532,51;
8;3.517,17;3.419,44;3.518,83;3.390,87;3.443,03;;3.013,78;3.194,95;;3.403,44;3.492,58;
9;3.541,72;;;3.450,39;3.437,97;;;3.229,98;3.399,33;3.409,30;;3.412,38
10;3.569,81;;;3.460,36;3.430,19;3.251,90;3.036,21;;3.403,75;3.433,87;;3.381,76
11;3.543,22;;3.523,71;3.417,31;;3.167,06;3.114,28;;3.384,02;3.461,75;3.505,83;3.319,42
12;;;3.491,66;3.407,22;;3.129,14;3.066,54;3.262,45;3.358,64;;3.440,24;3.329,34
13;;3.418,84;3.434,59;;3.397,26;3.203,32;;3.282,19;3.384,51;;3.446,58;3.320,03
14;3.563,93;3.402,40;3.444,52;;3.388,08;3.163,30;;3.263,70;;3.520,53;3.503,52;
15;3.542,52;3.421,57;3.438,08;3.321,95;3.379,88;;3.107,22;3.237,79;;3.521,73;;
16;3.550,80;;;3.373,88;3.367,84;;3.119,44;3.268,30;3.402,50;3.541,94;;3.319,43
17;3.570,35;;;3.346,21;3.384,32;3.179,67;3.128,59;;3.419,50;3.545,98;;3.318,89
18;3.560,49;3.408,30;3.431,79;3.338,16;;3.204,14;3.144,95;;3.459,70;3.570,57;3.528,94;3.325,21
19;;3.397,13;3.401,49;3.365,51;;3.122,96;3.121,73;3.236,26;3.446,49;;3.459,02;3.373,32
20;;3.340,95;3.369,92;;3.439,20;3.076,81;;3.191,46;3.402,02;;;3.368,05
21;3.567,42;3.340,82;3.351,71;;3.462,32;3.034,77;;3.187,33;;3.590,38;3.437,36;
22;3.549,88;3.352,66;3.346,76;3.373,43;3.488,23;;3.186,66;3.238,52;;3.611,70;3.445,22;
23;3.545,85;;;3.412,83;3.463,63;;3.212,55;3.271,31;3.438,12;3.578,32;;3.370,10
24;3.499,52;;;3.400,61;3.461,95;2.980,11;3.193,37;;3.436,22;3.557,63;;
25;;3.380,22;3.317,73;3.396,23;;3.025,96;3.220,03;;3.433,41;3.547,80;3.418,30;
26;;3.413,15;3.354,11;3.344,48;;3.020,46;3.235,49;3.242,27;3.433,66;;3.391,23;3.373,10
27;;3.435,00;3.384,88;;3.467,87;3.059,73;;3.188,51;3.457,00;;3.419,92;3.386,55
28;3.442,80;3.461,54;3.426,88;;3.459,16;3.097,58;;3.177,06;;3.575,78;3.440,93;
29;3.476,85;;;3.349,33;3.395,48;;3.213,50;3.181,79;;3.573,65;3.479,85;
30;3.443,59;;;3.424,90;;;3.176,95;3.208,15;3.404,96;3.581,52;;3.405,19
31;3.489,96;;;;3.340,26;;3.167,75;;;3.605,58;;
MÍNIMO;3.442,80;3.340,82;3.317,73;3.321,95;3.340,26;2.980,11;2.988,76;3.094,29;3.252,96;3.403,44;3.391,23;3.318,89
MÍNIMO;3.636,37;3.529,01;3.523,71;3.460,36;3.488,23;3.386,18;3.235,49;3.282,19;3.459,70;3.611,70;3.642,00;3.431,19
