SMLL - 2011
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;1.343,08;1.318,72;1.429,85;;1.389,50;1.384,27;1.278,77;1.289,20;;1.213,44;1.209,09
2;;1.326,37;1.332,71;;1.409,97;1.399,11;;1.254,23;1.265,15;;;1.205,44
3;1.450,80;1.305,91;1.349,61;;1.392,78;1.410,20;;1.222,91;;1.123,94;1.221,01;
4;1.441,43;1.284,68;1.343,00;1.432,87;1.387,98;;1.392,17;1.148,75;;1.108,24;1.222,82;
5;1.439,79;;;1.441,43;1.384,11;;1.383,25;1.155,92;1.231,72;1.119,50;;1.222,06
6;1.431,13;;;1.430,29;1.414,69;1.394,98;1.371,72;;1.254,07;1.145,73;;1.228,00
7;1.421,58;1.293,70;;1.435,28;;1.400,60;1.367,22;;;1.136,95;1.224,45;1.220,33
8;;1.305,71;;1.430,29;;1.394,03;1.353,10;1.069,06;1.276,55;;1.217,97;1.205,52
9;;1.280,53;1.350,27;;1.416,27;1.399,07;;1.108,54;1.245,85;;1.195,32;1.216,93
10;1.430,24;1.273,49;1.341,04;;1.419,72;1.388,21;;1.116,53;;1.168,78;1.191,12;
11;1.438,03;1.298,25;1.350,50;1.436,03;1.407,39;;1.325,75;1.161,08;;1.172,03;1.214,78;
12;1.451,63;;;1.412,88;1.421,72;;1.320,38;1.160,73;1.241,77;;;1.207,13
13;1.436,34;;;1.410,42;1.412,02;1.380,01;1.334,28;;1.234,05;1.183,72;;1.207,30
14;1.433,19;1.323,07;1.356,55;1.413,25;;1.382,05;1.319,40;;1.239,33;1.198,77;1.216,81;1.197,47
15;;1.325,21;1.348,91;1.415,75;;1.370,80;1.309,59;1.187,48;1.244,87;;;1.202,32
16;;1.344,15;1.346,41;;1.401,19;1.353,90;;1.179,00;1.260,10;;1.214,83;1.207,63
17;1.427,26;1.345,02;1.342,96;;1.398,75;1.356,45;;1.187,74;;1.179,89;1.192,35;
18;1.433,11;1.359,11;1.341,44;1.404,26;1.388,39;;1.293,46;1.161,60;;1.201,85;1.182,79;
19;1.423,01;;;1.415,37;1.374,29;;1.294,76;1.155,39;1.251,84;1.207,61;;1.188,51
20;1.419,06;;;1.432,20;1.374,47;1.348,97;1.296,97;;1.227,38;1.192,05;;1.198,06
21;1.412,26;1.342,32;1.345,36;;;1.356,95;1.318,66;;1.214,10;1.209,78;1.171,49;1.192,33
22;;1.319,88;1.368,60;;;1.347,19;1.323,80;1.155,35;1.158,61;;1.161,99;1.180,21
23;;1.314,68;1.372,87;;1.361,23;;;1.172,32;1.165,62;;1.148,52;1.190,70
24;1.417,71;1.318,85;1.375,99;;1.376,92;1.354,81;;1.169,13;;1.219,77;1.157,06;
25;;1.313,99;1.376,69;1.427,38;1.382,98;;1.314,84;1.157,94;;1.212,04;1.161,51;
26;1.392,70;;;1.432,26;1.387,43;;1.305,05;1.164,82;1.174,16;1.222,83;;1.195,95
27;1.357,10;;;1.419,49;1.394,00;1.352,35;1.278,24;;1.180,18;1.253,51;;1.200,03
28;1.315,90;1.329,16;1.372,98;1.405,34;;1.369,93;1.283,37;;1.166,20;1.257,76;1.170,18;1.190,81
29;;;1.375,14;1.413,11;;1.367,08;1.285,23;1.206,22;1.167,58;;1.162,04;1.200,22
30;;;1.396,02;;1.395,74;1.373,22;;1.224,88;1.161,61;;1.190,79;
31;1.319,88;;1.412,49;;1.411,16;;;1.251,63;;1.241,02;;
MÍNIMO;1.315,90;1.273,49;1.318,72;1.404,26;1.361,23;1.347,19;1.278,24;1.069,06;1.158,61;1.108,24;1.148,52;1.180,21
MÍNIMO;1.451,63;1.359,11;1.412,49;1.441,43;1.421,72;1.410,20;1.392,17;1.278,77;1.289,20;1.257,76;1.224,45;1.228,00
