SMLL - 2025
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;;;1.946,01;;;2.231,65;2.095,54;2.208,51;2.243,05;;2.380,17
2;1.747,77;;;1.954,53;2.084,94;2.203,48;2.187,76;;2.191,43;2.206,86;;2.418,27
3;1.729,68;1.870,21;;1.975,69;;2.253,82;2.222,52;;2.189,66;2.212,93;2.244,13;2.424,69
4;;1.863,24;;1.905,19;;2.239,52;2.231,87;2.090,75;2.222,01;;2.255,28;2.462,36
5;;1.846,12;1.796,54;;2.060,48;2.224,92;;2.094,47;2.255,62;;2.292,48;2.307,25
6;1.768,56;1.866,55;1.807,54;;2.053,55;2.202,66;;2.128,41;;2.193,17;2.260,01;
7;1.785,33;1.843,79;1.849,07;1.885,93;2.045,15;;2.218,19;2.143,46;;2.141,72;2.267,26;
8;1.756,12;;;1.861,18;2.106,06;;2.218,12;2.120,52;2.232,94;2.147,20;;2.313,60
9;1.756,69;;;1.919,18;2.088,28;2.198,42;2.189,47;;2.223,41;2.126,47;;2.301,65
10;1.741,92;1.858,78;1.837,03;1.901,06;;2.223,24;2.178,89;;2.232,07;2.112,25;2.280,99;2.317,48
11;;1.887,14;1.822,71;1.931,66;;2.223,76;2.153,77;2.106,19;2.255,37;;2.326,70;2.325,46
12;;1.853,28;1.829,64;;2.088,30;2.225,71;;2.135,91;2.245,75;;2.330,53;2.343,84
13;1.732,83;1.860,13;1.844,43;;2.128,56;2.204,90;;2.109,44;;2.124,47;2.316,51;
14;1.743,04;1.917,10;1.902,19;1.959,33;2.129,29;;2.140,04;2.107,95;;2.122,60;2.328,98;
15;1.805,53;;;1.962,08;2.156,21;;2.161,94;2.118,45;2.265,64;2.152,56;;2.357,99
16;1.765,91;;;1.969,22;2.175,30;2.248,75;2.158,23;;2.281,42;2.130,84;;
17;1.780,75;1.941,89;1.917,49;1.995,19;;2.234,47;2.160,71;;2.306,71;2.148,35;2.307,63;
18;;1.927,38;1.921,30;;;2.231,61;2.111,28;2.142,34;2.304,99;;2.309,58;
19;;1.894,83;1.945,86;;2.182,31;;;2.090,57;2.300,95;;2.288,15;
20;1.787,60;1.897,35;1.935,56;;2.184,71;2.197,11;;2.088,48;;2.169,73;;
21;1.800,48;1.893,60;1.942,39;;2.137,79;;2.107,89;2.076,14;;2.172,43;2.273,23;
22;1.813,04;;;2.015,54;2.144,60;;2.100,68;2.136,25;2.258,57;2.172,39;;
23;1.794,89;;;2.035,49;2.154,65;2.189,46;2.133,25;;2.276,16;2.192,70;;
24;1.799,58;1.853,11;1.929,12;2.090,33;;2.207,10;2.108,06;;2.271,14;2.208,01;2.292,79;
25;;1.855,87;1.947,28;2.090,75;;2.182,82;2.109,33;2.140,67;2.233,99;;2.308,67;
26;;1.826,17;1.959,32;;2.173,00;2.211,09;;2.134,36;2.249,58;;2.358,81;
27;1.851,60;1.832,54;1.969,58;;2.221,20;2.200,72;;2.166,61;;2.222,82;2.369,21;
28;1.833,81;1.799,32;1.950,81;2.084,49;2.223,19;;2.075,92;2.204,05;;2.213,65;2.391,11;
29;1.828,77;;;2.080,23;2.216,99;;2.088,46;2.210,67;2.258,20;2.220,43;;
30;1.887,44;;;2.083,21;2.207,05;2.230,11;2.115,36;;2.245,62;2.235,31;;
31;1.871,74;;1.920,48;;;;2.088,24;;;2.255,19;;
MÍNIMO;1.729,68;1.799,32;1.796,54;1.861,18;2.045,15;2.182,82;2.075,92;2.076,14;2.189,66;2.112,25;2.244,13;2.301,65
MÍNIMO;1.887,44;1.941,89;1.969,58;2.090,75;2.223,19;2.253,82;2.231,87;2.210,67;2.306,71;2.255,19;2.391,11;2.462,36
