IDIV - 2025
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;;;9.467,28;;;10.087,21;9.698,16;10.233,41;10.517,31;;
2;8.819,70;;;9.434,30;9.697,06;9.850,58;10.081,58;;10.153,32;10.429,52;;
3;8.668,16;9.150,17;;9.432,90;;9.904,01;10.246,25;;10.116,83;10.443,47;10.810,13;
4;;9.083,17;;9.219,86;;9.834,61;10.249,77;9.709,87;10.215,95;;10.859,20;
5;;9.090,71;8.945,91;;9.593,64;9.789,54;;9.711,61;10.310,77;;10.976,01;
6;8.752,94;9.147,16;8.998,97;;9.586,62;9.797,54;;9.802,59;;10.416,72;10.968,48;
7;8.809,88;9.047,06;9.101,65;9.076,93;9.616,07;;10.141,72;9.891,91;;10.288,18;10.998,63;
8;8.692,76;;;8.979,82;9.765,98;;10.127,04;9.868,38;10.283,86;10.296,99;;
9;8.683,73;;;9.230,31;9.778,57;9.783,29;9.978,57;;10.297,44;10.264,51;;
10;8.612,95;9.117,68;9.050,29;9.109,31;;9.824,63;9.970,06;;10.319,82;10.182,96;11.068,96;
11;;9.188,33;8.948,10;9.188,25;;9.862,16;9.937,45;9.852,26;10.342,86;;11.240,81;
12;;9.021,94;8.963,54;;9.753,25;9.923,93;;9.982,17;10.315,56;;11.209,74;
13;8.616,11;9.047,69;9.075,66;;9.889,88;9.905,80;;9.891,26;;10.265,34;11.195,11;
14;8.646,55;9.268,06;9.312,47;9.311,38;9.888,33;;9.881,50;9.885,12;;10.257,10;11.208,57;
15;8.842,98;;;9.293,59;9.984,60;;9.872,12;9.893,65;10.360,27;10.289,45;;
16;8.731,02;;;9.271,70;9.965,68;10.037,59;9.861,14;;10.395,26;10.271,72;;
17;8.816,75;9.268,89;9.417,55;9.324,54;;10.042,50;9.840,68;;10.511,30;10.330,59;11.190,45;
18;;9.295,18;9.480,59;;;10.015,51;9.717,55;9.964,75;10.479,78;;11.137,70;
19;;9.210,68;9.537,05;;9.972,21;;;9.782,60;10.502,24;;11.026,97;
20;8.865,98;9.176,96;9.513,18;;10.054,91;9.923,63;;9.820,21;;10.428,15;;
21;8.895,85;9.178,71;9.537,17;;9.927,21;;9.797,62;9.790,84;;10.362,85;;
22;8.876,26;;;9.377,18;9.862,45;;9.756,05;10.021,57;10.469,37;10.413,59;;
23;8.854,83;;;9.519,98;9.917,87;9.897,51;9.888,38;;10.576,74;10.460,64;;
24;8.853,39;9.105,08;9.493,72;9.658,32;;9.915,01;9.810,69;;10.572,85;10.477,79;;
25;;9.131,61;9.507,99;9.693,53;;9.818,58;9.800,05;10.036,70;10.462,71;;;
26;;9.067,22;9.543,58;;9.949,66;9.921,35;;10.042,90;10.492,87;;;
27;9.064,00;9.034,08;9.577,51;;10.048,82;9.895,08;;10.131,59;;10.559,46;;
28;9.019,14;8.891,33;9.503,34;9.704,59;9.987,26;;9.694,03;10.245,09;;10.631,75;;
29;8.973,42;;;9.677,18;9.977,49;;9.740,57;10.271,38;10.541,31;10.708,32;;
30;9.171,57;;;9.746,28;9.873,61;10.047,47;9.811,80;;10.561,38;10.718,15;;
31;9.145,34;;9.382,38;;;;9.748,87;;;10.748,95;;
MÍNIMO;8.612,95;8.891,33;8.945,91;8.979,82;9.586,62;9.783,29;9.694,03;9.698,16;10.116,83;10.182,96;10.810,13;
MÍNIMO;9.171,57;9.295,18;9.577,51;9.746,28;10.054,91;10.047,47;10.249,77;10.271,38;10.576,74;10.748,95;11.240,81;
