IFIX - 2020
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;;;2.464,29;;2.676,23;2.816,04;;2.774,66;2.789,15;;2.803,51
2;3.225,15;;2.985,33;2.445,74;;2.704,72;2.813,15;;2.782,69;2.794,91;;2.797,73
3;3.253,76;3.056,00;2.999,09;2.417,74;;2.730,43;2.813,16;2.714,27;2.779,62;;2.766,55;2.800,62
4;;3.058,55;3.002,80;;2.582,49;2.744,80;;2.714,29;2.789,02;;2.772,49;2.794,18
5;;3.048,45;2.993,95;;2.587,55;2.772,83;;2.720,52;;2.788,64;2.785,99;
6;3.249,50;3.042,87;2.966,33;2.438,11;2.586,36;;2.802,41;2.712,45;;2.795,05;2.795,03;
7;3.239,81;3.028,28;;2.483,42;2.579,97;;2.798,33;2.732,44;;2.799,27;;2.783,24
8;3.183,95;;;2.503,81;2.582,78;2.793,52;2.779,58;;2.786,82;2.804,78;;2.780,00
9;3.167,49;;2.861,03;2.520,21;;2.792,45;2.766,10;;2.788,53;2.807,77;2.802,95;2.770,66
10;3.174,95;3.004,57;2.901,68;;;2.799,38;2.766,91;2.745,67;2.793,01;;2.807,15;2.767,58
11;;3.020,31;2.848,51;;2.588,09;;;2.745,38;2.791,80;;2.806,66;2.768,67
12;;3.034,20;2.661,41;;2.581,18;2.782,02;;2.740,77;;;2.801,26;
13;3.179,40;3.039,60;2.701,07;2.527,66;2.558,59;;2.751,18;2.747,56;;2.808,27;2.803,40;
14;3.182,53;3.048,93;;2.549,17;2.548,03;;2.742,70;2.755,67;2.792,76;2.809,74;;2.761,41
15;3.175,20;;;2.544,44;2.563,30;2.777,82;2.746,23;;2.802,19;2.812,68;;2.767,43
16;3.162,30;;2.575,81;2.550,18;;2.783,49;2.743,44;;2.802,76;2.816,83;2.802,89;2.770,64
17;3.151,07;3.046,95;2.520,90;2.559,48;;2.789,07;2.741,64;2.748,60;2.800,04;;2.802,81;2.775,78
18;;3.025,36;2.187,38;;2.563,83;2.794,67;;2.755,25;2.797,82;;2.800,89;2.794,43
19;;3.012,92;2.207,27;;2.567,31;2.804,01;;2.758,46;;2.818,10;2.794,79;
20;3.139,22;3.013,12;2.276,60;2.555,55;2.569,90;;2.724,51;2.760,78;;2.823,75;2.796,04;
21;3.126,08;3.017,57;;;2.575,66;;2.732,19;2.770,66;2.787,27;2.828,75;;2.794,56
22;3.120,40;;;2.573,06;2.588,10;2.792,42;2.735,69;;2.788,81;2.826,99;;2.807,15
23;3.121,21;;2.169,26;2.592,54;;2.793,51;2.732,84;;2.790,19;2.820,44;2.796,93;2.828,44
24;3.119,91;;2.230,21;2.528,53;;2.786,72;2.730,92;2.780,18;2.789,57;;2.796,51;
25;;;2.360,05;;2.604,32;2.793,05;;2.777,40;2.788,11;;2.799,50;
26;;2.972,68;2.443,24;;2.615,54;2.790,38;;2.776,67;;2.809,86;2.800,38;
27;3.092,23;2.972,46;2.468,85;2.556,91;2.627,96;;2.722,77;2.777,87;;2.803,01;2.811,53;
28;3.100,09;2.963,81;;2.572,87;2.640,32;;2.722,71;2.781,84;2.782,18;2.772,92;;2.834,64
29;3.087,90;;;2.593,26;2.657,68;2.787,24;2.723,24;;2.784,20;2.774,58;;2.855,04
30;3.076,05;;2.477,30;2.603,62;;2.806,28;2.733,65;;2.794,88;2.766,76;2.808,56;2.870,15
31;3.077,28;;2.494,10;;;;2.733,12;2.782,10;;;;
MÍNIMO;3.076,05;2.963,81;2.169,26;2.417,74;2.548,03;2.676,23;2.722,71;2.712,45;2.774,66;2.766,76;2.766,55;2.761,41
MÍNIMO;3.253,76;3.058,55;3.002,80;2.603,62;2.657,68;2.806,28;2.816,04;2.782,10;2.802,76;2.828,75;2.811,53;2.870,15
