Date,Close
2021-09-06,1000.0
2021-09-08,157.893292621618
2021-09-09,1000.722439
2021-09-10,1001.622502
2021-09-13,1020.161384
2021-09-14,154.219197836724
2021-09-15,154.196157817835
2021-09-16,154.756002074277
2021-09-17,158.480848132189
2021-09-20,158.863755963331
2021-09-21,158.495417470625
2021-09-22,158.931584722088
2021-09-23,1008.584471
2021-09-24,1007.812318
2021-09-27,1008.031687
2021-09-28,158.61250946167
2021-09-29,1009.114494
2021-09-30,1008.208473
2021-10-01,1012.735334
2021-10-04,1011.483304
2021-10-05,1010.778794
2021-10-06,163.877185093865
2021-10-07,1011.58543
2021-10-08,163.221043768716
2021-10-11,1013.259384
2021-10-13,1018.029452
2021-10-14,1018.073103
2021-10-15,161.236019175812
2021-10-18,161.623967794075
2021-10-19,1006.735869
2021-10-20,160.542863470333
2021-10-21,1002.994063
2021-10-22,160.11177653874
2021-10-25,159.490441510246
2021-10-26,992.907946
2021-10-27,161.257982932673
2021-10-28,983.320584
2021-10-29,162.66891284708
2021-11-01,990.171523
2021-11-03,1008.529748
2021-11-04,161.405484523049
2021-11-05,1005.782574
2021-11-08,1007.058959
2021-11-09,157.578659533444
2021-11-10,1012.24922
2021-11-11,1012.565942
2021-11-12,157.408830572765
2021-11-16,1013.419922
2021-11-17,1012.499565
2021-11-18,1013.785918
2021-11-19,159.165395063037
2021-11-22,159.203844469225
2021-11-23,160.882343333044
2021-11-24,162.171687857998
2021-11-25,1021.674868
2021-11-26,1023.408245
2021-11-29,162.685818357441
2021-11-30,162.261918397053
2021-12-01,161.754680909617
2021-12-02,1027.787452
2021-12-03,163.234448702813
2021-12-06,165.705707291667
2021-12-07,1034.000294
2021-12-08,164.881194817201
2021-12-09,164.366471431879
2021-12-10,164.442948759856
2021-12-13,1035.528042
2021-12-14,1036.949425
2021-12-15,163.282031510114
2021-12-16,162.109399103115
2021-12-17,1030.181257
2021-12-20,163.170037139518
2021-12-21,164.193961844813
2021-12-22,163.944847102016
2021-12-23,164.725424297259
2021-12-24,1034.840407
2021-12-27,1036.134022
2021-12-28,165.179778259456
2021-12-29,164.450030628829
2021-12-30,1032.957267
2021-12-31,163.135152883707
2022-01-03,1029.911858
2022-01-04,1027.210801
2022-01-05,1022.858894
2022-01-06,1020.531452
2022-01-07,1018.168559
2022-01-10,1019.226143
2022-01-11,1014.767127
2022-01-12,165.445895772851
2022-01-13,1023.150567
2022-01-14,1024.844931
2022-01-17,1018.686788
2022-01-18,168.463615776639
2022-01-19,166.896771191724
2022-01-20,168.262183180463
2022-01-21,1028.229584
2022-01-24,169.641139911166
2022-01-25,169.808777225545
2022-01-26,1024.717012
2022-01-27,170.31746100873
2022-01-28,170.0041750063
2022-01-31,1025.037793
2022-02-01,169.672533189454
2022-02-02,1029.511125
2022-02-03,171.525586623337
2022-02-04,1032.935227
2022-02-07,175.737913032943
2022-02-08,175.590673487005
2022-02-09,1026.558902
2022-02-10,176.111692551285
2022-02-11,1021.742065
2022-02-14,175.457045666139
2022-02-15,174.00940261701
2022-02-16,1025.766801
2022-02-17,174.816349264463
2022-02-18,1023.56581
2022-02-21,1023.660289
2022-02-22,170.62592546423
2022-02-23,169.635334945659
2022-02-24,1022.00264
2022-02-25,1023.504243
2022-03-02,1021.020365
2022-03-03,1024.583042
2022-03-04,1023.032374
2022-03-07,1020.557591
2022-03-08,1017.675778
2022-03-09,168.567374640975
2022-03-10,167.844305433699
2022-03-11,169.344366032894
2022-03-14,169.40691716723
2022-03-15,170.088702285289
2022-03-16,167.27157088385
2022-03-17,166.661039474739
2022-03-18,1035.856028
2022-03-21,1035.600012
2022-03-22,1041.111878
2022-03-23,1043.889947
2022-03-24,166.987739314267
2022-03-25,167.866401405287
2022-03-28,168.055535490835
2022-03-29,166.489355110499
2022-03-30,166.839412015193
2022-03-31,165.714660916524
2022-04-01,1071.201508
2022-04-04,164.340243711028
2022-04-05,165.274718432118
2022-04-06,1070.176703
2022-04-07,162.243616433513
2022-04-08,1069.697901
2022-04-11,1061.717177
2022-04-12,1065.78631
2022-04-13,1067.862988
2022-04-14,1067.536878
2022-04-18,171.966576789375
2022-04-19,169.308403072521
2022-04-20,1074.791484
2022-04-22,1074.876703
2022-04-25,1076.631367
2022-04-26,159.205453236444
2022-04-27,159.364488548324
2022-04-28,1080.852599
2022-04-29,1079.931727
2022-05-02,1075.87333
2022-05-03,1078.726414
2022-05-04,158.225897190905
2022-05-05,153.421977281696
2022-05-06,151.997132410816
2022-05-09,156.123240123634
2022-05-10,1073.962679
2022-05-11,1075.600163
2022-05-12,156.484995403274
2022-05-13,157.47309911855
2022-05-16,1089.004332
2022-05-17,159.159534209915
2022-05-18,1090.617813
2022-05-19,155.896882164634
2022-05-20,1092.926241
2022-05-23,1093.999853
2022-05-24,1089.290509
2022-05-25,154.069092359412
2022-05-26,154.720700114602
2022-05-27,157.403148450685
2022-05-30,1088.68055
2022-05-31,1093.167411
2022-06-01,158.726113854624
2022-06-02,1093.523114
2022-06-03,1095.738142
2022-06-06,156.090668037769
2022-06-07,1091.612062
2022-06-08,1093.906188
2022-06-09,1096.613115
2022-06-10,1097.136564
2022-06-13,1091.971817
2022-06-14,156.05885996831
2022-06-15,157.500173028484
2022-06-17,1101.804379
2022-06-20,1098.922017
2022-06-21,152.554060758307
2022-06-22,152.885063494913
2022-06-23,153.193932282174
2022-06-24,1095.972456
2022-06-27,156.092395331494
2022-06-28,1086.38139
2022-06-29,1083.254376
2022-06-30,1089.445601
2022-07-01,156.128186087876
2022-07-04,1084.563576
2022-07-05,157.346298945431
2022-07-06,154.663206582153
2022-07-07,154.790036784312
2022-07-08,154.917232074018
2022-07-11,1071.896139
2022-07-12,1073.476724
2022-07-13,1073.974549
2022-07-14,1074.972651
2022-07-15,156.371978424061
2022-07-18,155.4617197984
2022-07-19,1062.758499
2022-07-20,1066.573018
2022-07-21,1066.167672
2022-07-22,151.813233550849
2022-07-25,1070.559017
2022-07-26,150.940306591001
2022-07-27,151.390879425637
2022-07-28,152.303493190116
2022-07-29,153.558468493395
2022-08-01,1076.857062
2022-08-02,1072.197407
2022-08-03,152.669171895201
2022-08-04,1094.558446
2022-08-05,1096.398024
2022-08-08,1097.596605
2022-08-09,159.935036390382
2022-08-10,160.05056018182
2022-08-11,161.264854286146
2022-08-12,164.131139774889
2022-08-15,1102.173276
2022-08-16,1098.364902
2022-08-17,165.305533668393
2022-08-18,164.786268653474
2022-08-19,161.14292360525
2022-08-22,1090.780504
2022-08-23,1096.595278
2022-08-24,1093.678899
2022-08-25,162.962207370994
2022-08-26,1088.573524
2022-08-29,1083.444607
2022-08-30,1081.879454
2022-08-31,163.720788864955
2022-09-01,162.729135745396
2022-09-02,161.550350120356
2022-09-05,1089.992371
2022-09-06,1085.115785
2022-09-08,1089.488357
2022-09-09,1088.606835
2022-09-12,1085.464472
2022-09-13,171.418369080075
2022-09-14,1082.726847
2022-09-15,170.841800621696
2022-09-16,169.498706202586
2022-09-19,167.501888435808
2022-09-20,166.728302467972
2022-09-21,1085.594036
2022-09-22,1091.254317
2022-09-23,1087.470615
2022-09-26,163.304374648276
2022-09-27,163.641838962565
2022-09-28,164.184120779523
2022-09-29,164.727140270299
2022-09-30,164.025637444128
2022-10-03,1088.920379
2022-10-04,163.802702376695
2022-10-05,162.60484354256
2022-10-06,168.39075579479
2022-10-07,167.54236485526
2022-10-10,167.008417697603
2022-10-11,1082.083716
2022-10-13,1080.356917
2022-10-14,168.358523810791
2022-10-17,1081.773526
2022-10-18,1081.34634
2022-10-19,1080.74708
2022-10-20,1080.799384
2022-10-21,168.543680730755
2022-10-24,1078.619157
2022-10-25,1078.208564
2022-10-26,171.079078384267
2022-10-27,1080.134755
2022-10-28,169.687528196041
2022-10-31,169.272745788893
2022-11-01,1082.905017
2022-11-03,1081.566893
2022-11-04,1081.22771
2022-11-07,1074.076084
2022-11-08,1073.167815
2022-11-09,158.766068897145
2022-11-10,1055.158859
2022-11-11,1054.53322
2022-11-14,160.856093432777
2022-11-16,160.541254979325
2022-11-17,160.778941355533
2022-11-18,1051.653853
2022-11-21,1054.715137
2022-11-22,1048.231099
2022-11-23,1048.116904
2022-11-24,158.102723990405
2022-11-25,1047.712813
2022-11-28,157.63910544082
2022-11-29,158.178274551654
2022-11-30,156.593484869422
2022-12-01,157.694638410572
2022-12-02,156.875786146664
2022-12-05,1065.067625
2022-12-06,169.293839923442
2022-12-07,1064.552283
2022-12-08,1064.018525
2022-12-09,168.686640624383
2022-12-12,1053.361607
2022-12-13,1048.764829
2022-12-14,1051.41136
2022-12-15,171.617657182332
2022-12-16,172.116684587743
2022-12-19,171.88135159594
2022-12-20,172.073364317736
2022-12-21,1055.233456
2022-12-22,1055.629316
2022-12-23,171.704577036935
2022-12-26,1059.959262
2022-12-27,1061.239429
2022-12-28,1068.186923
2022-12-29,1068.837763
2022-12-30,1069.33408
2023-01-02,172.913535038678
2023-01-03,1058.667664
2023-01-04,169.422058167994
2023-01-05,1059.11518
2023-01-06,168.194730387122
2023-01-09,169.89740799977
2023-01-10,169.352815708862
2023-01-11,1070.726872
2023-01-12,171.14663997004
2023-01-13,172.443715581662
2023-01-16,1073.032973
2023-01-17,1076.892332
2023-01-18,1076.441587
2023-01-19,1078.52887
2023-01-20,1072.312528
2023-01-23,1069.574218
2023-01-24,178.18261452545
2023-01-25,179.551973772027
2023-01-26,180.92723633243
2023-01-27,181.321974609333
2023-01-30,182.074877621836
2023-01-31,184.418273680259
2023-02-01,1065.206106
2023-02-02,185.6249429549
2023-02-03,1057.41437
2023-02-06,1059.644323
2023-02-07,187.819803491309
2023-02-08,1062.155395
2023-02-09,192.925847999404
2023-02-10,1060.923262
2023-02-13,1059.326989
2023-02-14,213.298326315459
2023-02-15,215.335065607091
2023-02-16,1064.662666
2023-02-17,223.033241962
2023-02-22,230.351468248925
2023-02-23,228.989874348214
2023-02-24,228.518328784607
2023-02-27,1061.386135
2023-02-28,1058.808354
2023-03-01,223.819993444366
2023-03-02,226.683106929369
2023-03-03,227.763483627284
2023-03-06,235.390971401447
2023-03-07,237.127755043146
2023-03-08,238.962935275669
2023-03-09,231.74916512534
2023-03-10,1071.893008
2023-03-13,1077.623754
2023-03-14,233.686245081093
2023-03-15,231.128660574234
2023-03-16,233.86430314194
2023-03-17,238.11820828246
2023-03-20,237.973196907111
2023-03-21,239.475360864658
2023-03-22,243.829678620401
2023-03-23,243.963118230301
2023-03-24,1095.81821
2023-03-27,256.262172090373
2023-03-28,1096.880497
2023-03-29,1097.321581
2023-03-30,258.450156868731
2023-03-31,257.129434710411
2023-04-03,1101.971063
2023-04-04,1102.237313
2023-04-05,262.512331477737
2023-04-06,1102.498565
2023-04-11,279.775456676336
2023-04-12,281.523285816322
2023-04-13,286.270806854057
2023-04-14,284.593602779802
2023-04-17,288.89547452976
2023-04-18,290.324737894262
2023-04-19,288.586276165774
2023-04-20,280.089698972546
2023-04-24,268.414244051743
2023-04-25,268.28301745423
2023-04-26,264.704019011866
2023-04-27,265.501573579192
2023-04-28,1125.364319
2023-05-02,267.660507891087
2023-05-03,1128.915457
2023-05-04,1131.919473
2023-05-05,1133.040962
