Date,Close
2019-01-07,1000.0
2019-01-08,1002.91
2019-01-09,1015.39
2019-01-10,1021.16
2019-01-11,1026.87
2019-01-14,1042.56
2019-01-15,1033.24
2019-01-16,1028.88
2019-01-17,1037.34
2019-01-18,1041.38
2019-01-21,1039.85
2019-01-22,1039.84
2019-01-23,1059.15
2019-01-24,1078.16
2019-01-28,1072.24
2019-01-29,1076.08
2019-01-30,1083.51
2019-01-31,1084.01
2019-02-01,1090.12
2019-02-04,1099.45
2019-02-05,1101.56
2019-02-06,1058.64
2019-02-07,1059.83
2019-02-08,1075.42
2019-02-11,1068.06
2019-02-12,1080.62
2019-02-13,1071.68
2019-02-14,1093.57
2019-02-15,1088.93
2019-02-18,1084.95
2019-02-19,1098.28
2019-02-20,1077.17
2019-02-21,1080.89
2019-02-22,1086.01
2019-02-25,1081.58
2019-02-26,1077.91
2019-02-27,1084.04
2019-02-28,1062.31
2019-03-01,1054.69
2019-03-06,1042.08
2019-03-07,1037.03
2019-03-08,1052.81
2019-03-11,1071.84
2019-03-12,1074.85
2019-03-13,1092.15
2019-03-14,1089.84
2019-03-15,1090.26
2019-03-18,1090.07
2019-03-19,1079.96
2019-03-20,1063.05
2019-03-21,1047.15
2019-03-22,1019.33
2019-03-25,1023.33
2019-03-26,1036.79
2019-03-27,998.1
2019-03-28,1028.98
2019-03-29,1035.31
2019-04-01,1041.78
2019-04-02,1031.55
2019-04-03,1028.49
2019-04-04,1047.81
2019-04-05,1057.39
2019-04-08,1062.1
2019-04-09,1046.1
2019-04-10,1048.21
2019-04-11,1039.22
2019-04-12,1027.38
2019-04-15,1029.94
2019-04-16,1036.63
2019-04-17,1026.44
2019-04-18,1042.89
2019-04-22,1045.88
2019-04-23,1056.62
2019-04-24,1044.36
2019-04-25,1053.17
2019-04-26,1056.71
2019-04-29,1053.38
2019-04-30,1052.39
2019-05-02,1046.8
2019-05-03,1044.78
2019-05-06,1037.83
2019-05-07,1028.92
2019-05-08,1033.04
2019-05-09,1032.15
2019-05-10,1031.53
2019-05-13,1005.01
2019-05-14,1010.95
2019-05-15,1003.31
2019-05-16,988.7
2019-05-17,982.61
2019-05-20,1014.76
2019-05-21,1045.53
2019-05-22,1044.83
2019-05-23,1046.7
2019-05-24,1044.05
2019-05-27,1063.22
2019-05-28,1078.04
2019-05-29,1079.17
2019-05-30,1091.34
2019-05-31,1104.38
2019-06-03,1102.07
2019-06-04,1105.33
2019-06-05,1094.14
2019-06-06,1105.78
2019-06-07,1106.58
2019-06-10,1096.78
2019-06-11,1109.34
2019-06-12,1098.36
2019-06-13,1099.43
2019-06-14,1092.83
2019-06-17,1087.71
2019-06-18,1109.31
2019-06-19,1110.01
2019-06-21,1120.82
2019-06-24,1122.98
2019-06-25,1102.21
2019-06-26,1115.07
2019-06-27,1121.0
2019-06-28,1125.54
2019-07-01,1123.77
2019-07-02,1118.25
2019-07-03,1129.15
2019-07-04,1144.44
2019-07-05,1148.66
2019-07-08,1154.39
2019-07-10,1166.42
2019-07-11,1160.39
2019-07-12,1149.97
2019-07-15,1144.14
2019-07-16,1145.95
2019-07-17,1146.78
2019-07-18,1155.26
2019-07-19,1140.69
2019-07-22,1142.12
2019-07-23,1137.54
2019-07-24,1132.62
2019-07-25,1116.92
2019-07-26,1127.74
2019-07-29,1130.61
2019-07-30,1129.92
2019-07-31,1125.05
2019-08-01,1127.24
2019-08-02,1125.51
2019-08-05,1101.23
2019-08-06,1123.18
2019-08-07,1127.1
2019-08-08,1144.86
2019-08-09,1139.06
2019-08-12,1118.76
2019-08-13,1132.35
2019-08-14,1101.66
2019-08-15,1089.61
2019-08-16,1094.94
2019-08-19,1085.88
2019-08-20,1082.64
2019-08-21,1103.44
2019-08-22,1093.17
2019-08-23,1073.91
2019-08-26,1058.94
2019-08-27,1067.31
2019-08-28,1075.99
2019-08-29,1100.66
2019-08-30,1107.79
2019-09-02,1109.19
2019-09-03,1095.26
2019-09-04,1106.6
2019-09-05,1120.05
2019-09-06,1120.58
2019-09-09,1113.2
2019-09-10,1116.58
2019-09-11,1128.92
2019-09-12,1140.02
2019-09-13,1125.52
2019-09-16,1121.03
2019-09-17,1134.15
2019-09-18,1137.52
2019-09-19,1143.82
2019-09-20,1145.08
2019-09-23,1140.64
2019-09-24,1128.92
2019-09-25,1134.19
2019-09-26,1142.74
2019-09-27,1144.47
