Date;Total Investido;Patrimônio Bruto
2015-12-16;1000,0;1000,0
2015-12-17;1000,0;1001,7335071547075
2015-12-18;1000,0;994,8287289661497
2015-12-21;1000,0;1006,6198649479527
2015-12-22;1000,0;1011,7973614573178
2015-12-23;1000,0;1021,3810019308958
2015-12-24;1000,0;1020,2606590439353
2015-12-29;1000,0;1010,7100066933768
2015-12-30;1000,0;1016,3322920718197
2015-12-31;1000,0;1011,4706551772774
2016-01-04;2000,0;2021,4995772874272
2016-01-05;2000,0;2024,7703249748174
2016-01-06;2000,0;2029,3048749299912
2016-01-07;2000,0;2026,4845186713767
2016-01-08;2000,0;1993,29305414116
2016-01-11;2000,0;1971,7222083764914
2016-01-12;2000,0;1994,0463615118672
2016-01-13;2000,0;1979,6619209477162
2016-01-14;2000,0;1976,0320658494204
2016-01-15;2000,0;1950,9012048089899
2016-01-18;2000,0;1952,9800559504756
2016-01-19;2000,0;1974,9361645155539
2016-01-20;2000,0;1943,0360406832765
2016-01-21;2000,0;1980,8939176301803
2016-01-22;2000,0;1975,295765177553
2016-01-25;2000,0;1973,6699789727634
2016-01-26;2000,0;1969,0681462708171
2016-01-27;2000,0;1968,7267403137598
2016-01-28;2000,0;1959,119915093366
2016-01-29;2000,0;1992,0646841013431
2016-02-01;3000,0;2968,3283735506816
2016-02-02;3000,0;2950,784845607384
2016-02-03;3000,0;2866,6815103606696
2016-02-04;3000,0;2851,1870270273776
2016-02-05;3000,0;2856,4724144502557
2016-02-10;3000,0;2848,883121804079
2016-02-11;3000,0;2819,3615534057817
2016-02-12;3000,0;2863,0868696261828
2016-02-15;3000,0;2926,6894034769325
2016-02-16;3000,0;2972,5867933581335
2016-02-17;3000,0;3017,842404299524
2016-02-18;3000,0;3007,81597670507
2016-02-19;3000,0;3007,6364746100016
2016-02-22;3000,0;3029,3313853646637
2016-02-23;3000,0;3020,169072563849
2016-02-24;3000,0;3019,54297082797
2016-02-25;3000,0;3035,8924500484227
