Date;Total Investido;Patrimônio Bruto
2015-12-16;1000,0;1000,0
2015-12-17;1000,0;1001,6393445477684
2015-12-18;1000,0;994,6448739886258
2015-12-21;1000,0;1006,6245421582255
2015-12-22;1000,0;1011,8277812707762
2015-12-23;1000,0;1021,4086649174302
2015-12-24;1000,0;1020,1727338474167
2015-12-29;1000,0;1010,352819597872
2015-12-30;1000,0;1016,0967190786035
2015-12-31;1000,0;1011,2554060396405
2016-01-04;2000,0;2021,4018931245687
2016-01-05;2000,0;2024,6023339708706
2016-01-06;2000,0;2028,82562424478
2016-01-07;2000,0;2025,6189179439639
2016-01-08;2000,0;1992,4846689869553
2016-01-11;2000,0;1970,8810272517449
2016-01-12;2000,0;1993,4437057482407
2016-01-13;2000,0;1978,6906997692631
2016-01-14;2000,0;1975,276641844032
2016-01-15;2000,0;1949,9381971128507
2016-01-18;2000,0;1952,1047651286206
2016-01-19;2000,0;1974,4022520991387
2016-01-20;2000,0;1942,5725752157687
2016-01-21;2000,0;1981,749198345553
2016-01-22;2000,0;1976,509627145368
2016-01-25;2000,0;1974,6562202283114
2016-01-26;2000,0;1969,9507979781486
2016-01-27;2000,0;1969,1806657839902
2016-01-28;2000,0;1959,4853136465101
2016-01-29;2000,0;1992,4209958868612
2016-02-01;3000,0;2968,138392321431
2016-02-02;3000,0;2949,236102845535
2016-02-03;3000,0;2864,8376212964044
2016-02-04;3000,0;2848,874894982271
2016-02-05;3000,0;2854,1565862869506
2016-02-10;3000,0;2845,951465299591
2016-02-11;3000,0;2815,7735127960887
2016-02-12;3000,0;2860,291271051699
2016-02-15;3000,0;2924,0165898626424
2016-02-16;3000,0;2969,880321888278
2016-02-17;3000,0;3016,507729746071
2016-02-18;3000,0;3005,9641755082807
2016-02-19;3000,0;3006,8510084242607
2016-02-22;3000,0;3028,3558559633316
2016-02-23;3000,0;3018,445871977986
2016-02-24;3000,0;3017,821049818047
2016-02-25;3000,0;3034,087981367253
2016-02-26;3000,0;3079,103896080218
2016-02-29;3000,0;3076,229860416473
2016-03-01;4000,0;4106,596698390632
2016-03-02;4000,0;4031,378794753487
2016-03-03;4000,0;3980,07634180288
2016-03-04;4000,0;4044,4466859395466
2016-03-07;4000,0;4046,0929856688226
2016-03-08;4000,0;4017,8032933489026
2016-03-09;4000,0;4013,0426481708105
2016-03-10;4000,0;3985,911156351359
2016-03-11;4000,0;3983,7535942325762
2016-03-14;4000,0;4015,3219896092646
2016-03-15;4000,0;4041,2904275593523
