Date;Total Investido;Patrimônio Bruto
2015-12-16;1000,0;1000,0
2015-12-17;1000,0;1003,4284340796103
2015-12-18;1000,0;998,1381185615799
2015-12-21;1000,0;1006,5356751630413
2015-12-22;1000,0;1011,249804815067
2015-12-23;1000,0;1020,8830681732741
2015-12-24;1000,0;1021,8433125812688
2015-12-29;1000,0;1017,1393744124613
2015-12-30;1000,0;1020,5726059497076
2015-12-31;1000,0;1015,3451396547434
2016-01-04;2000,0;2023,2578922188904
2016-01-05;2000,0;2027,794163045859
2016-01-06;2000,0;2037,931387263796
2016-01-07;2000,0;2042,0653317648082
2016-01-08;2000,0;2007,843986916849
2016-01-11;2000,0;1986,8634686219318
2016-01-12;2000,0;2004,8941652571386
2016-01-13;2000,0;1997,1439021598774
2016-01-14;2000,0;1989,6296979464132
2016-01-15;2000,0;1968,2353433394976
2016-01-18;2000,0;1968,735290743864
2016-01-19;2000,0;1984,546588011028
2016-01-20;2000,0;1951,3784190984231
2016-01-21;2000,0;1965,498864753474
2016-01-22;2000,0;1953,4462497568795
2016-01-25;2000,0;1955,9176363728993
2016-01-26;2000,0;1953,180415538852
2016-01-27;2000,0;1960,556081849616
2016-01-28;2000,0;1952,5427411367734
2016-01-29;2000,0;1985,6510719620226
2016-02-01;3000,0;2971,748035677187
2016-02-02;3000,0;2978,662215320665
2016-02-03;3000,0;2899,871513517447
2016-02-04;3000,0;2892,805403839291
2016-02-05;3000,0;2898,157321389755
2016-02-10;3000,0;2901,6529388848744
2016-02-11;3000,0;2883,946284380261
2016-02-12;3000,0;2913,4076439669047
2016-02-15;3000,0;2974,8000485341545
2016-02-16;3000,0;3021,3032798155305
2016-02-17;3000,0;3041,866546261679
2016-02-18;3000,0;3041,148398247286
2016-02-19;3000,0;3021,774865953342
2016-02-22;3000,0;3046,8909145886473
2016-02-23;3000,0;3051,186683109391
2016-02-24;3000,0;3050,5375490065885
2016-02-25;3000,0;3068,3728863094743
2016-02-26;3000,0;3096,5946990182883
2016-02-29;3000,0;3091,6237451962334
2016-03-01;4000,0;4114,099566142081
2016-03-02;4000,0;4052,3923271563767
2016-03-03;4000,0;4029,2331393454247
2016-03-04;4000,0;4257,160991635374
2016-03-07;4000,0;4211,301928177941
2016-03-08;4000,0;4167,717404049252
2016-03-09;4000,0;4228,590904828222
2016-03-10;4000,0;4243,54099703046
2016-03-11;4000,0;4229,307244488615
2016-03-14;4000,0;4275,936140219248
2016-03-15;4000,0;4230,915159012257
2016-03-16;4000,0;4214,741116471161
2016-03-17;4000,0;4225,168500545401
2016-03-18;4000,0;4277,681908707437
2016-03-21;4000,0;4326,830976004592
2016-03-22;4000,0;4365,719479542483
2016-03-23;4000,0;4460,327133329516
2016-03-24;4000,0;4373,186378105256
2016-03-29;4000,0;4387,159389814318
2016-03-30;4000,0;4400,652256637446
2016-03-31;4000,0;4353,363817231409
2016-04-01;5000,0;5361,480988893084
2016-04-04;5000,0;5381,447804692278
2016-04-05;5000,0;5380,856238879744
2016-04-06;5000,0;5405,810542769355
2016-04-07;5000,0;5394,1917750367165
2016-04-08;5000,0;5397,803853233158
2016-04-11;5000,0;5349,606942258778
2016-04-12;5000,0;5384,021853240729
