Date;Total Investido;Patrimônio Bruto
2017-02-08;1000,0;1000,0
2017-02-09;1000,0;1006,5124005129587
2017-02-10;1000,0;1014,5910431715643
2017-02-13;1000,0;1018,4294139570964
2017-02-14;1000,0;1015,3018981620475
2017-02-15;1000,0;1015,2077497614955
2017-02-16;1000,0;1006,5082894491437
2017-02-17;1000,0;1011,3436604281196
2017-02-20;1000,0;1018,6397205421847
2017-02-21;1000,0;1023,825492267405
2017-02-22;1000,0;1029,6529238799849
2017-02-23;1000,0;1030,2819490956706
2017-02-24;1000,0;1038,8214507545983
2017-03-01;2000,0;2054,195841348531
2017-03-02;2000,0;2070,55245185058
2017-03-03;2000,0;2076,8760077124434
2017-03-06;2000,0;2071,933993187424
2017-03-07;2000,0;2070,9264556009016
2017-03-08;2000,0;2076,713412481972
2017-03-09;2000,0;2074,5557094566416
2017-03-10;2000,0;2075,6407097269584
2017-03-13;2000,0;2092,1239835458564
2017-03-14;2000,0;2083,7004856328203
2017-03-15;2000,0;2073,0364880824714
2017-03-16;2000,0;2053,4795090830503
2017-03-17;2000,0;2046,252430134927
2017-03-20;2000,0;2041,1681462353486
2017-03-21;2000,0;2036,0003696176877
2017-03-22;2000,0;2009,7680671882704
2017-03-23;2000,0;2017,3455576400336
2017-03-24;2000,0;2017,9324383094815
2017-03-27;2000,0;2011,1400310549334
2017-03-28;2000,0;2034,6861503268651
2017-03-29;2000,0;2040,8350634745495
2017-03-30;2000,0;2035,992673516494
2017-03-31;2000,0;2049,904004245114
2017-04-03;3000,0;3044,5419854664146
2017-04-04;3000,0;3045,129564645675
2017-04-05;3000,0;3030,8995883128373
2017-04-06;3000,0;3030,1124021995797
2017-04-07;3000,0;3032,3418415427686
2017-04-10;3000,0;3048,6624203321353
2017-04-11;3000,0;3038,5590739563922
2017-04-12;3000,0;3021,519057136806
2017-04-13;3000,0;3009,093898469807
2017-04-18;3000,0;2959,215626012166
2017-04-19;3000,0;2969,0278301769517
2017-04-20;3000,0;2980,083366005192
2017-04-24;3000,0;3000,9245375433516
2017-04-25;3000,0;2999,8631237112772
2017-04-26;3000,0;3005,3542518122244
2017-04-27;3000,0;3006,084118635068
2017-04-28;3000,0;3011,174402199848
2017-05-02;4000,0;4026,81789474498
2017-05-03;4000,0;4025,630769825797
2017-05-04;4000,0;4057,8312157785635
2017-05-05;4000,0;4056,6472754580573
2017-05-08;4000,0;4112,2471425739695
2017-05-09;4000,0;4130,358492473153
2017-05-10;4000,0;4115,436557731273
2017-05-11;4000,0;4144,854257891916
2017-05-12;4000,0;4132,403550666213
2017-05-15;4000,0;4149,140417646025
2017-05-16;4000,0;4174,92864580419
2017-05-17;4000,0;4215,727718605665
2017-05-18;4000,0;4040,174501511852
2017-05-19;4000,0;3984,186837628383
2017-05-22;4000,0;4135,958168593197
2017-05-23;4000,0;4173,081609665311
2017-05-24;4000,0;4259,012187657252
2017-05-25;4000,0;4231,23766219184
2017-05-26;4000,0;4243,242380902913
2017-05-30;4000,0;4236,38938259746
2017-05-31;4000,0;4233,681589923517
2017-06-01;5000,0;5237,168297136638
2017-06-02;5000,0;5255,622416927586
2017-06-05;5000,0;5273,927028908708
2017-06-06;5000,0;5303,8691218664535
2017-06-07;5000,0;5278,71530608372
2017-06-08;5000,0;5267,939723790981
2017-06-09;5000,0;5369,985357286056
2017-06-12;5000,0;5355,317982075214
2017-06-13;5000,0;5407,403714770577
2017-06-14;5000,0;5292,801937820605
2017-06-16;5000,0;5323,067485842945
2017-06-19;5000,0;5404,901043793531
2017-06-20;5000,0;5476,481252245476
2017-06-21;5000,0;5450,5045633782975
2017-06-22;5000,0;5458,832187919949
2017-06-23;5000,0;5434,732761982266
2017-06-26;5000,0;5358,578781865778
2017-06-27;5000,0;5373,557517939709
2017-06-28;5000,0;5312,484677823933
2017-06-29;5000,0;5348,409412861258
