Date;Total Investido;Patrimônio Bruto
2017-02-08;1000,0;1000,0
2017-02-09;1000,0;1011,4101684295623
2017-02-10;1000,0;1023,9174260268916
2017-02-13;1000,0;1025,9134902641315
2017-02-14;1000,0;1023,4963250503772
2017-02-15;1000,0;1023,5298306181253
2017-02-16;1000,0;1015,8363060052042
2017-02-17;1000,0;1008,4327350027532
2017-02-20;1000,0;1020,2727558197282
2017-02-21;1000,0;1026,6899457437178
2017-02-22;1000,0;1039,9924700276126
2017-02-23;1000,0;1050,9546715664533
2017-02-24;1000,0;1055,2744077941188
2017-03-01;2000,0;2061,9970896138207
2017-03-02;2000,0;2083,297378983157
2017-03-03;2000,0;2081,8889896472074
2017-03-06;2000,0;2089,227355652328
2017-03-07;2000,0;2080,664724320503
2017-03-08;2000,0;2074,1011978009224
2017-03-09;2000,0;2057,875252297646
2017-03-10;2000,0;2065,8811062959967
2017-03-13;2000,0;2094,5692775201614
2017-03-14;2000,0;2070,6121630202542
2017-03-15;2000,0;2048,9661453481112
2017-03-16;2000,0;2051,8564768853525
2017-03-17;2000,0;2047,686029591044
2017-03-20;2000,0;2046,4344295010255
2017-03-21;2000,0;2069,2408391338395
2017-03-22;2000,0;2024,6774326976517
2017-03-23;2000,0;2019,1784151226595
2017-03-24;2000,0;2023,6141815607755
2017-03-27;2000,0;2020,7979630101556
2017-03-28;2000,0;2043,1651748066101
2017-03-29;2000,0;2045,5538524650863
2017-03-30;2000,0;2040,1492974763255
2017-03-31;2000,0;2046,3491503266973
2017-04-03;3000,0;3062,6248119359816
2017-04-04;3000,0;3049,141935929929
2017-04-05;3000,0;3046,694563827868
2017-04-06;3000,0;3029,5047109743487
2017-04-07;3000,0;3008,8646153868367
2017-04-10;3000,0;3030,774088963966
2017-04-11;3000,0;3032,910512788305
2017-04-12;3000,0;2999,568472191437
2017-04-13;3000,0;3000,677051867554
2017-04-18;3000,0;2979,1641667728436
2017-04-19;3000,0;2975,8518990520065
2017-04-20;3000,0;2978,4811992291857
2017-04-24;3000,0;2988,7282367839557
2017-04-25;3000,0;2952,1843477639613
2017-04-26;3000,0;2931,6687419755003
2017-04-27;3000,0;2960,288495428308
2017-04-28;3000,0;2954,9946444186007
2017-05-02;4000,0;3980,497154858613
2017-05-03;4000,0;4000,3571457747057
2017-05-04;4000,0;4014,642087159934
2017-05-05;4000,0;4016,403436238696
2017-05-08;4000,0;4069,382844447987
2017-05-09;4000,0;4097,658347583159
2017-05-10;4000,0;4099,2522819428805
2017-05-11;4000,0;4147,293064997758
2017-05-12;4000,0;4158,930024510022
2017-05-15;4000,0;4209,10279262205
2017-05-16;4000,0;4263,194970165613
2017-05-17;4000,0;4348,93250385684
2017-05-18;4000,0;3736,4316555939904
2017-05-19;4000,0;3699,0802709532018
2017-05-22;4000,0;3928,1816702930264
2017-05-23;4000,0;4000,1879369291005
2017-05-24;4000,0;4130,763061195397
2017-05-25;4000,0;4063,2683187477237
2017-05-26;4000,0;4084,600194573018
2017-05-30;4000,0;4098,196821671527
2017-05-31;4000,0;4113,079279008551
2017-06-01;5000,0;5104,319144557893
2017-06-02;5000,0;5067,510992826316
2017-06-05;5000,0;5028,934108764752
2017-06-06;5000,0;5049,2155830481515
2017-06-07;5000,0;5064,077455677793
2017-06-08;5000,0;5003,456212352504
