Date;Total Investido;Patrimônio Bruto
2015-12-16;1000,0;1000,0
2015-12-17;1000,0;1002,7127982668735
2015-12-18;1000,0;996,7408207323982
2015-12-21;1000,0;1006,571221961115
2015-12-22;1000,0;1011,4809953973506
2015-12-23;1000,0;1021,0933068709364
2015-12-24;1000,0;1021,175081087728
2015-12-29;1000,0;1014,4247524866255
2015-12-30;1000,0;1018,7822512012659
2015-12-31;1000,0;1013,7092462087023
2016-01-04;2000,0;2022,5154925811617
2016-01-05;2000,0;2026,5174314158637
2016-01-06;2000,0;2034,2890820561895
2016-01-07;2000,0;2035,4867662364707
2016-01-08;2000,0;2001,7002597448916
2016-01-11;2000,0;1980,4704920738573
2016-01-12;2000,0;2000,3139814535796
2016-01-13;2000,0;1989,7626212036316
2016-01-14;2000,0;1983,8884755054607
2016-01-15;2000,0;1960,916484848839
2016-01-18;2000,0;1962,0830804977668
2016-01-19;2000,0;1980,4888536462722
2016-01-20;2000,0;1947,8560815453616
2016-01-21;2000,0;1971,9989981903057
2016-01-22;2000,0;1962,6716007122748
2016-01-25;2000,0;1963,4130699150642
2016-01-26;2000,0;1959,8885685145708
2016-01-27;2000,0;1964,0059154233659
2016-01-28;2000,0;1955,3197701406682
2016-01-29;2000,0;1988,359041531958
2016-02-01;3000,0;2970,304178334885
2016-02-02;3000,0;2966,891770330613
2016-02-03;3000,0;2885,85795662903
2016-02-04;3000,0;2875,233200296483
2016-02-05;3000,0;2880,5570273486333
2016-02-10;3000,0;2879,372349450761
2016-02-11;3000,0;2856,677175746592
2016-02-12;3000,0;2892,1610948008224
2016-02-15;3000,0;2954,4866650655495
2016-02-16;3000,0;3000,7340966446295
2016-02-17;3000,0;3031,7230196554356
2016-02-18;3000,0;3027,0747091516837
2016-02-19;3000,0;3015,8053229417096
2016-02-22;3000,0;3039,4768911385213
2016-02-23;3000,0;3038,0903586568293
2016-02-24;3000,0;3037,4509493311716
2016-02-25;3000,0;3054,658924332586
2016-02-26;3000,0;3089,59837784306
2016-02-29;3000,0;3085,4661912843294
2016-03-01;4000,0;4111,098419041502
2016-03-02;4000,0;4043,986914195221
2016-03-03;4000,0;4009,5704203284067
2016-03-04;4000,0;4172,075269357043
2016-03-07;4000,0;4145,218351174293
2016-03-08;4000,0;4107,751759769112
2016-03-09;4000,0;4142,371602165258
2016-03-10;4000,0;4140,4890607588195
2016-03-11;4000,0;4131,0857843861995
2016-03-14;4000,0;4171,690479975255
2016-03-15;4000,0;4155,065266431096
2016-03-16;4000,0;4166,877070695868
2016-03-17;4000,0;4133,3824215201785
2016-03-18;4000,0;4172,769160481631
2016-03-21;4000,0;4217,287180936069
2016-03-22;4000,0;4254,862779695586
2016-03-23;4000,0;4341,706083184862
2016-03-24;4000,0;4269,214029116391
2016-03-29;4000,0;4273,150662579043
2016-03-30;4000,0;4279,352505045754
2016-03-31;4000,0;4229,4756147373555
2016-04-01;5000,0;5245,359497688908
2016-04-04;5000,0;5259,824810962399
2016-04-05;5000,0;5275,8546719777005
2016-04-06;5000,0;5307,211294626863
2016-04-07;5000,0;5298,7196815710295
2016-04-08;5000,0;5293,800648120227
2016-04-11;5000,0;5220,005036387809
2016-04-12;5000,0;5256,2695114871085
2016-04-13;5000,0;5307,455541309913
2016-04-14;5000,0;5368,599207824906
2016-04-15;5000,0;5369,646305535388
2016-04-18;5000,0;5476,531909089357
2016-04-19;5000,0;5432,528784862626
2016-04-20;5000,0;5388,714805289961
2016-04-22;5000,0;5393,433949552331
2016-04-25;5000,0;5327,395580139652
2016-04-26;5000,0;5325,757206802063
2016-04-27;5000,0;5323,634009899931
2016-04-28;5000,0;5345,726772810728
2016-04-29;5000,0;5258,127495568118
2016-05-03;6000,0;6367,993126605471
2016-05-04;6000,0;6360,917019600724
2016-05-05;6000,0;6355,108940704001
2016-05-06;6000,0;6434,851962973743
2016-05-09;6000,0;6431,035037871981
2016-05-10;6000,0;6361,570207851905
2016-05-11;6000,0;6430,434872794161
2016-05-12;6000,0;6390,032582055118
2016-05-13;6000,0;6483,899359364843
2016-05-16;6000,0;6480,154876596078
2016-05-17;6000,0;6467,596784514216
2016-05-18;6000,0;6450,771872376514
2016-05-19;6000,0;6373,299017402332
2016-05-20;6000,0;6417,881105764659
2016-05-23;6000,0;6421,688972037249
2016-05-24;6000,0;6364,092177477144
2016-05-25;6000,0;6409,542379655119
2016-05-27;6000,0;6485,412690077297
2016-05-31;6000,0;6498,6182480024645
2016-06-01;7000,0;7519,588077155074
2016-06-02;7000,0;7507,784230547804
2016-06-03;7000,0;7452,925233066717
2016-06-06;7000,0;7511,893408026402
2016-06-07;7000,0;7467,374099925182
2016-06-08;7000,0;7358,470721603126
2016-06-09;7000,0;7372,880566592191
2016-06-10;7000,0;7411,306755871731
2016-06-13;7000,0;7492,561915529953
2016-06-14;7000,0;7504,686492690067
2016-06-15;7000,0;7528,280558705086
2016-06-16;7000,0;7579,527124203655
2016-06-17;7000,0;7468,268573105134
2016-06-20;7000,0;7388,028776704153
2016-06-21;7000,0;7358,9577945231395
2016-06-22;7000,0;7333,431634518178
2016-06-23;7000,0;7304,625761609542
2016-06-24;7000,0;7549,057730742204
2016-06-27;7000,0;7583,951553253577
2016-06-28;7000,0;7553,1570095264215
2016-06-29;7000,0;7491,954346409091
2016-06-30;7000,0;7544,957444333672
2016-07-01;8000,0;8623,158106006722
2016-07-04;8000,0;8631,551676942128
2016-07-05;8000,0;8714,763323104204
2016-07-06;8000,0;8750,242906188862
2016-07-07;8000,0;8758,361211307567
2016-07-08;8000,0;8751,301737309062
2016-07-11;8000,0;8843,619010085447
2016-07-12;8000,0;8786,066267627693
2016-07-13;8000,0;8827,236837064607
2016-07-14;8000,0;8747,376745358593
2016-07-15;8000,0;8867,883206240247
2016-07-18;8000,0;8889,675867760325
2016-07-19;8000,0;8977,921860385013
2016-07-20;8000,0;8910,16102091202
2016-07-21;8000,0;8907,956983922413
2016-07-22;8000,0;8972,918422667939
2016-07-25;8000,0;8925,169311537607
2016-07-26;8000,0;8918,311467802476
2016-07-27;8000,0;8973,334481868813
2016-07-28;8000,0;8963,403045020641
2016-07-29;8000,0;8910,142281317063
2016-08-01;9000,0;9948,79890829713
2016-08-02;9000,0;9783,64125572322
2016-08-03;9000,0;9827,891276280292
2016-08-04;9000,0;9878,032330242007
2016-08-05;9000,0;9898,832639786437
2016-08-08;9000,0;9919,387126659949
2016-08-09;9000,0;9899,50075297755
2016-08-10;9000,0;9892,820936898695
2016-08-11;9000,0;9961,91513076962
2016-08-12;9000,0;10097,689003717085
2016-08-15;9000,0;10132,269094983003
2016-08-16;9000,0;10096,48856983149
2016-08-17;9000,0;10150,619513760317
2016-08-18;9000,0;10139,002572666597
2016-08-19;9000,0;10163,028340964353
2016-08-22;9000,0;10105,623177728648
2016-08-24;9000,0;10075,750128182483
2016-08-25;9000,0;10019,24378179543
2016-08-26;9000,0;9995,061199545904
2016-08-30;9000,0;10060,7723375538
2016-08-31;9000,0;9981,484470142641
2016-09-01;10000,0;10921,660127753066
2016-09-02;10000,0;10968,763585814348
2016-09-05;10000,0;11087,60830009928
2016-09-06;10000,0;10995,867732880555
2016-09-08;10000,0;10983,985739357891
2016-09-09;10000,0;11051,971743712791
2016-09-12;10000,0;10952,155750592934
2016-09-13;10000,0;11014,458768239381
2016-09-14;10000,0;11014,369490347031
2016-09-15;10000,0;11060,082079595468
2016-09-16;10000,0;10991,21092027514
2016-09-19;10000,0;10989,493890819314
2016-09-20;10000,0;11005,108148268084
2016-09-21;10000,0;10976,750379072944
2016-09-22;10000,0;10986,687463585404
2016-09-23;10000,0;11156,009618216824
2016-09-26;10000,0;11139,801499523837
2016-09-27;10000,0;11128,378741071658
2016-09-28;10000,0;11174,523044869327
2016-09-29;10000,0;11199,64483114977
2016-09-30;10000,0;11230,757048224885
2016-10-03;11000,0;12308,38780172455
2016-10-04;11000,0;12425,66173657463
2016-10-05;11000,0;12415,469308589922
2016-10-06;11000,0;12493,902322141405
2016-10-07;11000,0;12536,266586578227
2016-10-10;11000,0;12623,175161326788
2016-10-11;11000,0;12626,086774342173
2016-10-13;11000,0;12557,067847335762
2016-10-14;11000,0;12584,658031514526
2016-10-17;11000,0;12574,270236366889
2016-10-18;11000,0;12563,707159951806
2016-10-19;11000,0;12577,55753119466
2016-10-20;11000,0;12567,682967486206
2016-10-21;11000,0;12615,627397423781
2016-10-24;11000,0;12579,85953825465
2016-10-25;11000,0;12588,894229641854
2016-10-26;11000,0;12516,890217246566
2016-10-27;11000,0;12516,651282272604
2016-10-28;11000,0;12568,136101419712
2016-10-31;11000,0;12505,19517529461
2016-11-01;12000,0;13541,776494045987
2016-11-03;12000,0;13356,870916392738
2016-11-04;12000,0;13369,734631400412
2016-11-07;12000,0;13440,516848363965
2016-11-08;12000,0;13512,985668013092
2016-11-09;12000,0;13503,917278928562
2016-11-10;12000,0;13682,20765964591
2016-11-11;12000,0;13632,129389573154
2016-11-14;12000,0;13635,93868989643
2016-11-16;12000,0;13675,51757737695
2016-11-17;12000,0;13747,400571716174
2016-11-18;12000,0;13808,98096595061
2016-11-21;12000,0;13632,180634665787
2016-11-22;12000,0;13762,760825007168
2016-11-23;12000,0;13836,16021176305
2016-11-24;12000,0;13823,536242432165
2016-11-25;12000,0;13851,411978277227
2016-11-28;12000,0;13773,06099465893
2016-11-29;12000,0;13781,679217391718
2016-11-30;12000,0;13811,961026909794
2016-12-01;13000,0;14833,698273189784
2016-12-02;13000,0;14638,523006492827
2016-12-05;13000,0;14726,917007998589
2016-12-06;13000,0;14646,29658143783
2016-12-07;13000,0;14713,177532698168
2016-12-08;13000,0;14928,007075256037
2016-12-09;13000,0;14994,22222186917
2016-12-12;13000,0;14796,72048422956
2016-12-13;13000,0;14800,474080528951
2016-12-14;13000,0;14742,058885822447
2016-12-15;13000,0;15023,618800204104
2016-12-16;13000,0;15072,171840581594
2016-12-19;13000,0;15062,394460113723
2016-12-20;13000,0;15150,086781964079
2016-12-21;13000,0;15101,43408233671
2016-12-22;13000,0;15110,755710776873
2016-12-23;13000,0;15128,33419920641
2016-12-28;13000,0;15284,286853132702
2016-12-29;13000,0;15273,434799094754
2016-12-30;13000,0;15243,006311012496
