IDIV - 2018
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;4.504,52;4.460,50;;;4.032,45;;4.097,55;;3.857,75;4.452,39;
2;4.137,82;4.444,87;4.474,19;4.440,76;4.337,04;;3.783,68;4.100,68;;4.003,73;;
3;4.129,99;;;4.432,21;4.261,81;;3.834,44;4.196,02;3.902,00;4.103,80;;4.699,29
4;4.160,46;;;4.422,01;4.261,83;4.071,80;3.872,46;;3.840,98;4.107,74;;4.652,96
5;4.190,19;4.352,21;4.495,32;4.444,98;;3.945,73;3.862,96;;3.861,42;4.109,49;4.532,11;4.680,77
6;;4.453,35;4.483,03;4.419,22;;3.912,00;3.882,73;4.168,31;3.913,54;;4.510,13;4.697,01
7;;4.400,94;4.474,00;;4.233,60;3.795,37;;4.130,87;;;4.493,66;4.666,48
8;4.193,70;4.337,93;4.457,58;;4.226,62;3.781,36;;4.081,18;;4.291,58;4.410,59;
9;4.168,44;4.299,85;4.501,93;4.354,74;4.249,02;;;4.054,11;;4.283,79;4.439,96;
10;4.143,73;;;4.390,34;4.335,33;;3.915,85;3.943,91;3.915,60;4.174,53;;4.603,57
11;4.190,01;;;4.408,71;4.324,71;3.746,81;3.910,91;;3.839,28;4.145,94;;4.623,63
12;4.191,80;;4.526,97;4.431,98;;3.751,73;3.953,28;;3.840,28;;4.438,32;4.646,81
13;;;4.503,65;4.367,99;;3.741,67;3.988,15;3.978,15;3.807,74;;4.418,12;4.685,90
14;;4.420,70;4.468,18;;4.258,02;3.678,89;;4.076,80;3.828,91;;4.452,16;4.684,83
15;4.208,23;4.455,17;4.440,23;;4.212,95;3.720,73;;4.042,17;;4.167,59;;
16;4.231,59;4.467,10;4.434,92;4.304,17;4.297,06;;3.992,38;4.051,80;;4.260,75;4.583,60;
17;4.273,19;;;4.367,04;4.155,41;;4.046,42;4.001,53;3.869,34;4.265,14;;4.603,59
18;4.255,69;;;4.428,69;4.125,94;3.676,59;4.018,26;;3.903,57;4.218,94;;4.646,21
19;4.271,42;4.464,35;4.395,80;4.417,82;;3.758,05;4.018,20;;3.890,49;4.242,77;4.549,09;4.604,44
20;;4.502,50;4.409,60;4.396,84;;3.790,56;4.088,96;3.976,82;3.882,87;;;4.615,45
21;;4.527,71;4.416,08;;4.099,09;3.707,15;;3.904,51;3.934,74;;4.535,82;4.615,92
22;4.305,70;4.533,92;4.407,03;;4.186,78;3.736,94;;3.969,92;;4.281,86;4.555,78;
23;4.261,81;4.566,64;4.408,91;4.397,84;4.117,06;;4.046,58;3.888,32;;4.287,66;4.531,37;
24;4.415,97;;;4.395,39;4.140,33;;4.086,29;3.904,20;3.872,78;4.192,20;;
25;;;;4.385,74;4.081,26;3.745,91;4.146,24;;3.892,82;4.249,69;;
26;4.529,17;4.564,26;4.444,06;4.436,55;;3.754,44;4.086,69;;3.901,80;4.307,32;4.483,80;4.581,39
27;;4.523,02;4.400,20;4.454,60;;3.694,82;4.100,98;3.990,58;3.942,63;;4.599,60;4.623,57
28;;4.447,23;4.401,38;;3.918,38;3.744,65;;3.961,62;3.924,31;;4.671,30;4.721,74
29;4.470,86;;4.494,07;;3.914,01;3.792,43;;4.003,47;;4.253,47;4.720,90;
30;4.456,47;;;4.430,33;3.963,96;;4.115,17;3.895,55;;4.368,23;4.691,32;
31;4.474,49;;;;;;4.068,17;3.917,55;;4.373,16;;
MÍNIMO;4.129,99;4.299,85;4.395,80;4.304,17;3.914,01;3.676,59;3.783,68;3.888,32;3.807,74;3.857,75;4.410,59;4.581,39
MÍNIMO;4.529,17;4.566,64;4.526,97;4.454,60;4.337,04;4.071,80;4.146,24;4.196,02;3.942,63;4.373,16;4.720,90;4.721,74
