IDIV - 2012
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;3.124,94;3.360,77;;;3.141,87;;3.355,77;;3.233,90;3.339,38;
2;2.933,23;3.133,43;3.398,73;3.446,27;3.452,95;;3.330,09;3.328,15;;3.236,45;;
3;2.952,86;3.151,70;;3.421,44;3.421,01;;3.362,43;3.386,42;3.230,89;3.200,48;;3.306,39
4;2.970,60;;;3.386,65;3.385,98;3.133,03;3.375,11;;3.181,87;3.210,94;;3.277,45
5;2.947,28;;3.397,35;3.388,21;;3.106,97;3.391,46;;3.230,31;3.221,61;3.308,80;3.274,74
6;2.937,26;3.141,10;3.352,56;;;3.186,56;3.354,40;3.420,39;3.305,36;;3.347,78;3.280,98
7;;3.179,06;3.383,21;;3.408,69;;;3.387,96;;;3.315,00;3.311,29
8;;3.188,81;3.409,74;;3.374,34;3.189,45;;3.413,89;;3.253,57;3.254,61;
9;2.957,89;3.184,48;3.438,96;3.368,36;3.350,89;;;3.414,39;;3.236,60;3.240,91;
10;2.967,37;3.164,85;;3.357,39;3.366,03;;3.293,22;3.439,17;3.313,36;3.210,69;;3.358,03
11;2.964,96;;;3.349,63;3.340,42;3.180,11;3.283,56;;3.319,94;3.257,58;;3.403,68
12;2.961,15;;3.437,97;3.398,67;;3.247,63;3.279,80;;3.268,71;;3.226,58;3.413,52
13;2.960,40;3.205,13;3.493,52;3.344,13;;3.243,02;3.302,12;3.423,49;3.331,99;;3.248,77;3.406,49
14;;3.215,00;3.488,95;;3.259,71;3.236,09;;3.370,60;3.370,37;;3.209,19;3.431,89
15;;3.244,45;3.454,09;;3.226,29;3.246,41;;3.369,61;;3.270,55;;
16;2.971,67;3.271,38;3.447,88;3.335,85;3.195,98;;3.275,42;3.397,67;;3.303,36;3.181,63;
17;2.985,17;3.278,16;;3.352,63;3.125,85;;3.291,66;3.356,68;3.388,09;3.325,16;;3.449,66
18;3.033,00;;;3.382,27;3.140,59;3.274,32;3.307,20;;3.399,54;3.301,27;;3.489,11
19;3.031,70;;3.454,07;3.387,83;;3.321,83;3.325,56;;3.391,68;3.275,44;3.204,77;3.502,01
20;3.042,81;;3.437,25;3.387,31;;3.322,45;3.282,36;3.359,75;3.379,80;;;3.513,29
21;;;3.424,74;;3.205,98;3.257,36;;3.330,27;3.351,79;;3.205,35;3.518,43
22;;3.297,18;3.397,14;;3.192,43;3.249,50;;3.342,49;;3.262,08;3.205,80;
23;3.030,21;3.273,84;3.390,68;3.375,34;3.159,38;;3.243,50;3.302,91;;3.198,85;3.261,13;
24;3.031,98;3.283,17;;3.392,91;3.121,24;;3.211,34;3.298,68;3.359,94;3.182,85;;
25;;;;3.398,65;3.113,85;3.221,07;3.213,44;;3.279,88;3.249,00;;
26;3.049,31;;3.451,64;3.411,04;;3.253,36;3.278,25;;3.285,73;3.237,46;3.243,18;3.519,39
27;3.052,64;3.274,60;3.458,85;3.425,29;;3.259,09;3.377,29;3.294,80;3.270,52;;3.225,42;3.517,11
28;;3.314,95;3.411,89;;3.155,29;3.265,19;;3.285,33;3.223,46;;3.242,05;3.555,97
29;;3.317,53;3.389,01;;3.148,45;3.313,06;;3.235,76;;3.249,24;3.297,63;
30;3.063,36;;3.388,92;3.435,89;3.130,00;;3.397,40;3.207,02;;3.268,50;3.303,55;
31;3.081,61;;;;3.166,39;;3.356,71;3.202,39;;3.251,84;;
MÍNIMO;2.933,23;3.124,94;3.352,56;3.335,85;3.113,85;3.106,97;3.211,34;3.202,39;3.181,87;3.182,85;3.181,63;3.274,74
MÍNIMO;3.081,61;3.317,53;3.493,52;3.446,27;3.452,95;3.322,45;3.397,40;3.439,17;3.399,54;3.325,16;3.347,78;3.555,97
