IBLV - 2017
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;9.983,15;10.228,84;;;10.490,42;;10.969,93;11.361,25;;11.656,40;11.328,21
2;9.526,56;10.040,16;10.143,38;;10.829,93;10.544,09;;11.018,35;;11.637,58;;
3;9.760,33;10.180,56;10.245,77;10.451,53;10.764,32;;10.603,37;10.990,77;;11.892,48;11.659,73;
4;9.738,12;;;10.513,71;10.665,03;;10.594,09;10.957,89;11.366,59;11.900,37;;11.395,27
5;9.722,12;;;10.456,99;10.723,54;10.545,03;10.626,00;;11.418,97;11.960,13;;11.409,17
6;9.662,29;10.081,53;10.279,78;10.399,19;;10.597,46;10.473,10;;11.514,66;11.891,40;11.665,92;11.467,46
7;;10.095,29;10.192,16;10.439,13;;10.649,45;10.508,06;11.075,29;;;11.469,39;11.374,12
8;;10.174,27;10.133,51;;10.718,57;10.568,98;;11.048,25;11.564,80;;11.692,85;11.379,21
9;9.661,78;10.189,42;10.137,33;;10.801,02;10.464,13;;11.057,38;;11.837,98;11.586,35;
10;9.636,05;10.238,18;10.196,35;10.452,40;10.941,73;;10.595,97;10.974,04;;11.964,39;11.470,44;
11;9.626,49;;;10.427,79;10.925,00;;10.660,09;11.052,95;11.717,91;11.984,37;;11.373,51
12;9.829,81;;;10.421,43;11.001,42;10.422,44;10.772,44;;11.768,00;;;11.550,12
13;9.789,90;10.232,59;10.273,49;10.337,37;;10.472,98;10.858,35;;11.805,11;12.041,59;11.495,35;11.483,33
14;;10.210,24;10.176,92;;;10.460,48;10.860,33;11.136,09;11.827,27;;11.390,25;11.428,89
15;;10.431,08;10.327,03;;11.020,41;;;11.163,87;11.989,61;;;11.499,56
16;9.755,90;10.392,82;10.300,32;;11.002,03;10.509,11;;11.142,76;;12.004,70;11.644,35;
17;9.834,86;10.355,88;10.221,33;10.548,30;10.843,67;;10.827,22;11.048,64;;11.939,70;11.752,98;
18;9.788,71;;;10.570,86;10.231,26;;10.814,10;11.099,48;11.990,27;12.038,36;;11.516,30
19;9.811,64;;;10.444,54;10.349,89;10.557,37;10.752,11;;12.020,16;11.943,65;;11.411,91
20;9.874,65;10.375,48;10.270,76;10.479,23;;10.458,16;10.770,06;;11.954,23;11.943,94;;11.480,37
21;;10.463,56;10.141,89;;;10.423,18;10.800,35;11.098,43;11.896,02;;11.913,19;11.642,23
22;;10.431,96;10.140,65;;10.232,36;10.469,39;;11.219,91;11.843,65;;11.889,86;11.643,27
23;9.985,17;10.337,84;10.186,53;;10.397,12;10.453,61;;11.237,52;;11.768,76;11.886,92;
24;9.981,90;10.223,20;10.281,48;10.535,27;10.480,01;;10.864,17;11.286,19;;11.849,34;11.853,30;
25;;;;10.636,35;10.530,02;;10.847,38;11.306,39;11.726,59;11.872,95;;
26;10.091,64;;;10.599,98;10.650,76;10.557,21;10.775,69;;11.712,70;11.763,64;;11.711,70
27;10.090,22;;10.309,06;10.573,68;;10.454,29;10.852,33;;11.618,81;11.848,44;11.873,68;11.773,15
28;;;10.355,32;10.651,01;;10.465,24;10.865,48;11.305,47;11.569,09;;11.852,22;11.810,88
29;;;10.465,01;;10.562,96;10.464,57;;11.340,43;11.665,06;;11.631,49;
30;9.935,08;;10.453,40;;10.629,09;10.557,44;;11.310,50;;11.654,45;11.330,37;
31;10.019,56;;10.404,09;;10.501,96;;10.870,50;11.293,05;;11.637,59;;
MÍNIMO;9.526,56;9.983,15;10.133,51;10.337,37;10.231,26;10.422,44;10.473,10;10.957,89;11.361,25;11.637,58;11.330,37;11.328,21
MÍNIMO;10.091,64;10.463,56;10.465,01;10.651,01;11.020,41;10.649,45;10.870,50;11.340,43;12.020,16;12.041,59;11.913,19;11.810,88
