IDIV - 2019
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;5.339,42;5.175,10;5.145,02;;;5.590,12;5.827,20;;5.952,88;6.136,67;
2;4.879,77;;;5.103,58;5.243,98;;5.583,06;5.817,90;5.877,41;5.821,66;;6.219,96
3;4.923,80;;;5.104,50;5.222,79;5.435,06;5.626,64;;5.814,04;5.851,01;;6.257,63
4;4.907,72;5.385,61;;5.186,82;;5.449,86;5.704,50;;5.851,79;5.886,56;6.154,82;6.311,19
5;;5.363,36;;5.241,05;;5.423,27;5.746,30;5.718,06;5.900,13;;6.117,72;6.346,74
6;;5.186,74;5.123,25;;5.204,83;5.464,28;;5.841,67;5.898,15;;6.151,35;6.375,36
7;4.872,02;5.175,07;5.095,57;;5.193,52;5.492,24;;5.852,54;;5.745,94;6.197,20;
8;4.900,29;5.259,48;5.192,25;5.268,00;5.234,90;;5.804,09;5.921,25;;5.734,85;6.121,42;
9;4.976,35;;;5.185,28;5.223,05;;;6.001,92;5.834,86;5.799,18;;6.410,74
10;4.999,32;;;5.177,69;5.200,93;5.452,53;5.880,33;;5.830,78;5.796,32;;6.378,76
11;5.041,49;5.218,56;5.275,58;5.137,04;;5.485,53;5.871,32;;5.934,27;5.911,63;6.137,22;6.429,37
12;;5.275,91;5.303,69;5.081,83;;5.439,25;5.828,56;5.902,90;5.966,89;;6.088,00;6.449,43
13;;5.242,13;5.359,87;;5.077,77;5.470,46;;5.939,06;5.902,55;;6.069,90;6.546,52
14;5.121,76;5.336,44;5.335,91;;5.091,57;5.436,39;;5.778,31;;5.940,74;6.118,61;
15;5.090,49;5.292,99;5.336,43;5.107,80;5.057,84;;5.790,55;5.676,26;;5.908,41;;
16;5.067,89;;;5.146,99;4.965,38;;5.789,37;5.740,89;5.875,07;5.981,71;;6.555,30
17;5.127,55;;;5.110,20;4.913,25;5.415,72;5.826,68;;5.951,17;5.991,40;;6.580,03
18;5.149,02;5.263,71;5.356,88;5.156,52;;5.480,57;5.885,00;;5.989,88;5.987,00;6.103,09;6.663,20
19;;5.323,22;5.326,35;;;5.525,47;5.805,89;5.721,78;6.001,58;;6.086,97;6.705,77
20;;5.227,77;5.245,03;;5.067,63;;;5.719,67;5.991,51;;;6.685,60
21;5.130,53;5.246,24;5.168,45;;5.197,18;5.576,16;;5.849,64;;6.037,22;6.158,97;
22;5.128,88;5.292,27;5.038,34;5.168,83;5.190,94;;5.809,66;5.827,76;;6.069,09;6.218,17;
23;5.214,32;;;5.208,13;5.162,80;;5.808,59;5.707,25;5.971,62;6.070,21;;6.763,39
24;5.298,55;;;5.183,13;5.132,50;5.589,12;5.800,98;;5.940,65;6.052,72;;
25;;5.282,67;5.066,98;5.248,47;;5.492,93;5.741,49;;5.920,57;6.053,38;6.217,62;
26;;5.257,89;5.116,33;5.250,14;;5.530,86;5.775,82;5.619,82;5.949,34;;6.142,39;6.865,66
27;;5.287,84;4.931,45;;5.194,07;5.557,53;;5.650,45;5.960,48;;6.147,53;6.852,80
28;5.264,97;5.203,38;5.078,10;;5.270,58;5.603,09;;5.698,25;;6.082,70;6.199,77;
29;5.280,33;;5.110,42;5.256,92;5.298,93;;5.787,63;5.824,16;;6.076,32;6.231,87;
30;5.328,68;;;5.268,51;5.349,28;;5.798,04;5.886,28;5.997,62;6.118,74;;6.854,14
31;5.311,17;;;;5.433,97;;5.758,01;;;6.088,74;;
MÍNIMO;4.872,02;5.175,07;4.931,45;5.081,83;4.913,25;5.415,72;5.583,06;5.619,82;5.814,04;5.734,85;6.069,90;6.219,96
MÍNIMO;5.328,68;5.385,61;5.359,87;5.268,51;5.433,97;5.603,09;5.885,00;6.001,92;6.001,58;6.118,74;6.231,87;6.865,66
