IBSD - 2024
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;1.560,70;1.574,75;1.546,17;;;1.542,03;1.560,31;;1.655,53;1.591,55;
2;1.609,01;1.546,19;;1.551,23;1.564,98;;1.544,81;1.544,83;1.650,03;1.670,82;;1.562,78
3;1.612,83;;;1.553,69;1.590,06;1.524,77;1.559,11;;1.643,79;1.643,08;;1.576,73
4;1.597,81;;1.558,86;1.561,66;;1.522,70;1.566,60;;1.669,88;1.640,15;1.613,62;1.570,71
5;1.604,81;1.554,94;1.551,99;1.554,52;;1.515,86;1.564,37;1.533,02;1.675,14;;1.614,85;1.590,32
6;;1.586,62;1.548,32;;1.590,30;1.531,02;;1.541,93;1.663,89;;1.618,28;1.570,28
7;;1.588,23;1.544,32;;1.584,00;1.505,98;;1.547,40;;1.644,30;1.623,57;
8;1.603,11;1.565,88;1.540,18;1.577,73;1.584,39;;1.561,20;1.556,66;;1.629,41;1.600,79;
9;1.589,91;1.561,71;;1.589,70;1.566,72;;1.568,03;1.576,88;1.662,93;1.609,63;;1.594,24
10;1.580,63;;;1.564,46;1.560,51;1.502,64;1.574,73;;1.654,41;1.615,28;;1.604,89
11;1.574,97;;1.531,53;1.559,23;;1.514,64;1.592,80;;1.657,59;1.605,86;1.596,11;1.617,15
12;1.574,82;;1.539,35;1.541,26;;1.494,18;1.594,41;1.583,96;1.652,09;;1.573,25;1.576,59
13;;;1.536,08;;1.576,11;1.496,90;;1.599,29;1.663,83;;1.566,87;1.555,78
14;;1.556,09;1.528,25;;1.583,40;1.495,54;;1.612,52;;1.615,02;1.569,63;
15;1.578,71;1.566,10;1.519,27;1.551,05;1.585,82;;1.598,14;1.612,14;;1.612,42;;
16;1.553,34;1.575,66;;1.532,12;1.588,38;;1.604,77;1.611,13;1.668,81;1.619,06;;1.544,55
17;1.547,04;;;1.535,96;1.583,83;1.488,72;1.612,57;;1.662,11;1.608,14;;1.563,02
18;1.537,50;;1.527,59;1.534,30;;1.499,69;1.587,08;;1.643,97;1.609,18;1.573,03;1.510,61
19;1.541,49;1.577,80;1.529,89;1.545,13;;1.506,16;1.577,86;1.637,72;1.639,79;;1.581,98;1.512,71
20;;1.582,46;1.543,95;;1.588,52;1.512,92;;1.642,26;1.619,40;;;1.522,98
21;;1.572,51;1.543,52;;1.596,55;1.522,93;;1.656,39;;1.608,86;1.562,15;
22;1.534,88;1.580,47;1.533,56;1.548,34;1.576,35;;1.589,61;1.644,44;;1.598,77;1.584,14;
23;1.552,30;1.570,06;;1.532,88;1.562,25;;1.561,27;1.656,92;1.607,97;1.592,17;;1.490,65
24;1.558,60;;;1.523,98;1.565,55;1.536,21;1.557,39;;1.632,10;1.599,27;;
25;1.558,57;;1.528,58;1.516,04;;1.529,97;1.552,02;;1.632,38;1.600,10;1.593,04;
26;1.567,60;1.565,68;1.528,07;1.532,18;;1.531,07;1.564,59;1.657,46;1.664,39;;1.602,77;1.494,70
27;;1.587,62;1.540,61;;1.565,42;1.540,05;;1.651,46;1.655,67;;1.581,75;1.482,43
28;;1.579,65;1.547,09;;1.555,47;1.534,38;;1.653,36;;1.615,45;1.554,44;
29;1.557,91;1.573,66;;1.541,32;1.541,93;;1.564,51;1.651,50;;1.603,93;1.570,56;
30;1.546,72;;;1.533,65;;;1.554,75;1.656,33;1.650,41;1.610,17;;1.484,82
31;1.555,23;;;;1.525,83;;1.562,79;;;1.603,88;;
MÍNIMO;1.534,88;1.546,19;1.519,27;1.516,04;1.525,83;1.488,72;1.542,03;1.533,02;1.607,97;1.592,17;1.554,44;1.482,43
MÍNIMO;1.612,83;1.588,23;1.574,75;1.589,70;1.596,55;1.540,05;1.612,57;1.657,46;1.675,14;1.670,82;1.623,57;1.617,15
