IDIV - 2021
Dia;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez

1;;6.559,83;6.039,63;6.484,05;;7.231,03;6.911,36;;6.841,42;6.572,97;6.318,82;6.184,63
2;;6.580,60;6.112,73;;;7.304,12;7.003,23;6.893,75;6.676,77;;;6.397,30
3;;6.644,04;6.113,34;;6.724,96;;;6.897,50;6.631,66;;6.411,87;6.459,71
4;6.734,39;6.601,91;6.231,30;;6.632,40;7.341,50;;6.829,70;;6.443,95;6.253,97;
5;6.688,63;6.632,73;6.325,73;6.540,99;6.718,05;;7.008,98;6.759,06;;6.454,91;6.328,76;
6;6.682,48;;;6.566,61;6.720,84;;6.912,45;6.823,87;6.685,44;6.429,21;;6.521,36
7;6.766,25;;;6.554,53;6.800,27;7.362,07;6.975,70;;;6.419,25;;6.504,28
8;6.937,22;6.613,28;6.098,76;6.584,77;;7.307,67;6.887,41;;6.407,93;6.572,51;6.308,31;6.540,36
9;;6.617,62;6.075,62;6.591,90;;7.291,18;;6.876,98;6.536,30;;6.365,87;6.422,80
10;;6.554,70;6.173,66;;6.772,36;7.304,74;;6.795,29;6.527,14;;6.458,16;6.496,25
11;6.810,72;6.589,79;6.287,96;;6.819,26;7.212,98;;6.796,01;;6.575,58;6.506,41;
12;6.884,65;6.556,70;6.302,50;6.653,34;6.699,66;;7.009,69;6.712,18;;;6.466,69;
13;6.845,62;;;6.657,67;6.754,47;;7.001,26;6.720,79;6.636,07;6.659,07;;6.485,64
14;6.954,55;;;6.695,06;6.832,01;7.284,26;7.034,13;;6.637,61;6.649,39;;6.436,30
15;6.807,31;;6.354,59;6.716,44;;7.277,40;6.992,57;;6.581,70;6.719,34;;6.463,45
16;;;6.336,05;6.775,16;;7.229,94;6.938,45;6.650,60;6.567,48;;6.367,09;6.471,53
17;;6.537,74;6.498,29;;6.906,57;7.170,45;;6.586,26;6.480,40;;6.266,23;6.419,85
18;6.787,79;6.479,90;6.442,96;;6.932,67;7.171,17;;6.575,79;;6.774,07;6.253,78;
19;6.711,87;6.484,20;6.497,78;6.778,15;6.945,01;;6.874,00;6.605,15;;6.570,29;6.312,15;
20;6.649,94;;;6.793,51;6.960,73;;6.919,49;6.688,97;6.370,26;6.610,55;;6.308,61
21;6.570,46;;;;6.918,52;7.190,68;6.934,93;;6.440,53;6.429,91;;6.305,46
22;6.513,52;6.264,54;6.476,36;6.772,16;;7.144,70;6.946,34;;6.526,22;6.310,46;6.235,69;6.316,55
23;;6.375,24;6.400,23;6.811,39;;7.098,84;6.883,56;6.642,52;6.609,61;;6.296,52;6.305,58
24;;6.384,94;6.310,88;;6.961,50;7.131,17;;6.814,85;6.578,90;;6.322,72;
25;;6.217,96;6.388,89;;6.933,82;7.014,79;;6.837,01;;6.459,23;6.431,77;
26;6.464,55;6.105,65;6.443,53;6.820,28;6.978,42;;6.898,98;6.718,52;;6.348,60;6.284,10;
27;6.485,80;;;6.745,68;7.002,73;;6.872,77;6.823,54;6.628,48;6.389,14;;6.356,67
28;6.617,03;;;6.809,42;7.034,10;7.001,18;6.951,24;;6.472,13;6.305,13;;6.359,12
29;6.440,92;;6.478,87;6.788,47;;6.951,94;6.934,49;;6.507,62;6.194,72;6.287,95;6.315,97
30;;;6.585,87;6.700,71;;6.925,23;6.806,41;6.786,02;6.468,53;;6.250,16;6.350,44
31;;;6.567,56;;7.078,55;;;6.772,21;;;;
MÍNIMO;6.440,92;6.105,65;6.039,63;6.484,05;6.632,40;6.925,23;6.806,41;6.575,79;6.370,26;6.194,72;6.235,69;6.184,63
MÍNIMO;6.954,55;6.644,04;6.585,87;6.820,28;7.078,55;7.362,07;7.034,13;6.897,50;6.841,42;6.774,07;6.506,41;6.540,36
